SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6*,Sp7*,Sp8*,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Exclude,Exclude,Exclude,Exclude,Exclude,Exclude,Exclude,Exclude
2120390,1.80732,1.76919,1.73882,1.71453,1.69223,1.67209,1.65361,1.63931,1.63402,1.64187,1.66604,1.7062,1.74949,1.77358,1.77181,1.76629,1.78701,1.85355,1.96171,2.07829,2.15579,2.18128,2.17471,2.15074,2.11664,2.07945,2.04389,2.00996,1.97697,1.9481,1.92571,1.91114,1.90532,1.91001,1.93422,2.00158,2.13212,2.30171,10.5,10.3,N,N,N,N,N,N,N,N
2140257,1.95728,1.91621,1.8821,1.85361,1.82712,1.80304,1.78049,1.76211,1.75253,1.75603,1.77616,1.81248,1.85206,1.87248,1.86641,1.85636,1.87355,1.93839,2.04649,2.16391,2.24163,2.26649,2.25877,2.2332,2.19706,2.15771,2.11978,2.08358,2.0483,2.01728,1.99307,1.97705,1.97028,1.97436,1.99908,2.0687,2.20413,2.37855,10.4,10.69,N,N,N,N,N,N,N,N
2120358,1.91645,1.875,1.84156,1.81455,1.79018,1.76874,1.74933,1.73417,1.72819,1.73554,1.75954,1.79986,1.84316,1.86702,1.86574,1.862,1.88613,1.95685,2.06685,2.18194,2.25726,2.28156,2.27449,2.2502,2.21537,2.17716,2.14043,2.10526,2.07124,2.04168,2.01939,2.00571,2.0012,2.00759,2.03416,2.10533,2.24195,2.41671,11.7,11.2,N,N,N,N,N,N,N,N
214091,2.10702,2.06482,2.02865,1.99648,1.96875,1.94728,1.92303,1.89653,1.88004,1.87999,1.89822,1.93402,1.97239,1.98806,1.97451,1.95651,1.96528,2.02245,2.12565,2.24283,2.32194,2.34857,2.34351,2.31976,2.28261,2.2405,2.19909,2.15845,2.11646,2.07866,2.04921,2.02873,2.01827,2.01964,2.04254,2.11641,2.26193,2.45178,14.4,8.9,N,N,N,N,N,N,N,N
2140262,2.21911,2.16667,2.12276,2.08517,2.05046,2.01853,1.98892,1.96444,1.94992,1.94884,1.9645,1.99694,2.03174,2.04517,2.03217,2.01553,2.02454,2.07958,2.1794,2.29261,2.36975,2.39734,2.39562,2.37608,2.34313,2.30493,2.26687,2.229,2.19118,2.15746,2.13063,2.11226,2.10403,2.10762,2.13327,2.20567,2.34309,2.51329,16.34,9.33,N,N,N,N,N,N,N,N
2120810,2.05387,2.00685,1.96847,1.93674,1.90795,1.88191,1.85767,1.83808,1.82836,1.83271,1.85479,1.89414,1.93697,1.95931,1.955,1.94787,1.96934,2.03941,2.15163,2.27087,2.34948,2.37488,2.36753,2.34196,2.30534,2.2648,2.22548,2.18774,2.15102,2.11898,2.0943,2.07845,2.07226,2.07742,2.10376,2.17636,2.31712,2.49664,1,10.8,Y,Y,Y,Y,Y,Y,Y,Y
GC2601043,2.83012,2.77413,2.72677,2.68199,2.64164,2.608,2.57283,2.53514,2.50812,2.49779,2.50556,2.53061,2.55922,2.56726,2.5478,2.52291,2.52229,2.56733,2.6585,2.76749,2.84332,2.86892,2.86375,2.84023,2.80289,2.75996,2.71704,2.67445,2.63049,2.58957,2.55657,2.53249,2.51867,2.51642,2.53567,2.60422,2.74593,2.93564,10.7,8.6,Y,Y,Y,Y,Y,Y,Y,Y
2140302,1.84332,1.80324,1.77088,1.74476,1.72057,1.69864,1.67852,1.66239,1.65501,1.66122,1.6834,1.72123,1.762,1.78353,1.77887,1.77036,1.78707,1.84874,1.95213,2.06605,2.14357,2.17064,2.16624,2.14428,2.11112,2.07429,2.03823,2.00366,1.96996,1.94047,1.91743,1.90221,1.89598,1.90032,1.92427,1.99111,2.12019,2.28712,12.35,10.04,N,N,N,N,N,N,N,N
214070,2.21128,2.16935,2.13316,2.10126,2.07503,2.05533,2.03227,2.00614,1.99022,1.99068,2.0089,2.04445,2.08167,2.09497,2.07978,2.06017,2.0659,2.11757,2.21549,2.32942,2.40782,2.43597,2.43442,2.41462,2.38079,2.34154,2.30244,2.26342,2.22261,2.18561,2.15629,2.13585,2.12521,2.12593,2.14872,2.22133,2.36171,2.54257,16.9,8,N,N,N,N,N,N,N,N
2140987,2.42971,2.37839,2.33615,2.3,2.26636,2.23526,2.20579,2.18144,2.16946,2.17551,2.20398,2.25383,2.30782,2.33452,2.3232,2.30356,2.31729,2.39238,2.52917,2.68467,2.78736,2.81835,2.80762,2.77443,2.729,2.67988,2.63229,2.58592,2.53946,2.49686,2.4616,2.43543,2.42022,2.41941,2.44562,2.52578,2.68387,2.87816,9.9,7.88,N,N,N,N,N,N,N,N
2120920,2.04319,2.00108,1.96657,1.93795,1.91092,1.88578,1.86224,1.8433,1.83402,1.83834,1.85959,1.89758,1.93921,1.96078,1.95451,1.94294,1.95779,2.02191,2.13436,2.259,2.33965,2.36286,2.35255,2.32438,2.2866,2.24652,2.20853,2.17251,2.13701,2.10488,2.07867,2.0601,2.05035,2.052,2.07494,2.14276,2.27615,2.449,9.3,8.8,N,N,N,N,N,N,N,N
2140084,2.43264,2.38963,2.35435,2.32482,2.29839,2.27517,2.25333,2.23571,2.22809,2.2351,2.26066,2.30384,2.34962,2.37267,2.36692,2.35866,2.3817,2.45615,2.57416,2.69813,2.77922,2.80505,2.7969,2.76962,2.73013,2.68607,2.64296,2.60093,2.55984,2.52367,2.49564,2.47722,2.46939,2.47396,2.50199,2.57914,2.72836,2.91001,12.59,11.41,N,N,N,N,N,N,N,N
2120904,2.05121,2.00717,1.97187,1.94307,1.91659,1.89245,1.86967,1.85115,1.84279,1.84948,1.87498,1.91847,1.96601,1.99298,1.99151,1.98619,2.01117,2.08813,2.20962,2.33725,2.41982,2.4442,2.43293,2.40287,2.36245,2.31885,2.27732,2.23795,2.20006,2.16697,2.14133,2.12464,2.11782,2.12279,2.14945,2.2234,2.36759,2.55223,9.7,11,N,N,N,N,N,N,N,N
2140122,1.90862,1.86709,1.83289,1.80473,1.77889,1.75561,1.73406,1.7166,1.7075,1.71054,1.72912,1.76292,1.79909,1.81708,1.81236,1.80638,1.82645,1.88932,1.98782,2.09196,2.16179,2.18603,2.18171,2.16078,2.12841,2.09171,2.0557,2.021,1.98743,1.95877,1.93732,1.92442,1.92081,1.9272,1.95284,2.02173,2.15259,2.31905,14.93,11.76,N,N,N,N,N,N,N,N
214016,1.69664,1.66651,1.64247,1.62055,1.60216,1.58934,1.574,1.55646,1.54789,1.55362,1.57541,1.61196,1.65034,1.67011,1.66408,1.65315,1.66568,1.72035,1.8144,1.91989,1.99243,2.01844,2.01471,1.9941,1.96239,1.92643,1.89163,1.8582,1.82412,1.79357,1.77032,1.75501,1.74831,1.75117,1.77221,1.83635,1.96398,2.13524,12.48,10.56,N,N,N,N,N,N,N,N
2120366,1.91902,1.87507,1.83896,1.80891,1.78109,1.75571,1.73233,1.71319,1.70316,1.70613,1.72517,1.76038,1.7988,1.81865,1.81388,1.80588,1.82407,1.88789,1.99298,2.10623,2.18045,2.20375,2.19635,2.17215,2.13747,2.0996,2.06326,2.02835,1.99442,1.96464,1.94147,1.9265,1.92056,1.92534,1.94992,2.01839,2.15116,2.32247,12,10.1,N,N,N,N,N,N,N,N
2120061,2.85465,2.80306,2.75848,2.71901,2.6829,2.64627,2.61379,2.58674,2.56685,2.56062,2.57079,2.59558,2.62369,2.63499,2.62332,2.60949,2.62206,2.68278,2.7837,2.88937,2.95654,2.97314,2.95923,2.92841,2.88922,2.84719,2.80724,2.76819,2.72963,2.69519,2.66804,2.64842,2.63728,2.63827,2.66177,2.72781,2.86434,3.0302,9.6,10.6,N,N,N,N,N,N,N,N
GC2601002,2.08483,2.04883,2.02142,1.99611,1.97396,1.95749,1.93861,1.9161,1.9039,1.90935,1.93392,1.97635,2.02309,2.04894,2.04227,2.02584,2.03425,2.09288,2.20224,2.33012,2.41841,2.44838,2.44228,2.41643,2.37929,2.33859,2.29929,2.26174,2.22342,2.18731,2.15841,2.1374,2.12522,2.1241,2.14345,2.20936,2.34497,2.53055,8.8,9.1,N,N,N,N,N,N,N,N
2140015,1.91902,1.88374,1.85584,1.83439,1.81629,1.80161,1.788,1.77777,1.77663,1.78988,1.82131,1.87014,1.92152,1.95147,1.95504,1.95853,1.9945,2.08029,2.20141,2.32079,2.39813,2.42358,2.41615,2.39027,2.35264,2.31065,2.26972,2.23064,2.19339,2.16241,2.14041,2.1286,2.12718,2.13715,2.16843,2.24711,2.39562,2.57772,12.2,13.95,N,N,N,N,N,N,N,N
2141131,2.06525,2.01625,1.97483,1.93958,1.9075,1.87908,1.85308,1.83154,1.81901,1.81939,1.83602,1.86827,1.90381,1.92209,1.91719,1.91093,1.93268,2.00005,2.10455,2.21281,2.28297,2.30426,2.29515,2.26927,2.2331,2.19368,2.15575,2.11971,2.08505,2.05521,2.03273,2.01901,2.01463,2.02099,2.04726,2.11801,2.25476,2.43004,12.26,11.91,N,N,N,N,N,N,N,N
2140961,2.11716,2.06629,2.02367,1.98788,1.95494,1.92522,1.89789,1.87534,1.86313,1.8656,1.88648,1.92546,1.96804,1.98926,1.98228,1.97137,1.98968,2.05867,2.1737,2.29828,2.3803,2.40644,2.39935,2.3738,2.3363,2.29478,2.25438,2.21531,2.17678,2.14276,2.11594,2.09827,2.09093,2.09577,2.12298,2.19848,2.34309,2.52412,12.79,10.02,N,N,N,N,N,N,N,N
2120070,2.38808,2.32988,2.27978,2.23524,2.19369,2.15503,2.11863,2.08666,2.06363,2.05276,2.05718,2.07683,2.09974,2.10661,2.09303,2.07837,2.08944,2.14287,2.2313,2.3251,2.38687,2.40597,2.39836,2.37508,2.34071,2.30193,2.26369,2.22624,2.18995,2.15842,2.13431,2.11922,2.1137,2.11916,2.1447,2.2145,2.34887,2.51909,15.6,11.5,N,N,N,N,N,N,N,N
2141054,1.88246,1.84215,1.80966,1.78377,1.76065,1.7404,1.72176,1.70714,1.70194,1.71088,1.73737,1.78065,1.82691,1.85297,1.85177,1.84662,1.86988,1.94148,2.05474,2.17491,2.25472,2.28146,2.27502,2.25034,2.21463,2.17525,2.13711,2.10058,2.06526,2.03458,2.01111,1.99638,1.99101,1.99677,2.02307,2.0944,2.23239,2.4084,11.33,11.33,N,N,N,N,N,N,N,N
2140159,2.36372,2.31993,2.28439,2.25482,2.22815,2.20445,2.182,2.16344,2.15458,2.1606,2.18507,2.22719,2.2724,2.29632,2.29252,2.28636,2.31118,2.38648,2.50315,2.62355,2.7011,2.72436,2.71442,2.68589,2.64629,2.60252,2.55987,2.51869,2.47893,2.44413,2.41724,2.39977,2.39262,2.39732,2.42412,2.49834,2.64278,2.82017,11.42,11.56,N,N,N,N,N,N,N,N
W2701030,1.99302,1.95551,1.92672,1.89729,1.87031,1.84918,1.82635,1.79979,1.78177,1.77885,1.79254,1.82222,1.857,1.87497,1.86527,1.8456,1.84545,1.88759,1.97543,2.08448,2.16448,2.19497,2.19284,2.17238,2.14103,2.10573,2.07121,2.03793,2.00377,1.97141,1.94527,1.92546,1.91298,1.90964,1.92348,1.97745,2.09212,2.25208,9.44,8.29,N,N,N,N,N,N,N,N
2120128,1.91264,1.87233,1.84006,1.81366,1.78936,1.7686,1.7499,1.73534,1.73024,1.73828,1.76297,1.8035,1.84681,1.87015,1.86799,1.86391,1.88779,1.95832,2.06856,2.18363,2.26011,2.2856,2.27933,2.25532,2.22042,2.18218,2.14515,2.10989,2.07547,2.04563,2.02322,2.00951,2.0048,2.01107,2.0378,2.10921,2.24677,2.4214,12.3,11.5,N,N,N,N,N,N,N,N
2120007,2.03192,1.98595,1.94745,1.91513,1.88586,1.8597,1.83545,1.81531,1.80446,1.80738,1.8275,1.86424,1.90472,1.92668,1.92328,1.9169,1.93913,2.00927,2.11934,2.23434,2.30923,2.33202,2.32232,2.29488,2.25729,2.21658,2.17749,2.14037,2.10476,2.07386,2.05031,2.03533,2.02979,2.03518,2.06074,2.13156,2.26963,2.44727,10.3,11.6,N,N,N,N,N,N,N,N
2140920,2.12455,2.08095,2.04455,2.01332,1.98374,1.95586,1.9295,1.90755,1.89486,1.89511,1.91128,1.9436,1.97886,1.99375,1.98086,1.96161,1.96587,2.01817,2.12359,2.24779,2.32884,2.35222,2.34291,2.31593,2.27912,2.24039,2.20316,2.16755,2.13185,2.09886,2.07097,2.0497,2.03709,2.03607,2.05645,2.12005,2.24605,2.40945,10.99,7.26,N,N,N,N,N,N,N,N
2140163,2.50118,2.45673,2.42042,2.38972,2.3622,2.33784,2.31469,2.29528,2.28528,2.28925,2.31081,2.34901,2.3899,2.41028,2.40483,2.3976,2.41982,2.49006,2.59954,2.71288,2.78648,2.80936,2.80122,2.7753,2.73795,2.69592,2.65456,2.61428,2.57518,2.54098,2.51492,2.49813,2.49163,2.49669,2.5238,2.59715,2.74047,2.91493,11.32,14.36,Y,Y,Y,Y,Y,Y,Y,Y
2140654,2.03109,1.987,1.95052,1.91945,1.89033,1.86323,1.838,1.8173,1.8061,1.80822,1.82699,1.86225,1.90053,1.91837,1.90839,1.89316,1.90332,1.96087,2.06653,2.187,2.26796,2.2946,2.28893,2.2652,2.23003,2.19112,2.15338,2.11664,2.08021,2.04735,2.0207,2.00177,1.99206,1.99387,2.01673,2.08491,2.21766,2.38281,13.1,8.8,N,N,N,N,N,N,N,N
2120361,1.96863,1.92235,1.88385,1.85176,1.82238,1.79559,1.77058,1.74967,1.73793,1.73959,1.75791,1.79272,1.83153,1.8523,1.84804,1.84011,1.85899,1.92461,2.03152,2.14597,2.22107,2.24446,2.23597,2.21019,2.17425,2.13526,2.09797,2.06252,2.02838,1.99845,1.9753,1.96038,1.95443,1.95904,1.98346,2.05181,2.18565,2.36031,10.4,10.7,N,N,N,N,N,N,N,N
GC2601073,2.97406,2.9126,2.85891,2.80943,2.76631,2.73071,2.69283,2.65136,2.61942,2.60267,2.60219,2.61685,2.63493,2.63667,2.61781,2.59795,2.60227,2.64799,2.72944,2.81895,2.87792,2.89464,2.88529,2.86046,2.8241,2.78312,2.74264,2.70307,2.66258,2.6258,2.59741,2.57808,2.56813,2.56864,2.5888,2.65481,2.79069,2.97338,16.1,11.5,N,N,N,N,N,N,N,N
2120460,2.05632,2.00919,1.96977,1.93618,1.905,1.87619,1.8493,1.82674,1.81333,1.81298,1.82882,1.86091,1.89664,1.91445,1.9072,1.89578,1.91005,1.97031,2.07332,2.1862,2.26082,2.28424,2.2763,2.25129,2.21598,2.17751,2.14052,2.10508,2.07064,2.04018,2.01613,2.00012,1.99294,1.99669,2.0204,2.08767,2.21942,2.39077,11.2,9.9,N,N,N,N,N,N,N,N
2141046,2.05397,2.01061,1.97541,1.94593,1.9187,1.89387,1.87058,1.85137,1.84213,1.84751,1.8712,1.91261,1.95755,1.98141,1.97623,1.96592,1.98436,2.0538,2.17066,2.29816,2.38209,2.4083,2.39948,2.37193,2.33355,2.29213,2.25237,2.21431,2.17677,2.14352,2.11686,2.09851,2.08969,2.09264,2.11763,2.18937,2.32827,2.50494,10.56,9.99,N,N,N,N,N,N,N,N
2120263,1.99707,1.95716,1.92636,1.90153,1.87769,1.85503,1.8333,1.81569,1.80775,1.81354,1.8367,1.87669,1.92043,1.94396,1.94019,1.93166,1.95001,2.01685,2.12894,2.25109,2.33167,2.35689,2.34868,2.32227,2.28531,2.24509,2.20644,2.16936,2.13349,2.10151,2.07614,2.05913,2.05143,2.05513,2.07953,2.1491,2.28565,2.46172,10.7,9.8,N,N,N,N,N,N,N,N
2140021,2.00672,1.96717,1.93542,1.91006,1.8875,1.8677,1.84899,1.83405,1.82907,1.83901,1.86784,1.91453,1.96394,1.99065,1.98833,1.9831,2.00912,2.08617,2.20501,2.32916,2.41195,2.44047,2.43504,2.41024,2.37265,2.3302,2.28835,2.2478,2.20858,2.17486,2.14948,2.13389,2.129,2.13595,2.16518,2.24307,2.39147,2.57451,13.26,11.79,N,N,N,N,N,N,N,N
2140984,2.2596,2.21437,2.17766,2.14656,2.11779,2.09139,2.0666,2.04628,2.03647,2.04183,2.06614,2.10909,2.15517,2.17762,2.16861,2.15372,2.16776,2.23438,2.35336,2.48784,2.57837,2.60815,2.60163,2.57501,2.53601,2.4932,2.45152,2.41105,2.37071,2.33433,2.30467,2.2835,2.27239,2.27379,2.29866,2.37237,2.51598,2.69433,11.94,8.13,N,N,N,N,N,N,N,N
2121018,2.14809,2.10263,2.06481,2.03286,2.00294,1.97495,1.94828,1.92601,1.91364,1.91559,1.93543,1.97274,2.01403,2.03481,2.02636,2.0114,2.02323,2.08519,2.19696,2.32327,2.40732,2.43354,2.42487,2.39719,2.35894,2.31762,2.27787,2.23992,2.20269,2.16894,2.14126,2.12139,2.11069,2.11162,2.13394,2.20201,2.33755,2.51269,9.7,8.8,N,N,N,N,N,N,N,N
2140573,2.11258,2.06892,2.03259,2.00177,1.97302,1.94617,1.92117,1.90065,1.88926,1.89042,1.90723,1.93984,1.97468,1.9889,1.97711,1.96108,1.96949,2.02281,2.1221,2.23623,2.31356,2.34023,2.33669,2.31563,2.28259,2.24533,2.20908,2.17356,2.13794,2.10578,2.07968,2.06128,2.05204,2.05418,2.07747,2.14514,2.27482,2.43821,14.7,8.32,N,N,N,N,N,N,N,N
GC2601034,2.28245,2.23408,2.19314,2.15382,2.11846,2.08926,2.05737,2.02172,1.99533,1.98359,1.98751,2.0063,2.02899,2.03522,2.01751,1.99442,1.99204,2.03089,2.1134,2.2142,2.28404,2.30641,2.2999,2.27662,2.24234,2.20424,2.16732,2.13162,2.095,2.06069,2.03301,2.01272,2.00068,1.99877,2.01496,2.07405,2.19646,2.3636,12.7,8.5,N,N,N,N,N,N,N,N
2140773,2.03758,1.99445,1.95825,1.92752,1.89873,1.87183,1.84689,1.82604,1.81442,1.81549,1.83217,1.86458,1.89954,1.91562,1.90508,1.8889,1.89673,1.95028,2.0514,2.16837,2.24668,2.27195,2.2655,2.24148,2.20692,2.16934,2.13334,2.09873,2.06395,2.03242,2.0064,1.98757,1.97729,1.97803,1.99922,2.06358,2.18981,2.35333,11.8,8.42,N,N,N,N,N,N,N,N
W2C16Q3,2.42407,2.38268,2.349,2.3211,2.29634,2.27492,2.25564,2.23944,2.23269,2.24079,2.26851,2.31442,2.36443,2.39435,2.39328,2.38345,2.4004,2.46911,2.58484,2.71459,2.80895,2.84621,2.84393,2.81888,2.78014,2.73567,2.69108,2.64879,2.60714,2.57054,2.54327,2.52638,2.52154,2.53019,2.56397,2.65551,2.82252,3.03569,11.3,11.7,N,N,N,N,N,N,N,N
213063,1.83583,1.79703,1.76496,1.73621,1.71244,1.69522,1.67551,1.65325,1.64117,1.64545,1.66869,1.70881,1.75246,1.77667,1.77198,1.76203,1.77955,1.84584,1.9547,2.07268,2.15175,2.17693,2.16835,2.14106,2.10317,2.06206,2.02287,1.98589,1.94842,1.91545,1.89023,1.87356,1.86596,1.86907,1.89205,1.96155,2.10007,2.28777,8.75,11.58,N,N,N,N,N,N,N,N
2140782,2.00519,1.95874,1.92028,1.88782,1.85789,1.83071,1.80561,1.78486,1.77306,1.77465,1.7923,1.8263,1.86353,1.88279,1.87621,1.86522,1.88002,1.94056,2.04424,2.15886,2.23545,2.26032,2.25319,2.22854,2.19342,2.15518,2.11843,2.08313,2.04881,2.01864,1.99455,1.97817,1.97064,1.97361,1.99653,2.06279,2.19201,2.35997,11.78,8.25,Y,Y,Y,Y,Y,Y,Y,Y
2120033,2.04448,2.00199,1.96662,1.93526,1.90666,1.88014,1.85671,1.83828,1.82777,1.82917,1.84688,1.88208,1.92039,1.93957,1.93485,1.92861,1.94932,2.0141,2.115,2.21839,2.28583,2.30746,2.29968,2.27423,2.23866,2.20104,2.16443,2.12997,2.09756,2.07107,2.05083,2.03546,2.02955,2.03656,2.06184,2.13169,2.2672,2.43883,13.4,11.9,Y,Y,Y,Y,Y,Y,Y,Y
2140875,1.86895,1.83296,1.80473,1.78213,1.76086,1.74166,1.72393,1.71069,1.70663,1.71661,1.74393,1.78772,1.83435,1.85969,1.85578,1.84625,1.86336,1.92921,2.04276,2.16898,2.25308,2.28057,2.2738,2.24855,2.21287,2.17417,2.13716,2.1017,2.06655,2.03515,2.00989,1.99218,1.98335,1.98564,2.0088,2.07675,2.20886,2.37888,10.09,9.25,N,N,N,N,N,N,N,N
2120921,1.82643,1.79136,1.76338,1.74105,1.72,1.70061,1.6826,1.66856,1.66343,1.67126,1.69536,1.73515,1.77808,1.80191,1.79949,1.79224,1.81061,1.87573,1.98463,2.10314,2.18073,2.20471,2.19638,2.17076,2.13556,2.09792,2.06214,2.02831,1.99513,1.96572,1.94236,1.92662,1.91959,1.92333,1.94702,2.01382,2.14346,2.31223,9.6,9.5,N,N,N,N,N,N,N,N
2140265,1.96952,1.92526,1.88848,1.85784,1.8298,1.8043,1.78065,1.76127,1.7506,1.7526,1.77035,1.80359,1.83967,1.85727,1.85039,1.84052,1.85648,1.91704,2.01774,2.12716,2.20062,2.2253,2.21997,2.19753,2.16393,2.12647,2.08994,2.05473,2.02041,1.99047,1.96733,1.95233,1.94648,1.95138,1.97596,2.04437,2.17619,2.34544,12.91,10.82,N,N,N,N,N,N,N,N
2120795,2.12932,2.08425,2.04763,2.01755,1.99006,1.96496,1.94115,1.92165,1.91264,1.91896,1.94443,1.98834,2.0363,2.06223,2.05768,2.04717,2.06546,2.13629,2.25676,2.38929,2.47667,2.50388,2.4949,2.46643,2.42715,2.3846,2.34373,2.30467,2.26657,2.23235,2.2048,2.18565,2.17626,2.17865,2.20313,2.27476,2.41541,2.59673,9.9,9.5,N,N,N,N,N,N,N,N
2140401,1.92453,1.8801,1.84402,1.81433,1.787,1.76228,1.73952,1.72066,1.71126,1.71512,1.73576,1.77257,1.81247,1.83269,1.82733,1.81762,1.83437,1.89701,2.00256,2.11853,2.19703,2.22394,2.21882,2.19576,2.16137,2.12319,2.08625,2.05069,2.01606,1.98553,1.96187,1.94603,1.93946,1.94386,1.96847,2.03715,2.16974,2.34046,12.57,10.08,N,N,N,N,N,N,N,N
2120388,1.90969,1.86777,1.83403,1.80727,1.78319,1.76159,1.74136,1.72501,1.71818,1.72572,1.75098,1.7934,1.83965,1.86641,1.86611,1.86188,1.886,1.95883,2.07387,2.19594,2.27679,2.30285,2.29455,2.2678,2.23051,2.19014,2.15149,2.11492,2.07998,2.04962,2.02623,2.01146,2.00602,2.01154,2.0372,2.10777,2.2459,2.42462,9.7,11.2,N,N,N,N,N,N,N,N
2121076,2.2631,2.21454,2.17437,2.14066,2.11002,2.08212,2.05559,2.03351,2.02216,2.02687,2.05165,2.0956,2.14346,2.16904,2.16434,2.15521,2.17788,2.25471,2.37915,2.51086,2.59558,2.62064,2.61001,2.58011,2.53957,2.49562,2.45316,2.41256,2.37287,2.33749,2.30964,2.29102,2.2827,2.28697,2.31458,2.3909,2.539,2.72266,9.8,10.3,N,N,N,N,N,N,N,N
214009,2.01815,1.97599,1.9409,1.90982,1.88339,1.86375,1.8425,1.81903,1.80618,1.81073,1.8352,1.878,1.92442,1.94862,1.94149,1.92878,1.94497,2.01294,2.12695,2.25217,2.33729,2.36621,2.35909,2.3319,2.29252,2.24888,2.20652,2.16599,2.12511,2.08836,2.06025,2.04125,2.0319,2.03395,2.05799,2.13147,2.27988,2.47797,10.02,11.06,N,N,N,N,N,N,N,N
2120162,2.12497,2.08065,2.0449,2.01545,1.98882,1.96472,1.94218,1.92371,1.9145,1.91872,1.93969,1.97683,2.01754,2.03968,2.03687,2.03117,2.0528,2.12153,2.23118,2.3469,2.42156,2.44353,2.43371,2.40675,2.36992,2.3301,2.29215,2.256,2.22115,2.19073,2.16724,2.15216,2.14635,2.15169,2.1772,2.24664,2.3829,2.55786,11.2,11.2,N,N,N,N,N,N,N,N
W9TH,1.55399,1.52714,1.50822,1.4896,1.4727,1.46172,1.44886,1.43183,1.42292,1.42683,1.44389,1.47357,1.50505,1.52205,1.52087,1.51768,1.53408,1.58686,1.66991,1.75753,1.81281,1.82755,1.81918,1.79825,1.76852,1.73634,1.70571,1.67666,1.64678,1.62042,1.60104,1.58884,1.58467,1.58939,1.60853,1.66594,1.779,1.93434,14.8,11.1,N,N,N,N,N,N,N,N
2120342,2.03172,1.98279,1.94203,1.90769,1.87617,1.84749,1.82092,1.79875,1.78586,1.78578,1.80173,1.83374,1.86907,1.88603,1.8792,1.87007,1.88712,1.94916,2.05087,2.16032,2.23266,2.25602,2.24964,2.22651,2.1924,2.15433,2.11738,2.08171,2.04715,2.01694,1.99379,1.97915,1.97391,1.97953,2.00491,2.07446,2.2089,2.38082,13.4,10.5,N,N,N,N,N,N,N,N
2120618,1.93806,1.89477,1.85926,1.83033,1.80375,1.77957,1.7571,1.73895,1.72978,1.7335,1.7533,1.78888,1.82763,1.84793,1.84421,1.83786,1.85765,1.92239,2.02623,2.13688,2.21006,2.2337,2.2268,2.20291,2.16851,2.13058,2.09397,2.05912,2.02547,1.9963,1.97396,1.9598,1.95471,1.96013,1.98503,2.05303,2.18501,2.35553,12.2,10.9,N,N,N,N,N,N,N,N
2120035,2.08281,2.03771,2.00017,1.9685,1.93929,1.91257,1.88744,1.86606,1.85386,1.85547,1.87447,1.91031,1.95018,1.97181,1.96764,1.95992,1.9809,2.05078,2.16249,2.28033,2.35689,2.37947,2.36815,2.33886,2.29967,2.2577,2.2178,2.17998,2.14377,2.1121,2.08758,2.07171,2.06516,2.06984,2.09505,2.16556,2.30344,2.48243,9.2,11.2,N,N,N,N,N,N,N,N
GC2601058,2.70819,2.65621,2.61243,2.5713,2.53587,2.50811,2.47832,2.44504,2.42161,2.4143,2.42454,2.45071,2.48042,2.49278,2.48117,2.46699,2.47933,2.53788,2.63513,2.73875,2.80564,2.82406,2.81237,2.78369,2.74447,2.7017,2.66028,2.62058,2.58072,2.5443,2.51631,2.49753,2.48825,2.4899,2.5119,2.58217,2.72494,2.91836,11.7,11.9,N,N,N,N,N,N,N,N
2120082,2.06565,2.01801,1.97831,1.94464,1.91323,1.88376,1.85581,1.83231,1.81771,1.81551,1.82852,1.8567,1.8884,1.90342,1.89609,1.88657,1.90241,1.96108,2.05652,2.15838,2.22583,2.24741,2.24034,2.21713,2.18358,2.14636,2.11019,2.07547,2.04233,2.01382,1.99187,1.97805,1.9729,1.9777,2.00111,2.06647,2.1939,2.35859,12.5,11.2,N,N,N,N,N,N,N,N
W2701022,1.85443,1.82007,1.79519,1.7694,1.74659,1.72919,1.70979,1.68577,1.6701,1.66923,1.68464,1.71519,1.75009,1.76816,1.75996,1.74363,1.74704,1.79093,1.87692,1.98067,2.05684,2.08697,2.08623,2.06802,2.03874,2.00533,1.97255,1.94068,1.90794,1.87738,1.85315,1.83557,1.82552,1.82432,1.83989,1.89412,2.00862,2.16576,10.49,9.55,N,N,N,N,N,N,N,N
2140223,1.96664,1.92589,1.89226,1.86467,1.83931,1.81641,1.79538,1.77872,1.77061,1.77444,1.79337,1.82729,1.86321,1.88039,1.87454,1.86707,1.88506,1.94537,2.04222,2.14569,2.21562,2.24034,2.23705,2.21721,2.18567,2.14951,2.11378,2.07909,2.0453,2.01616,1.99155,1.98065,1.97484,1.92505,1.95187,2.05342,1.9728,2.07319,15.41,11.52,N,N,N,N,N,N,N,N
