SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6*,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Protein,Moisture,Exclude
2130184s10,1.95552,1.90653,1.86637,1.8319,1.80182,1.77587,1.75171,1.73086,1.71869,1.72021,1.73896,1.77385,1.81128,1.83015,1.8269,1.82404,1.85049,1.92172,2.02694,2.13246,2.20064,2.22331,2.21713,2.19473,2.16171,2.12493,2.08893,2.0542,2.02015,1.99135,1.9706,1.95892,1.95672,1.96517,1.99459,2.06947,2.20965,2.38367,13.73,12.38,N
2131505s8,1.91936,1.87888,1.84593,1.81818,1.79386,1.77249,1.75186,1.73432,1.72543,1.7293,1.75026,1.78741,1.82738,1.84686,1.84065,1.83118,1.84874,1.91305,2.02076,2.13751,2.21342,2.23776,2.23145,2.20807,2.17459,2.13771,2.10224,2.0678,2.03363,2.00317,1.9791,1.96288,1.95574,1.95944,1.98454,2.05455,2.18813,2.35528,12.33,9.45,N
2130227s3,1.80087,1.76348,1.73393,1.70992,1.69018,1.67367,1.65777,1.64452,1.63951,1.64711,1.67078,1.7099,1.75147,1.77456,1.77472,1.77372,1.80003,1.86945,1.9729,2.07837,2.14818,2.17264,2.16863,2.14827,2.11761,2.0828,2.04882,2.01597,1.98438,1.9576,1.93802,1.92684,1.92461,1.93234,1.95944,2.0292,2.16155,2.32806,13.38,11.96,N
2140583s10,2.06173,2.01417,1.97395,1.93924,1.90891,1.88245,1.85809,1.83777,1.82673,1.82875,1.84757,1.88219,1.91942,1.93611,1.92721,1.91551,1.93146,1.99433,2.1009,2.21612,2.2919,2.31671,2.31063,2.28714,2.25318,2.21587,2.17975,2.14459,2.10946,2.0782,2.05385,2.03728,2.0297,2.0329,2.05784,2.12817,2.26401,2.43375,11.41,9.46,N
2130505s4,2.02847,1.9873,1.94793,1.91229,1.88093,1.85381,1.82944,1.80583,1.79375,1.79378,1.8107,1.84214,1.87545,1.88866,1.87785,1.86545,1.88012,1.9404,2.04233,2.15287,2.22529,2.24926,2.24426,2.21923,2.18502,2.1503,2.11506,2.07965,2.04221,2.0089,1.9849,1.96965,1.96286,1.9705,1.99937,2.0731,2.21096,2.38146,11.19,9.38,N
2140022s6,1.97694,1.93945,1.90988,1.88551,1.86551,1.84957,1.83428,1.82196,1.81914,1.83111,1.8622,1.91117,1.96209,1.98883,1.98674,1.98369,2.01367,2.09524,2.21768,2.34374,2.42756,2.45745,2.45342,2.43009,2.39349,2.35189,2.31111,2.27115,2.23195,2.19868,2.17417,2.15942,2.15553,2.16427,2.1966,2.27971,2.43509,2.62178,13.47,11.76,N
2130110s1,1.83601,1.79771,1.76764,1.74432,1.72493,1.70769,1.69003,1.67488,1.6685,1.6762,1.70171,1.74395,1.78952,1.81528,1.81469,1.81,1.83223,1.90036,2.0085,2.12386,2.2014,2.22868,2.22382,2.20141,2.16837,2.13166,2.09568,2.06132,2.02826,1.99934,1.97687,1.96258,1.95714,1.96196,1.98696,2.05461,2.18556,2.35144,12.24,10.92,N
2131222s10,2.20245,2.15835,2.12274,2.09256,2.06506,2.04004,2.01613,1.99557,1.98314,1.98319,1.99911,2.02996,2.06358,2.08025,2.07457,2.06652,2.08414,2.14443,2.24151,2.34351,2.41013,2.43108,2.42296,2.39931,2.36656,2.33085,2.29642,2.26345,2.23125,2.20328,2.18125,2.16661,2.1605,2.16491,2.18903,2.25409,2.37829,2.53415,10.87,10.87,N
2141086s7,2.21251,2.16202,2.11937,2.08235,2.0486,2.01817,1.98865,1.96322,1.9478,1.94655,1.96292,1.99656,2.03425,2.04858,2.03444,2.0139,2.01973,2.07592,2.18581,2.31362,2.39752,2.4224,2.41367,2.38664,2.34865,2.30791,2.26884,2.23089,2.19287,2.15752,2.12792,2.10569,2.09274,2.09183,2.1142,2.18342,2.31899,2.49023,11.4,7.03,N
2131715s1,2.13931,2.08736,2.04387,2.00677,1.97428,1.94548,1.9178,1.89396,1.87991,1.88062,1.89983,1.93682,1.97686,1.9959,1.98863,1.97993,2.00137,2.07235,2.18491,2.30248,2.37804,2.40172,2.39404,2.36904,2.33305,2.29303,2.25411,2.21644,2.17961,2.14677,2.12196,2.10607,2.10029,2.1063,2.135,2.21149,2.35606,2.53458,13.29,10.95,N
2131619s4,2.09665,2.05653,2.02396,1.99793,1.9751,1.95421,1.93317,1.91515,1.90633,1.91183,1.93536,1.97602,2.02049,2.04447,2.03923,2.02765,2.04321,2.10903,2.22207,2.3479,2.4331,2.46119,2.45362,2.42682,2.3887,2.34738,2.30726,2.26888,2.2319,2.19867,2.17166,2.15273,2.14294,2.14439,2.16756,2.23603,2.37255,2.54923,9.78,9.42,N
2130698s3,1.94906,1.91092,1.87873,1.85152,1.82747,1.80564,1.78423,1.76574,1.75566,1.75753,1.77552,1.80908,1.84525,1.86148,1.85218,1.83849,1.84957,1.9063,2.00925,2.12521,2.2006,2.22381,2.21685,2.19348,2.1599,2.12382,2.0892,2.05574,2.02231,1.99185,1.9669,1.94908,1.93986,1.9415,1.96417,2.03018,2.15784,2.31914,11.97,8.09,N
2130024s1,1.89688,1.85328,1.8167,1.78528,1.75779,1.73361,1.71102,1.69173,1.68083,1.68281,1.70123,1.7352,1.77206,1.78961,1.78257,1.77235,1.7886,1.84989,1.95327,2.06466,2.13751,2.16092,2.15469,2.13228,2.10004,2.06529,2.03164,1.99918,1.96678,1.93782,1.91509,1.89984,1.89308,1.89681,1.92106,1.98858,2.11755,2.28021,11.35,9.55,N
2130038s7,1.89383,1.85363,1.82044,1.79273,1.76885,1.74817,1.72874,1.71271,1.70483,1.7098,1.73096,1.76726,1.80659,1.82752,1.8239,1.81672,1.83638,1.90105,2.00507,2.11551,2.18772,2.21135,2.20475,2.1817,2.14919,2.11376,2.07944,2.04653,2.01443,1.98633,1.96465,1.95062,1.94524,1.95029,1.97541,2.04324,2.17423,2.33999,10.54,10.46,N
2140951s2,2.09037,2.04309,2.00293,1.96804,1.9368,1.90821,1.88082,1.85696,1.84219,1.84095,1.85649,1.8888,1.92415,1.93916,1.92643,1.90827,1.91566,1.97232,2.08151,2.2062,2.28577,2.30805,2.29828,2.27112,2.23424,2.19548,2.15879,2.12354,2.08781,2.05455,2.02659,2.00579,1.99383,1.99386,2.01652,2.08536,2.21773,2.38543,10.41,6.91,N
2130591s4,1.97584,1.93132,1.89368,1.8615,1.8332,1.80796,1.78372,1.76275,1.75011,1.75011,1.76689,1.79978,1.83594,1.85266,1.84407,1.83207,1.84683,1.90811,2.01285,2.12747,2.20249,2.22623,2.21891,2.19453,2.16006,2.12255,2.08639,2.05148,2.01737,1.98682,1.96268,1.94616,1.93868,1.94193,1.966,2.03507,2.16698,2.33541,11.6,9.53,N
2130106s9,2.485,2.43124,2.38752,2.35128,2.31927,2.29074,2.26333,2.24072,2.23143,2.24241,2.27878,2.33905,2.40443,2.44086,2.43614,2.42312,2.44845,2.54075,2.69559,2.86469,2.97559,3.00946,2.99684,2.96043,2.91177,2.85979,2.80994,2.76205,2.71426,2.6706,2.63491,2.60952,2.59569,2.5977,2.62894,2.71818,2.89263,3.10249,7.19,8.89,N
2141138s6,2.34628,2.29587,2.25386,2.21752,2.18637,2.15947,2.13422,2.11326,2.10213,2.10478,2.12482,2.16217,2.2013,2.2174,2.20731,2.19564,2.21262,2.27671,2.38283,2.49726,2.5738,2.60096,2.59855,2.57819,2.54409,2.50422,2.46447,2.4245,2.38496,2.34993,2.32283,2.30496,2.29776,2.30267,2.33076,2.40807,2.55477,2.73318,16.78,10.18,N
2130504s3,2.05617,2.01175,1.97494,1.94357,1.91567,1.89056,1.86626,1.84506,1.83301,1.83388,1.85098,1.88431,1.91965,1.93382,1.92351,1.91038,1.92245,1.97901,2.07824,2.18779,2.26114,2.28762,2.28586,2.26744,2.23703,2.20212,2.16735,2.13274,2.09796,2.0672,2.04292,2.0266,2.01933,2.02235,2.04734,2.117,2.24924,2.41113,15.41,9.26,N
2130793s4,1.9049,1.86917,1.84113,1.81834,1.79852,1.78059,1.76291,1.74606,1.73841,1.74413,1.76736,1.8072,1.8506,1.87162,1.86858,1.85619,1.86913,1.93061,2.04106,2.16642,2.24982,2.27651,2.2693,2.24381,2.20847,2.1707,2.13462,2.10024,2.06635,2.03537,2.00977,1.99133,1.98176,1.98259,2.00519,2.0719,2.20301,2.37044,10.66,7.99,N
2141312s4,2.24703,2.19589,2.15379,2.11816,2.08675,2.05881,2.03161,2.00831,1.99627,2.0011,2.02696,2.07325,2.12392,2.14987,2.14198,2.12773,2.14545,2.22034,2.35103,2.49745,2.59569,2.62716,2.61847,2.58794,2.54506,2.49808,2.4528,2.40896,2.36569,2.32661,2.29484,2.27249,2.26094,2.26285,2.29046,2.36972,2.52742,2.72446,10.69,8.89,N
2140254s5,1.92858,1.88772,1.85313,1.82345,1.7976,1.77524,1.75412,1.73593,1.72565,1.72725,1.74498,1.77772,1.81298,1.82975,1.82286,1.81373,1.83093,1.89239,1.99276,2.0997,2.16954,2.19265,2.1872,2.16553,2.13422,2.09953,2.06582,2.03311,2.0008,1.97221,1.95034,1.93607,1.93046,1.93511,1.96004,2.02785,2.15728,2.31915,11.89,10.22,N
2140097s2,2.54643,2.5022,2.46682,2.43805,2.41232,2.38881,2.36501,2.34415,2.33336,2.33781,2.36137,2.40348,2.44944,2.47312,2.46671,2.4557,2.47458,2.54509,2.66258,2.78995,2.87441,2.90065,2.89143,2.86253,2.82199,2.77698,2.7332,2.69086,2.64971,2.61245,2.58249,2.56111,2.54999,2.55105,2.57562,2.64815,2.79439,2.97596,11.59,10.06,N
2130342s5,2.30668,2.25143,2.20387,2.16233,2.12505,2.09075,2.05826,2.02992,2.01058,2.00393,2.01331,2.0391,2.06751,2.07563,2.05972,2.04149,2.04907,2.10172,2.19656,2.30257,2.3735,2.39776,2.3944,2.37403,2.34104,2.30345,2.26606,2.22895,2.19207,2.15912,2.13332,2.11583,2.108,2.11153,2.13717,2.20806,2.34566,2.51432,15.79,9.57,N
2131955s1,2.07862,2.03066,1.99536,1.96452,1.93971,1.91623,1.89476,1.87665,1.86769,1.87788,1.9033,1.94874,1.99976,2.02865,2.02677,2.01897,2.03891,2.1117,2.23501,2.37083,2.46168,2.49125,2.48624,2.46143,2.42417,2.38274,2.34234,2.303,2.26375,2.2281,2.19934,2.1792,2.16865,2.17025,2.195,2.27001,2.41827,2.60056,12.39,8.77,N
2130693s2,1.8365,1.79535,1.76233,1.73541,1.71208,1.6914,1.67096,1.65334,1.64425,1.64798,1.66777,1.70307,1.74147,1.76175,1.75839,1.75211,1.77183,1.83579,1.93827,2.04665,2.11834,2.14173,2.13551,2.11285,2.08021,2.04439,2.00979,1.97668,1.94484,1.91696,1.89525,1.88156,1.87652,1.88209,1.9071,1.97472,2.10394,2.26681,11.99,10.69,N
2131447s3,1.92568,1.88428,1.85058,1.8218,1.79664,1.77479,1.75427,1.73712,1.72857,1.73294,1.75418,1.79145,1.83156,1.85179,1.84677,1.83915,1.85924,1.92582,2.03377,2.14868,2.22389,2.24835,2.24161,2.21791,2.18421,2.14752,2.1121,2.07798,2.0444,2.01496,1.99195,1.97669,1.97036,1.97467,2.00008,2.06969,2.20188,2.36759,11.09,10.14,N
2140023s2,1.81688,1.7808,1.75141,1.72719,1.70668,1.68919,1.67252,1.65842,1.65282,1.65925,1.68118,1.71764,1.75625,1.77668,1.77405,1.76949,1.79159,1.85677,1.95669,2.05973,2.12802,2.15155,2.1469,2.12627,2.09558,2.06095,2.02713,1.9943,1.96253,1.93526,1.9151,1.90296,1.89965,1.9063,1.93247,2.00124,2.13172,2.29462,12.21,11.43,N
2140221s10,2.20656,2.15956,2.12093,2.08838,2.06035,2.03627,2.01387,1.99553,1.98727,1.99355,2.01839,2.06067,2.10553,2.12778,2.12173,2.11256,2.13334,2.20398,2.31839,2.44088,2.523,2.55173,2.54721,2.52346,2.48763,2.4472,2.40744,2.36841,2.32988,2.29603,2.27018,2.25341,2.24667,2.25189,2.2803,2.35721,2.505,2.68725,12.83,10.5,N
2141042s2,1.99648,1.95834,1.92751,1.90262,1.8816,1.86347,1.84559,1.83042,1.82464,1.83351,1.8612,1.9067,1.95549,1.98237,1.97957,1.9719,1.99427,2.06887,2.19018,2.31944,2.40366,2.43048,2.42266,2.39632,2.35962,2.31981,2.28153,2.2447,2.20841,2.17597,2.15072,2.13371,2.12625,2.13071,2.15807,2.23286,2.37612,2.55352,9.6,9.71,N
2140172s6,2.61189,2.55944,2.51534,2.47748,2.44328,2.41268,2.38422,2.36007,2.34581,2.34584,2.36407,2.39981,2.43849,2.45515,2.44424,2.43084,2.44859,2.51814,2.63419,2.75841,2.83825,2.86182,2.85188,2.82309,2.78335,2.73973,2.69726,2.65576,2.61415,2.57691,2.54762,2.52741,2.51739,2.5202,2.54777,2.62602,2.77711,2.96119,11.25,9.7,N
2130071s3,2.02538,1.9802,1.94299,1.91238,1.88657,1.86437,1.84262,1.82406,1.81527,1.82201,1.84841,1.89358,1.94257,1.96883,1.96541,1.95758,1.97985,2.05391,2.17539,2.30655,2.39447,2.42435,2.41821,2.39225,2.35479,2.31361,2.2736,2.2353,2.19796,2.16478,2.13886,2.12169,2.11443,2.11929,2.14694,2.22312,2.37015,2.55563,11.63,10.17,N
2141054s6,1.89985,1.8586,1.82541,1.79908,1.77742,1.75923,1.74137,1.72629,1.72029,1.72907,1.75635,1.801,1.84901,1.87629,1.87579,1.87134,1.89619,1.97015,2.08612,2.20885,2.29102,2.31945,2.31377,2.28922,2.25334,2.21367,2.17495,2.13786,2.10236,2.07147,2.04774,2.03302,2.02779,2.03377,2.06093,2.13365,2.27519,2.4534,11.47,11.21,N
2130916s6,2.25105,2.2012,2.16008,2.12612,2.09717,2.07225,2.04856,2.02905,2.02099,2.0308,2.06309,2.11673,2.17466,2.2061,2.201,2.18885,2.21101,2.29363,2.43266,2.58426,2.68354,2.715,2.70627,2.67622,2.63383,2.58779,2.54316,2.49975,2.45669,2.41757,2.38611,2.36399,2.3527,2.35533,2.38438,2.4673,2.62878,2.82729,9.73,9.03,N
2130173s3,2.2767,2.23244,2.19659,2.16818,2.1418,2.11904,2.0969,2.07847,2.07154,2.0832,2.11844,2.17574,2.23725,2.27053,2.2654,2.253,2.27674,2.3635,2.51025,2.67063,2.77532,2.80742,2.79613,2.76222,2.71728,2.66935,2.62369,2.57967,2.53515,2.49459,2.46168,2.4377,2.42422,2.42567,2.45453,2.53918,2.70271,2.9027,6.96,8.41,N
2130376s8,1.98617,1.94334,1.90842,1.87842,1.85228,1.82913,1.80666,1.78753,1.77753,1.78153,1.80284,1.84132,1.88294,1.90351,1.89662,1.88512,1.90146,1.96711,2.07917,2.20223,2.28253,2.30782,2.2997,2.27345,2.23725,2.19838,2.16133,2.1258,2.09044,2.05848,2.03316,2.01564,2.00687,2.00934,2.03393,2.10466,2.24146,2.41511,10.14,9.11,N
2130343s5,1.95086,1.90755,1.87246,1.84312,1.81841,1.7968,1.77596,1.75811,1.74865,1.75207,1.77239,1.80911,1.84842,1.86749,1.86249,1.8554,1.87531,1.93921,2.04149,2.15034,2.22327,2.24945,2.24685,2.22741,2.196,2.15996,2.12443,2.08937,2.05527,2.02579,2.00338,1.98931,1.98468,1.99075,2.01715,2.08815,2.22252,2.38931,15.39,10.92,N
2131828s1,2.15798,2.11025,2.07139,2.03937,2.00998,1.98203,1.95812,1.93846,1.92982,1.93435,1.95776,1.99812,2.0428,2.06419,2.0578,2.04937,2.07381,2.15068,2.27037,2.39438,2.47223,2.4953,2.48317,2.45429,2.41563,2.37678,2.34135,2.30254,2.2633,2.2279,2.1987,2.18499,2.17506,2.17639,2.2044,2.2827,2.43258,2.61479,7.96,10.04,N
2130900s6,2.06513,2.01839,1.97853,1.94412,1.91384,1.88742,1.8624,1.84089,1.82778,1.82813,1.84506,1.87824,1.9152,1.93296,1.92524,1.91533,1.93526,2.00478,2.11655,2.23411,2.30932,2.33152,2.32121,2.29349,2.25656,2.21701,2.1793,2.14317,2.1078,2.07648,2.05252,2.03698,2.03048,2.03527,2.06191,2.13528,2.27642,2.45393,8.9,10.43,N
2130696s6,1.98489,1.93916,1.90112,1.86885,1.84113,1.81724,1.79446,1.77515,1.76539,1.77037,1.7947,1.83637,1.88164,1.90658,1.9037,1.89824,1.92505,2.00477,2.12798,2.25413,2.3341,2.35702,2.34476,2.31407,2.27397,2.23178,2.19191,2.1541,2.11747,2.08535,2.06106,2.04564,2.03993,2.04561,2.07392,2.15068,2.29867,2.48609,8.06,11.22,N
2131992s4,2.23574,2.18407,2.14021,2.10124,2.06605,2.03466,2.00451,1.97743,1.95965,1.9558,1.97025,2.00258,2.03871,2.05472,2.04522,2.03356,2.05262,2.1228,2.23753,2.35825,2.43441,2.45517,2.44288,2.41273,2.3728,2.32981,2.28958,2.24962,2.21088,2.17663,2.15006,2.13211,2.12411,2.12794,2.15523,2.23115,2.3767,2.55641,10.8,10.39,N
2141094s9,2.27493,2.22143,2.17685,2.13978,2.10795,2.07984,2.05309,2.03047,2.01862,2.02232,2.0451,2.08671,2.13166,2.15312,2.14408,2.13099,2.14545,2.21276,2.33001,2.46064,2.54891,2.5788,2.57387,2.54877,2.51139,2.46926,2.4281,2.38774,2.34801,2.31215,2.28339,2.26346,2.25381,2.25655,2.28299,2.3587,2.5068,2.69146,13.18,9.04,N
2131585s2,1.8318,1.79871,1.77132,1.74815,1.72802,1.71026,1.69375,1.68065,1.67543,1.68252,1.70498,1.74288,1.78239,1.80038,1.79236,1.78042,1.79334,1.85076,1.95245,2.06541,2.13971,2.16513,2.16274,2.14388,2.11417,2.08122,2.04885,2.01672,1.98399,1.95422,1.93034,1.9137,1.90558,1.90808,1.93158,1.99884,2.1258,2.28136,13.46,8.22,N
2130740s4,2.11337,2.0658,2.02636,1.99365,1.96571,1.94097,1.91772,1.89588,1.88404,1.88639,1.90672,1.94458,1.98586,2.00696,2.00165,1.99147,2.01521,2.08525,2.19626,2.31403,2.39279,2.41975,2.414,2.38978,2.35364,2.31403,2.27367,2.2355,2.19892,2.16694,2.14257,2.12738,2.12216,2.12813,2.15569,2.23025,2.37468,2.55642,11.76,11.55,N
2141135s9,2.2279,2.18291,2.14686,2.11645,2.09019,2.06725,2.04486,2.0261,2.01762,2.025,2.0523,2.09853,2.14842,2.17489,2.16954,2.15826,2.17715,2.24965,2.3735,2.51079,2.60364,2.63443,2.62688,2.59838,2.55738,2.51253,2.46899,2.42684,2.38541,2.34849,2.31857,2.2977,2.28706,2.28892,2.31481,2.39018,2.54021,2.73013,10.86,9.56,N
2131755s4,1.88209,1.8462,1.81733,1.79419,1.77413,1.75689,1.73958,1.72536,1.72049,1.73002,1.7582,1.80354,1.85251,1.88013,1.87745,1.86874,1.88879,1.96068,2.08215,2.21414,2.29969,2.32563,2.31621,2.28812,2.25071,2.21122,2.17355,2.13783,2.10249,2.07042,2.04448,2.02609,2.0166,2.01868,2.04311,2.11345,2.25088,2.42557,8.09,8.81,N
2140572s5,2.02369,1.97658,1.93638,1.90178,1.87126,1.84463,1.81934,1.7975,1.78443,1.78444,1.80095,1.83379,1.86994,1.88659,1.87787,1.86597,1.88183,1.94548,2.0529,2.16943,2.24476,2.26778,2.259,2.23303,2.19774,2.16006,2.12408,2.08955,2.05534,2.02459,2.00059,1.98408,1.9762,1.97915,2.00366,2.07332,2.20794,2.37842,9.76,9.45,N
2131001s8,2.06621,2.02049,1.98283,1.95121,1.92344,1.8986,1.87441,1.85387,1.84315,1.84785,1.86977,1.9106,1.95454,1.97546,1.96738,1.95565,1.97438,2.04489,2.16222,2.28923,2.37367,2.40165,2.39527,2.36965,2.33215,2.29004,2.24911,2.2092,2.16991,2.13512,2.10787,2.0897,2.08202,2.08582,2.11361,2.19126,2.33975,2.52567,12.55,9.86,N
2130042s2,2.09295,2.04761,2.00918,1.97596,1.94625,1.91904,1.89334,1.87134,1.85748,1.85539,1.86828,1.89564,1.92532,1.93756,1.92732,1.91399,1.92488,1.97776,2.06998,2.17026,2.23573,2.25649,2.25019,2.2286,2.1973,2.16254,2.12866,2.0953,2.06221,2.03264,2.00911,1.99296,1.9853,1.98796,2.01069,2.0753,2.19947,2.35661,12.63,9.57,N
2130510s4,1.95635,1.92004,1.89037,1.86588,1.84448,1.82504,1.80545,1.78862,1.77996,1.78386,1.8032,1.83829,1.87603,1.89394,1.88595,1.87314,1.88454,1.93998,2.03979,2.15234,2.22733,2.25291,2.24924,2.22875,2.1979,2.16373,2.13048,2.09807,2.06591,2.03663,2.01285,1.99602,1.9877,1.98984,2.01215,2.07741,2.203,2.36109,12.55,8.56,N
2131719s6,1.90957,1.87514,1.84902,1.82481,1.8042,1.78571,1.76698,1.75351,1.74742,1.75419,1.77963,1.83233,1.88455,1.90798,1.90293,1.89439,1.91664,1.99028,2.11008,2.2379,2.32194,2.34979,2.34407,2.31933,2.28216,2.24055,2.19978,2.16012,2.1214,2.08695,2.06017,2.04294,2.03601,2.04106,2.06912,2.14682,2.29548,2.48091,19.47,10.73,N
2140066s3,2.08425,2.04384,2.01004,1.98167,1.95694,1.93509,1.9142,1.89662,1.88829,1.89391,1.91719,1.95767,1.99993,2.01888,2.01001,1.99882,2.01806,2.08684,2.19863,2.31802,2.39691,2.42385,2.41906,2.39583,2.36021,2.31991,2.28002,2.24054,2.20127,2.16685,2.14049,2.12311,2.11598,2.12062,2.14877,2.22617,2.37275,2.55261,13.54,10.23,N
2130893s8,2.01084,1.96925,1.93438,1.9047,1.87876,1.85638,1.83536,1.81768,1.80842,1.81231,1.83306,1.87,1.90987,1.93048,1.92603,1.91945,1.94273,2.01435,2.12607,2.2407,2.31319,2.33464,2.32472,2.29823,2.26254,2.22475,2.18864,2.15394,2.11976,2.08972,2.06692,2.0524,2.04665,2.0519,2.07869,2.1515,2.29052,2.46427,9.07,10.86,N
2140728s6,1.95512,1.91124,1.87537,1.846,1.82087,1.79878,1.77745,1.75919,1.74994,1.75376,1.77494,1.81253,1.8528,1.87288,1.86816,1.86118,1.88152,1.94731,2.05222,2.16359,2.23762,2.26328,2.25899,2.23775,2.20585,2.16811,2.13171,2.09626,2.06161,2.03137,2.00825,1.99454,1.98871,1.99442,2.02104,2.09274,2.22856,2.39848,13.97,10.81,N
2130904s5,1.92887,1.88618,1.85067,1.82111,1.79566,1.77355,1.75263,1.7353,1.72649,1.7302,1.75071,1.78707,1.82558,1.84375,1.83739,1.82907,1.84754,1.91078,2.01324,2.12291,2.19559,2.22112,2.21822,2.19864,2.16765,2.13229,2.0974,2.06313,2.02948,1.9999,1.97712,1.96263,1.95745,1.96284,1.98911,2.0604,2.19405,2.35955,14.63,10.34,N
2130371s1,2.08108,2.03492,1.99715,1.96616,1.93889,1.91451,1.89129,1.87177,1.86176,1.8667,1.89071,1.93319,1.9797,2.00472,1.99961,1.98935,2.00891,2.08069,2.20083,2.33223,2.42037,2.44922,2.44103,2.41294,2.37377,2.33125,2.29024,2.25097,2.21266,2.17857,2.15136,2.13253,2.12361,2.12649,2.15241,2.22618,2.37098,2.55541,9.84,9.78,N
2130512s1,2.15553,2.11038,2.07227,2.03833,2.00856,1.98141,1.95539,1.93309,1.92031,1.92189,1.94187,1.97971,2.02119,2.04041,2.02961,2.01338,2.02679,2.09323,2.21102,2.34131,2.42593,2.45127,2.44106,2.4116,2.37213,2.32972,2.28931,2.25008,2.21151,2.17632,2.14791,2.12747,2.11657,2.11763,2.14252,2.2159,2.35963,2.54319,9.05,8.57,N
2140449s10,1.78142,1.74534,1.71706,1.69482,1.67708,1.66089,1.64583,1.63331,1.62987,1.64049,1.66859,1.71327,1.7608,1.78779,1.78849,1.78653,1.81426,1.89035,2.00672,2.12711,2.20501,2.22976,2.22181,2.19652,2.1615,2.12367,2.0874,2.05284,2.01924,1.98995,1.96785,1.95416,1.94937,1.95571,1.9826,2.05438,2.19224,2.36433,10.3,10.96,N
2131303s10,2.36376,2.31695,2.27719,2.24337,2.2134,2.18658,2.16075,2.1381,2.1244,2.1252,2.14464,2.1827,2.22448,2.24434,2.23494,2.2212,2.23784,2.30703,2.42489,2.55369,2.63825,2.66437,2.6549,2.62595,2.58528,2.5411,2.49836,2.45704,2.41631,2.37964,2.35019,2.32967,2.31935,2.32193,2.34871,2.42593,2.57556,2.7616,11.07,9.54,N
2130180s8,2.06751,2.02398,1.98842,1.95812,1.93164,1.90788,1.88499,1.86565,1.85566,1.85977,1.88168,1.92086,1.96309,1.98366,1.97494,1.96114,1.97433,2.03619,2.14634,2.26966,2.35251,2.38097,2.37669,2.35389,2.31967,2.28149,2.24424,2.20767,2.17104,2.13792,2.11112,2.09238,2.08294,2.0853,2.11037,2.18215,2.32073,2.4943,12.33,8.67,N
2130857s2,1.95878,1.91882,1.88672,1.85998,1.8372,1.81772,1.79879,1.78287,1.77608,1.78409,1.81091,1.85574,1.90401,1.93078,1.92871,1.92283,1.94763,2.02441,2.14694,2.2759,2.35981,2.38575,2.37596,2.34731,2.30826,2.26709,2.22793,2.19149,2.1542,2.12184,2.09658,2.07979,2.07247,2.0769,2.10423,2.1795,2.32469,2.5084,8.78,10.31,N
2140157s6,3.03864,2.98035,2.92983,2.88609,2.84711,2.81099,2.77598,2.74471,2.72331,2.71644,2.7278,2.75694,2.79013,2.80394,2.79233,2.7791,2.797,2.86493,2.97465,3.08899,3.16182,3.1809,3.16659,3.1333,3.08894,3.04062,2.99316,2.94734,2.90301,2.86366,2.83221,2.8103,2.79852,2.79935,2.82383,2.89694,3.04786,3.23669,11.5,11.44,N
2130366s4,2.00008,1.95708,1.92281,1.89514,1.87135,1.8501,1.82871,1.81042,1.80187,1.80844,1.83403,1.87726,1.92466,1.95163,1.94957,1.94297,1.96592,2.03968,2.15864,2.28597,2.37145,2.39994,2.39199,2.36434,2.32608,2.28436,2.24427,2.20614,2.16948,2.13747,2.11242,2.09572,2.08865,2.09286,2.11902,2.19165,2.33395,2.51601,9.52,10.71,N
2131292s6,2.20243,2.15142,2.10881,2.07184,2.03834,2.00718,1.97634,1.9488,1.93077,1.9244,1.93532,1.96291,1.99351,2.00518,1.99021,1.97261,1.97956,2.03095,2.12834,2.23767,2.31204,2.33749,2.33384,2.31416,2.28097,2.24416,2.20798,2.17233,2.13685,2.10484,2.0787,2.06089,2.05138,2.05387,2.07798,2.14656,2.27714,2.43879,14.96,9.02,N
2131551s8,2.01461,1.96373,1.92165,1.88633,1.85573,1.82935,1.80448,1.78335,1.77149,1.77361,1.79406,1.83195,1.87319,1.8939,1.88894,1.88241,1.90614,1.97868,2.09072,2.20641,2.28295,2.30928,2.30404,2.28072,2.24579,2.20652,2.16796,2.1303,2.09381,2.06267,2.03948,2.02563,2.02171,2.02903,2.05849,2.13551,2.28156,2.46344,13.16,11.82,N
2140959s6,2.10092,2.05409,2.01416,1.97986,1.95053,1.92465,1.90025,1.87947,1.86796,1.86989,1.8888,1.92416,1.96218,1.97925,1.96975,1.95728,1.97175,2.03404,2.14228,2.26094,2.33806,2.36197,2.35448,2.32968,2.29464,2.25655,2.22005,2.1844,2.14912,2.11734,2.09196,2.07442,2.06617,2.06915,2.09405,2.16475,2.30153,2.47298,11.87,8.89,N
2130589s5,2.09114,2.04487,2.00539,1.9714,1.94061,1.91258,1.8854,1.86174,1.84642,1.84379,1.85744,1.88679,1.91946,1.93259,1.92024,1.90388,1.91334,1.96942,2.07185,2.18734,2.26296,2.28634,2.27907,2.25459,2.21972,2.18194,2.14547,2.11009,2.07498,2.04309,2.01725,1.99893,1.98942,1.9914,2.01494,2.08347,2.2156,2.38212,11.64,8.44,N
