SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Cal3,Product,Exclude,Exclude
B19,2.0596,1.9882,1.9497,1.9488,1.9721,2.0039,2.0257,2.0396,2.0574,2.0844,2.1203,2.1587,2.1961,2.241,2.3063,2.3975,2.5319,2.6758,2.7402,2.7261,2.6715,2.5949,2.5085,2.4185,2.3324,2.2563,2.1923,2.1427,2.1097,2.0975,2.1065,2.1346,2.1779,2.2345,2.3221,2.4845,2.7505,3.0387,11.6,68.6,88.4,CL,Y,Y
B20,2.1143,2.0358,1.9927,1.9896,2.0107,2.0401,2.0596,2.0722,2.0895,2.1164,2.1532,2.193,2.2322,2.2786,2.3429,2.4285,2.5553,2.693,2.7542,2.739,2.6841,2.6075,2.521,2.4306,2.3436,2.266,2.1998,2.1476,2.1126,2.0993,2.1077,2.1361,2.1806,2.2388,2.3284,2.4929,2.7625,3.0551,7.1,72.3,92.9,CL,Y,Y
B21,2.0335,1.9591,1.9179,1.9125,1.9307,1.958,1.9761,1.9872,2.0026,2.0271,2.0604,2.0962,2.1307,2.1726,2.236,2.3276,2.4638,2.6115,2.68,2.6679,2.614,2.5369,2.4489,2.3567,2.2679,2.1892,2.1234,2.0726,2.0396,2.0286,2.0394,2.0702,2.1164,2.1759,2.2652,2.4279,2.6943,2.9839,6.9,72.5,93.1,CL,N,N
B22,2.0248,1.9494,1.9077,1.9013,1.9186,1.9458,1.9641,1.9754,1.9909,2.0156,2.0493,2.0855,2.1202,2.1624,2.2274,2.3226,2.4638,2.6173,2.6899,2.6788,2.6243,2.5458,2.4556,2.3609,2.2696,2.1886,2.121,2.069,2.0357,2.025,2.0368,2.0694,2.1179,2.1797,2.272,2.4388,2.7097,3.0037,6.8,72.6,93.2,CL,N,N
B23,1.9831,1.9067,1.8628,1.8558,1.8722,1.8976,1.9139,1.923,1.9362,1.9581,1.9882,2.0211,2.0533,2.0927,2.1532,2.2417,2.3729,2.5128,2.5754,2.5616,2.5082,2.433,2.3476,2.2585,2.173,2.0975,2.0348,1.9869,1.9562,1.9466,1.9579,1.9884,2.0336,2.091,2.1768,2.3333,2.5899,2.869,8.3,71.3,91.7,CL,Y,Y
B24,2.0052,1.9305,1.8881,1.8822,1.8997,1.926,1.9431,1.9531,1.9675,1.9909,2.023,2.0574,2.0903,2.1303,2.1911,2.2794,2.411,2.5525,2.6168,2.6041,2.5515,2.4767,2.3914,2.302,2.216,2.1398,2.076,2.027,1.9952,1.9846,1.9953,2.0255,2.0708,2.1289,2.2166,2.3761,2.6358,2.918,7.3,72.2,92.7,CL,N,N
B25,2.0428,1.965,1.9206,1.9141,1.9316,1.9582,1.9752,1.985,1.9991,2.0223,2.0542,2.0886,2.1213,2.1611,2.2224,2.3124,2.4465,2.5894,2.6533,2.6388,2.5838,2.5066,2.4188,2.3272,2.2392,2.1615,2.0966,2.0468,2.0144,2.0034,2.0139,2.044,2.0894,2.1475,2.2354,2.3962,2.6585,2.9434,9.9,70,90.1,CL,Y,Y
B26,2.0743,1.9975,1.9547,1.9498,1.969,1.9972,2.0159,2.0272,2.0429,2.0678,2.102,2.139,2.1751,2.2184,2.2828,2.3741,2.5101,2.657,2.724,2.7102,2.6548,2.5764,2.4873,2.3941,2.3044,2.2247,2.1577,2.1056,2.0713,2.059,2.0686,2.0985,2.1439,2.2026,2.2919,2.4562,2.7258,3.0187,8.5,71.2,91.5,CL,N,N
B27,2.0596,1.9795,1.9341,1.9265,1.9434,1.9698,1.987,1.9971,2.0113,2.0348,2.0672,2.1027,2.1378,2.1805,2.2442,2.3354,2.4707,2.6167,2.6828,2.6682,2.6118,2.5325,2.4427,2.3488,2.2585,2.1786,2.1118,2.0602,2.0268,2.0157,2.0268,2.058,2.1048,2.1644,2.2539,2.417,2.6843,2.9749,8,71.6,92,CL,N,N
B28,1.89,1.8234,1.7856,1.7816,1.7992,1.8248,1.8416,1.8512,1.8644,1.8859,1.9154,1.9464,1.9757,2.0115,2.0671,2.149,2.2712,2.4008,2.4592,2.448,2.4006,2.3332,2.2563,2.1761,2.0992,2.0313,1.9749,1.9317,1.9038,1.8947,1.9046,1.9316,1.9725,2.0251,2.1052,2.252,2.4918,2.7549,7.8,71.7,92.2,CL,Y,Y
B29,2.0517,1.9709,1.9251,1.9166,1.9324,1.9576,1.9742,1.9837,1.9976,2.0206,2.0523,2.0866,2.1195,2.1594,2.2207,2.3107,2.4442,2.5873,2.6517,2.6368,2.5808,2.5021,2.4129,2.3197,2.2302,2.1511,2.0851,2.0345,2.0018,1.991,2.0018,2.0327,2.0792,2.1383,2.2272,2.3885,2.6518,2.9385,8.3,71.3,91.7,CL,Y,Y
B30,2.0078,1.9319,1.8887,1.8829,1.901,1.9278,1.9451,1.9553,1.9696,1.9932,2.0258,2.0608,2.0944,2.1352,2.1968,2.2854,2.4175,2.5592,2.623,2.6092,2.5554,2.4796,2.3936,2.3036,2.2173,2.1409,2.0769,2.0276,1.9956,1.9848,1.9954,2.0257,2.0712,2.1298,2.2184,2.3797,2.6427,2.9273,5.2,73.9,94.8,CL,Y,Y
B31,1.9804,1.9368,1.9164,1.9252,1.9529,1.9871,2.0115,2.0281,2.0471,2.0727,2.1048,2.1379,2.1683,2.2039,2.26,2.3449,2.4698,2.6015,2.6625,2.6534,2.6085,2.5446,2.4724,2.3979,2.3271,2.2648,2.2131,2.1731,2.1457,2.1341,2.1382,2.1572,2.1881,2.2298,2.2985,2.4334,2.6636,2.9221,5.6,73.5,94.4,CL,N,N
B32,2.0284,1.9722,1.9437,1.9479,1.973,2.0055,2.0284,2.0438,2.0624,2.0882,2.1213,2.1561,2.1883,2.2258,2.2843,2.373,2.5036,2.6417,2.7062,2.6977,2.6507,2.5824,2.5041,2.4221,2.3433,2.2736,2.2156,2.1707,2.1403,2.1278,2.1337,2.1562,2.1916,2.2386,2.3141,2.459,2.7027,2.9725,5.6,73.5,94.4,CL,N,N
B33,2.0113,1.9558,1.9279,1.9318,1.9558,1.9872,2.0096,2.0248,2.0431,2.0686,2.1011,2.1351,2.1664,2.2026,2.2595,2.3457,2.4732,2.6086,2.6726,2.6648,2.6193,2.5527,2.4762,2.3961,2.3189,2.2506,2.1935,2.1492,2.1192,2.1069,2.1122,2.1339,2.1685,2.2143,2.2877,2.4292,2.6684,2.9353,5.4,73.7,94.6,CL,N,N
B34,2.0111,1.9664,1.9462,1.9555,1.9839,2.019,2.0445,2.0622,2.0825,2.1092,2.1423,2.1771,2.2096,2.247,2.3045,2.391,2.5181,2.6526,2.7166,2.7103,2.667,2.603,2.5295,2.4526,2.3786,2.3131,2.2585,2.2159,2.1866,2.1736,2.1772,2.1961,2.2267,2.2676,2.335,2.4696,2.7015,2.9626,5.4,73.7,94.6,CL,N,N
B35,2.0421,1.9874,1.9604,1.9654,1.9911,2.0244,2.0481,2.0641,2.0834,2.1097,2.1433,2.1784,2.2108,2.2485,2.3076,2.397,2.5289,2.6687,2.7343,2.7257,2.6782,2.609,2.5298,2.447,2.3674,2.297,2.2384,2.193,2.162,2.1492,2.1546,2.1766,2.2118,2.2584,2.3335,2.4781,2.7221,2.9934,5.4,73.7,94.6,CL,N,N
B36,2.0722,2.0329,2.0176,2.0316,2.0649,2.105,2.1346,2.1559,2.1794,2.2095,2.2462,2.284,2.3188,2.3588,2.4207,2.5137,2.6505,2.7956,2.8651,2.8592,2.8138,2.7467,2.6697,2.5893,2.5121,2.4439,2.3869,2.3422,2.3109,2.2964,2.2989,2.3171,2.3477,2.3895,2.4602,2.6022,2.8468,3.1211,5.7,73.5,94.3,CL,N,N
B37,1.9644,1.9082,1.8789,1.882,1.9055,1.9362,1.9577,1.9717,1.9887,2.0128,2.044,2.0767,2.1068,2.1418,2.1971,2.2811,2.4053,2.5361,2.5968,2.588,2.5429,2.4773,2.4023,2.3239,2.2486,2.1819,2.1266,2.0838,2.0548,2.0429,2.0484,2.0701,2.104,2.1493,2.2215,2.3605,2.5947,2.8555,3.4,75.4,96.6,CL,Y,Y
B38,1.922,1.8625,1.8297,1.8302,1.8517,1.8809,1.9002,1.912,1.9269,1.949,1.9783,2.0096,2.0392,2.075,2.1322,2.2192,2.3472,2.481,2.5424,2.533,2.4868,2.42,2.3438,2.2643,2.1883,2.1214,2.0665,2.0247,1.9973,1.9876,1.9957,2.0199,2.0563,2.1034,2.1771,2.3168,2.5515,2.8103,5.7,73.5,94.3,CL,N,N
B39,1.9786,1.9249,1.8976,1.9025,1.9276,1.9598,1.9823,1.9974,2.0154,2.0405,2.0725,2.1059,2.1367,2.1724,2.2283,2.3128,2.4374,2.5685,2.6293,2.621,2.5764,2.5117,2.4375,2.3601,2.2858,2.2201,2.1655,2.1232,2.0945,2.0826,2.0879,2.1088,2.142,2.1862,2.2574,2.3953,2.6283,2.888,5.8,73.4,94.2,CL,N,N
B40,1.9637,1.9127,1.8874,1.8933,1.9189,1.9514,1.9744,1.9902,2.0088,2.0344,2.0669,2.1008,2.1319,2.1678,2.2237,2.3084,2.4331,2.5646,2.6264,2.619,2.5752,2.5111,2.4375,2.3605,2.2865,2.221,2.1666,2.1243,2.0955,2.0836,2.0886,2.1091,2.1419,2.1859,2.2568,2.3939,2.6259,2.8846,5.7,73.4,94.3,CL,N,N
10R1,1.8574,1.8652,1.8796,1.9085,1.9479,1.9911,2.0251,2.0512,2.0775,2.1076,2.1415,2.175,2.2046,2.237,2.2862,2.3606,2.4703,2.5873,2.6521,2.6637,2.6451,2.6073,2.5585,2.5042,2.4498,2.4003,2.3579,2.3234,2.2978,2.2835,2.2803,2.2874,2.302,2.3239,2.367,2.4655,2.6464,2.8549,3,74.3,93.2,94.3,N,N
10R2,1.8527,1.8605,1.8758,1.9052,1.9453,1.9892,2.0239,2.0508,2.0779,2.109,2.1441,2.1785,2.2085,2.2413,2.2913,2.3669,2.4779,2.5965,2.6609,2.6705,2.6496,2.61,2.5603,2.5058,2.4519,2.4033,2.3617,2.3281,2.3032,2.2895,2.2866,2.2939,2.3091,2.332,2.3768,2.4775,2.6603,2.8725,3,74.3,93.6,94,N,N
11R1,2.1166,2.1214,2.1386,2.174,2.2216,2.2728,2.3144,2.3477,2.3817,2.4206,2.4649,2.5086,2.5481,2.5905,2.6472,2.7236,2.8362,2.9598,3.0303,3.0453,3.0273,2.987,2.9328,2.8704,2.8066,2.7471,2.6941,2.6494,2.615,2.5943,2.5869,2.5916,2.6055,2.6283,2.676,2.7867,2.9881,3.2234,9.2,70.5,89.1,89,N,N
11R2,2.093,2.0952,2.11,2.1423,2.1868,2.2357,2.2749,2.3058,2.3377,2.3747,2.4172,2.4595,2.4978,2.5398,2.5974,2.6765,2.7931,2.9217,2.9928,3.0032,2.9792,2.9335,2.8755,2.8108,2.746,2.6865,2.634,2.5902,2.5571,2.5378,2.5323,2.539,2.5558,2.5823,2.6346,2.7508,2.9609,3.2056,9.2,70.5,89.5,89.2,N,N
12R1,2.1027,2.0958,2.1048,2.134,2.1765,2.2236,2.2613,2.2913,2.3226,2.3593,2.4018,2.4443,2.4829,2.5247,2.5814,2.6587,2.7724,2.8981,2.9682,2.9794,2.9565,2.9117,2.8538,2.7886,2.7227,2.6619,2.6083,2.5636,2.5301,2.5109,2.5056,2.5129,2.5302,2.5565,2.6076,2.7217,2.9287,3.1701,8.9,69.9,90.2,89,N,N
12R2,2.0534,2.0508,2.0617,2.0907,2.1322,2.1782,2.215,2.2439,2.2738,2.309,2.3497,2.3902,2.4267,2.4666,2.5218,2.5978,2.7101,2.8339,2.9024,2.9126,2.8895,2.8453,2.7888,2.7256,2.662,2.6036,2.5522,2.5095,2.4775,2.4593,2.4547,2.4624,2.4799,2.5069,2.5585,2.6724,2.8772,3.1161,8.9,69.9,90.1,89.8,N,N
13R1,1.9982,1.9797,1.9789,2.0015,2.0384,2.0799,2.1122,2.1371,2.1637,2.1962,2.2347,2.2734,2.3083,2.3464,2.3983,2.4693,2.5743,2.6883,2.7505,2.7599,2.7385,2.6967,2.6424,2.5812,2.5193,2.4622,2.4122,2.3708,2.3403,2.3237,2.3208,2.3301,2.3491,2.3768,2.428,2.5388,2.7354,2.9601,8.9,70,90.4,89.9,N,N
13R2,2.013,2.0158,2.0291,2.0607,2.1042,2.1515,2.1889,2.2178,2.2472,2.2814,2.3207,2.3601,2.3964,2.4365,2.4915,2.567,2.678,2.799,2.8649,2.8741,2.8512,2.8082,2.7541,2.694,2.6337,2.5784,2.5298,2.4892,2.4585,2.4406,2.4353,2.4415,2.4568,2.4806,2.5278,2.6362,2.8342,3.0649,8.9,70,89.3,89.3,N,N
13R3,1.966,1.9512,1.953,1.9777,2.0165,2.0597,2.0931,2.1184,2.145,2.1769,2.2146,2.253,2.2891,2.329,2.3829,2.4561,2.5634,2.679,2.7396,2.7445,2.7185,2.6737,2.6189,2.5592,2.5,2.4465,2.4001,2.362,2.3339,2.3187,2.3161,2.3249,2.3426,2.3685,2.4171,2.5251,2.7207,2.9474,8.9,70,90.4,89.9,N,N
13R4,1.9667,1.9502,1.9507,1.9746,2.013,2.0559,2.0888,2.1133,2.1392,2.1707,2.2079,2.2462,2.2822,2.3224,2.3773,2.4522,2.5617,2.6796,2.7398,2.7423,2.7133,2.666,2.6095,2.5487,2.4891,2.4356,2.3894,2.3517,2.3241,2.3093,2.3073,2.317,2.3357,2.3629,2.4132,2.5239,2.7231,2.9532,8.9,70,89.3,89.3,N,N
14R1,1.9952,1.9842,1.9903,2.018,2.0591,2.1045,2.1404,2.1686,2.1981,2.2331,2.2739,2.3149,2.3525,2.3929,2.4465,2.518,2.6223,2.7355,2.7956,2.8013,2.7766,2.7339,2.6817,2.625,2.5689,2.518,2.4736,2.4366,2.4088,2.393,2.3891,2.3961,2.412,2.4364,2.4835,2.5889,2.7787,2.9988,10.8,69.1,89.5,88.1,N,N
14R2,2.0122,2.0067,2.0148,2.0421,2.0824,2.1273,2.1626,2.1897,2.2183,2.2522,2.2919,2.3316,2.3679,2.4077,2.4627,2.5381,2.6497,2.7718,2.8375,2.8448,2.8194,2.7743,2.7186,2.6575,2.5968,2.5415,2.493,2.4527,2.4225,2.4056,2.402,2.4103,2.4285,2.4562,2.5087,2.6233,2.8277,3.0638,10.8,69.1,89.9,89.1,N,N
15R1,1.9919,1.995,2.0095,2.0408,2.0838,2.1308,2.1684,2.1979,2.2281,2.263,2.3029,2.3429,2.3797,2.4198,2.4736,2.5459,2.6522,2.7684,2.8331,2.8444,2.8248,2.7856,2.7348,2.6778,2.6203,2.5674,2.5207,2.4816,2.4519,2.4346,2.4295,2.4351,2.4491,2.4711,2.5157,2.6188,2.8076,3.028,9,69.8,89.4,89.3,N,N
15R2,2.01,1.9923,1.9918,2.0139,2.0507,2.0925,2.1246,2.1488,2.1749,2.2069,2.2454,2.2843,2.3199,2.3599,2.4154,2.4916,2.6049,2.7282,2.7936,2.7996,2.7724,2.7245,2.6651,2.5997,2.5348,2.4755,2.4241,2.382,2.3511,2.3349,2.3332,2.3447,2.3665,2.3982,2.4552,2.5756,2.7868,3.0281,9,69.8,90.1,89.6,N,N
16R,1.9248,1.8553,1.8153,1.8142,1.8348,1.8602,1.8744,1.8817,1.8935,1.9131,1.9407,1.9701,1.9962,2.0252,2.0715,2.1433,2.2515,2.3651,2.4229,2.4267,2.3989,2.3494,2.2865,2.216,2.1452,2.0807,2.026,1.9834,1.9546,1.9433,1.9493,1.9705,2.0031,2.0453,2.112,2.2386,2.4488,2.6803,13.7,66,83.7,83.1,Y,Y
16R1,2.2328,2.2553,2.285,2.329,2.3836,2.4417,2.4892,2.5279,2.5675,2.6129,2.6651,2.7176,2.7673,2.8219,2.888,2.9659,3.0806,3.2136,3.2924,3.3109,3.2949,3.2572,3.207,3.1491,3.0899,3.0343,2.9831,2.9385,2.9035,2.8818,2.8735,2.8769,2.8902,2.9134,2.9635,3.0813,3.2984,3.5527,13.7,66,83.7,83.1,N,N
16R2,2.2632,2.2771,2.3023,2.3439,2.3974,2.4555,2.5031,2.5421,2.5822,2.6285,2.6819,2.736,2.7872,2.8435,2.9127,2.9961,3.1178,3.2584,3.3409,3.3578,3.3378,3.2953,3.2401,3.1777,3.1145,3.0557,3.0023,2.9564,2.9212,2.9003,2.8935,2.8992,2.9156,2.9421,2.9962,3.1203,3.3479,3.6152,13.7,66,84.2,83.5,N,N
17R1,2.2871,2.313,2.3476,2.3958,2.454,2.5159,2.5677,2.6111,2.655,2.7044,2.7604,2.8168,2.8705,2.9286,2.9971,3.0756,3.1893,3.3223,3.4037,3.4253,3.4121,3.3766,3.3278,3.2708,3.2116,3.1556,3.1036,3.0579,3.0216,2.9986,2.9882,2.9889,2.9991,3.018,3.0626,3.1745,3.3859,3.6382,18,64.2,82.1,81.9,N,N
17R2,2.2497,2.2544,2.2718,2.3081,2.3574,2.411,2.4539,2.4881,2.5239,2.5662,2.6161,2.6676,2.7181,2.7747,2.8436,2.925,3.0448,3.1845,3.2643,3.2771,3.2526,3.2061,3.1479,3.0829,3.0173,2.9563,2.901,2.8532,2.8167,2.7953,2.7887,2.7956,2.8136,2.8419,2.8983,3.0255,3.2585,3.5318,18,64.2,82.7,82.2,N,N
18R1,2.1353,2.1424,2.1602,2.1947,2.2408,2.2911,2.3317,2.3643,2.3982,2.4378,2.4838,2.5307,2.5755,2.6248,2.6868,2.7633,2.8758,3.0055,3.082,3.0986,3.0809,3.0412,2.9888,2.9287,2.8671,2.8097,2.7577,2.7133,2.6796,2.6602,2.6544,2.6611,2.6776,2.7031,2.7531,2.8677,3.0788,3.3282,12.3,65.8,85.5,85.7,N,N
18R2,2.1884,2.1838,2.1938,2.2234,2.2671,2.3158,2.3543,2.3847,2.417,2.4561,2.5029,2.5509,2.5965,2.6478,2.713,2.7944,2.9148,3.0538,3.1334,3.1464,3.1222,3.0753,3.0158,2.949,2.8816,2.8192,2.7632,2.7159,2.6806,2.6614,2.6578,2.6685,2.691,2.7242,2.7854,2.9165,3.1499,3.4203,12.3,65.8,85.5,85.2,N,N
19R1,2.06,2.0249,2.0119,2.0283,2.0628,2.1022,2.1306,2.1511,2.1752,2.2075,2.2488,2.2923,2.3348,2.3832,2.4443,2.5192,2.6307,2.7564,2.8231,2.8273,2.7973,2.747,2.6861,2.6195,2.5536,2.4935,2.4404,2.3965,2.365,2.3499,2.3511,2.3667,2.3941,2.4323,2.4975,2.629,2.8545,3.1084,14.8,65.6,85.8,84.6,N,N
19R2,2.1044,2.0954,2.1016,2.1289,2.1703,2.2163,2.2521,2.2795,2.3089,2.3452,2.3891,2.4339,2.4763,2.524,2.5845,2.6594,2.7709,2.8982,2.9688,2.9782,2.9535,2.9085,2.8526,2.7906,2.7288,2.672,2.6212,2.5785,2.5468,2.5297,2.5269,2.5373,2.5586,2.5904,2.6491,2.7735,2.9935,3.2475,14.8,65.6,86.4,85.3,N,N
1R1,1.9109,1.9201,1.9365,1.9676,2.0091,2.0544,2.0907,2.1188,2.1471,2.179,2.2147,2.2498,2.2809,2.3146,2.3645,2.4393,2.5492,2.6664,2.7317,2.7443,2.7264,2.6889,2.64,2.585,2.5297,2.4791,2.4355,2.3996,2.3725,2.3567,2.3521,2.3574,2.3703,2.3902,2.4313,2.5281,2.7072,2.9155,3,73.4,92.7,93.8,N,N
1R2,1.9746,1.9652,1.9713,1.9971,2.0365,2.0809,2.1161,2.1432,2.1715,2.2045,2.2425,2.2803,2.3138,2.3503,2.4044,2.4849,2.6026,2.7273,2.7937,2.801,2.7753,2.7296,2.673,2.6114,2.5509,2.4965,2.4504,2.4135,2.3866,2.3723,2.3706,2.3802,2.3985,2.4252,2.4753,2.5856,2.7832,3.0106,3,73.4,93,93.9,N,N
20R1,2.1907,2.2112,2.2406,2.2851,2.3403,2.399,2.4477,2.4879,2.5288,2.5751,2.6277,2.6805,2.7304,2.7844,2.8492,2.9257,3.0369,3.1645,3.241,3.261,3.2482,3.2141,3.1676,3.1135,3.0578,3.0054,2.9574,2.9155,2.8827,2.8624,2.8541,2.8565,2.8678,2.8876,2.9322,3.0414,3.2452,3.4869,14.6,65.5,84.6,83.9,N,N
20R2,2.1716,2.1942,2.2249,2.2693,2.3237,2.3817,2.4296,2.469,2.509,2.5543,2.6057,2.6572,2.7061,2.7594,2.8247,2.9035,3.0178,3.1489,3.2259,3.2426,3.2256,3.188,3.1391,3.0838,3.0277,2.9756,2.9282,2.8873,2.8555,2.8359,2.8283,2.8317,2.844,2.8653,2.9118,3.0231,3.2309,3.4783,14.6,65.5,84.7,84.3,N,N
21R1,2.0198,2.016,2.0247,2.0534,2.0955,2.1414,2.1761,2.2028,2.2326,2.2712,2.32,2.3715,2.4235,2.4839,2.5505,2.6139,2.7111,2.832,2.8995,2.9069,2.8822,2.8401,2.7897,2.7342,2.6789,2.6273,2.5784,2.5351,2.5024,2.4853,2.483,2.4947,2.5191,2.5555,2.6205,2.7546,2.9866,3.2525,23.5,57.3,75.2,75.2,N,N
21R2,2.0279,2.0299,2.0433,2.0735,2.116,2.1624,2.1983,2.2266,2.2578,2.2975,2.347,2.3993,2.4523,2.5136,2.5813,2.6451,2.7417,2.8639,2.9349,2.9451,2.9225,2.8815,2.8314,2.7756,2.7192,2.6664,2.6158,2.5708,2.5367,2.5184,2.515,2.5257,2.5487,2.5838,2.6469,2.7785,3.0096,3.2775,23.5,57.3,72.2,72.2,Y,Y
22R1,2.0225,2.0192,2.0292,2.0583,2.0999,2.1453,2.1804,2.208,2.2383,2.2769,2.3249,2.3759,2.4283,2.4885,2.5536,2.6131,2.7035,2.8173,2.8826,2.8915,2.8699,2.8311,2.7839,2.7312,2.678,2.6282,2.5805,2.5377,2.5052,2.4877,2.4843,2.4938,2.5149,2.5467,2.6052,2.7297,2.9504,3.2088,25.2,57,72,72,Y,Y
22R3,1.9802,1.9812,1.9927,2.0221,2.0634,2.1081,2.1421,2.1683,2.1972,2.2342,2.2805,2.3292,2.3782,2.4346,2.4969,2.5559,2.6465,2.7596,2.823,2.8304,2.8077,2.7687,2.7219,2.6703,2.6186,2.5704,2.5242,2.483,2.4515,2.4342,2.4308,2.4402,2.4613,2.4937,2.5533,2.6778,2.8963,3.1503,25.2,57,71.9,72,Y,Y
23R1,1.9916,2.0012,2.0199,2.0534,2.0975,2.1445,2.1813,2.2107,2.2432,2.2843,2.3358,2.3905,2.4468,2.512,2.5792,2.6324,2.7136,2.823,2.8892,2.9018,2.8852,2.8522,2.8111,2.7638,2.7152,2.6685,2.6216,2.5781,2.5443,2.5253,2.5202,2.528,2.5481,2.5801,2.6394,2.7646,2.9855,3.2459,30.6,53.5,68.1,68.1,Y,Y
23R2,1.9686,1.9821,2.0025,2.0368,2.0815,2.1287,2.1654,2.1944,2.2262,2.2665,2.317,2.3705,2.4259,2.4902,2.5565,2.6093,2.6908,2.7999,2.8653,2.8773,2.8604,2.8274,2.7864,2.7395,2.6913,2.645,2.5984,2.5551,2.5213,2.502,2.4963,2.5034,2.5228,2.5537,2.6119,2.7358,2.9553,3.2136,30.6,53.5,68.6,68.6,Y,Y
24R1,1.9695,1.9672,1.977,2.0044,2.0441,2.0875,2.1209,2.1468,2.1754,2.2122,2.2582,2.3073,2.3576,2.416,2.4795,2.5379,2.6267,2.739,2.8036,2.8124,2.7909,2.7524,2.7056,2.6533,2.6005,2.5509,2.5034,2.4609,2.4286,2.4112,2.408,2.4177,2.439,2.4713,2.5298,2.6533,2.8719,3.1277,27.1,56.6,72,72.1,Y,Y
24R1,2.0027,1.9967,2.0044,2.0308,2.0705,2.1142,2.1477,2.1739,2.2033,2.2413,2.2894,2.3404,2.3924,2.4525,2.5184,2.5792,2.672,2.7896,2.857,2.8658,2.8427,2.8018,2.7521,2.6966,2.6405,2.5881,2.5378,2.4931,2.4594,2.4415,2.439,2.4504,2.4745,2.5107,2.5748,2.7068,2.937,3.204,27.1,56.6,72.6,72.6,Y,Y
25R1,2.049,2.0529,2.0676,2.0991,2.1428,2.1904,2.2274,2.2565,2.2885,2.3288,2.379,2.4316,2.4844,2.5451,2.6126,2.6772,2.7751,2.8981,2.9699,2.9813,2.9601,2.9201,2.8707,2.8151,2.7589,2.7061,2.6557,2.6108,2.5767,2.5581,2.5545,2.5648,2.5877,2.6227,2.6863,2.8187,3.0508,3.3194,23.5,57.7,72.7,72.7,Y,Y
25R2,2.0673,2.0783,2.098,2.1325,2.1785,2.2281,2.2671,2.298,2.3315,2.3731,2.4242,2.4779,2.532,2.5942,2.6636,2.7305,2.8314,2.9586,3.034,3.0473,3.0267,2.9866,2.9366,2.8801,2.8225,2.7683,2.7163,2.6698,2.6342,2.6143,2.6096,2.6189,2.6409,2.6748,2.7374,2.8701,3.1046,3.3773,23.5,57.7,73.4,73.4,N,N
2R1,1.8577,1.8758,1.8997,1.9363,1.9824,2.0317,2.0721,2.1044,2.1365,2.172,2.2111,2.2488,2.2815,2.3161,2.3658,2.439,2.5455,2.6589,2.7239,2.7398,2.727,2.6952,2.6518,2.6022,2.552,2.5059,2.466,2.4331,2.4079,2.3929,2.3879,2.3917,2.4025,2.42,2.458,2.5493,2.719,2.9158,2.8,73.6,93.6,93.7,N,N
2R2,1.8409,1.8641,1.8916,1.9309,1.9791,2.0302,2.072,2.1052,2.1379,2.1738,2.2132,2.2512,2.2844,2.3198,2.3709,2.4456,2.5535,2.6678,2.7315,2.7443,2.7283,2.6947,2.6511,2.6029,2.5551,2.5116,2.4742,2.4435,2.4198,2.4056,2.4005,2.4038,2.4139,2.4309,2.4686,2.56,2.7297,2.928,2.8,73.6,93.2,93.1,N,N
3R,1.8042,1.7722,1.7599,1.773,1.8018,1.836,1.8616,1.8801,1.9007,1.927,1.959,1.9915,2.0204,2.0524,2.1007,2.1732,2.2799,2.3914,2.4485,2.4523,2.4264,2.3819,2.3271,2.2675,2.209,2.1566,2.1126,2.0781,2.0541,2.0434,2.0459,2.0601,2.0834,2.1151,2.1691,2.2789,2.4687,2.683,3.4,72.8,93.1,93.2,N,N
3R,1.8025,1.7659,1.7502,1.7613,1.7882,1.8204,1.8445,1.8618,1.8814,1.9069,1.9383,1.9701,1.9981,2.0286,2.0745,2.1437,2.2459,2.3527,2.4087,2.4155,2.3934,2.3523,2.2996,2.2408,2.1819,2.1284,2.0831,2.0476,2.0228,2.0117,2.0142,2.0288,2.0524,2.0841,2.1378,2.2461,2.4324,2.6417,3.4,72.8,93.2,93.2,N,N
3R1,1.7809,1.8083,1.8369,1.8758,1.9224,1.9716,2.0119,2.044,2.0753,2.1094,2.1465,2.182,2.2128,2.2451,2.2919,2.3607,2.4608,2.567,2.6285,2.645,2.635,2.6073,2.5688,2.5244,2.4793,2.4377,2.4013,2.371,2.3472,2.3324,2.3263,2.328,2.3358,2.3496,2.3826,2.4656,2.6212,2.803,3.4,72.8,93.1,93.2,N,N
3R2,1.8486,1.8678,1.8929,1.9308,1.9781,2.0287,2.0699,2.1026,2.1351,2.1708,2.2101,2.2482,2.2818,2.3178,2.3694,2.4449,2.554,2.6695,2.7336,2.7461,2.7294,2.6948,2.6501,2.6008,2.5519,2.5076,2.4695,2.4383,2.4146,2.4005,2.3959,2.3999,2.4109,2.4286,2.4669,2.5594,2.7313,2.9314,3.4,72.8,93.2,93.2,N,N
