SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Cal3,Cal4,Product,Date,Time,SensTemp,SampTemp,ScanColour,Exclude,Exclude,
31R1,1.87260,1.88880,1.91110,1.93910,1.97320,2.00700,2.03400,2.05880,2.08820,2.12790,2.18100,2.24030,2.30630,2.38570,2.45450,2.48360,2.53460,2.62710,2.68640,2.69530,2.67910,2.65130,2.61880,2.58120,2.54090,2.49930,2.45190,2.40430,2.36710,2.34580,2.33990,2.34910,2.37340,2.41350,2.48640,2.63240,2.87590,3.14110,44.70000,43.10000,57.35100,0.00000,20/01/2012,18:47:23,N,0.00,0.00,65280,N,N,
26R1,1.87650,1.89160,1.91760,1.95100,1.98970,2.02810,2.06100,2.09260,2.12790,2.17120,2.22490,2.28270,2.34370,2.41450,2.48080,2.52330,2.58690,2.68350,2.74370,2.75270,2.73610,2.70720,2.67340,2.63560,2.59660,2.55820,2.51750,2.47840,2.44860,2.43180,2.42760,2.43520,2.45510,2.48780,2.54900,2.67680,2.89700,3.14550,38.90000,45.40000,60.13400,0.00000,20/01/2012,18:01:21,N,0.00,0.00,65280,N,N,
26R1,1.87650,1.89160,1.91760,1.95100,1.98970,2.02810,2.06100,2.09260,2.12790,2.17120,2.22490,2.28270,2.34370,2.41450,2.48080,2.52330,2.58690,2.68350,2.74370,2.75270,2.73610,2.70720,2.67340,2.63560,2.59660,2.55820,2.51750,2.47840,2.44860,2.43180,2.42760,2.43520,2.45510,2.48780,2.54900,2.67680,2.89700,3.14550,38.90000,45.40000,60.13400,0.00000,20/01/2012,18:01:21,N,0.00,0.00,65280,N,N,
32R1,1.89350,1.91330,1.93960,1.97210,2.01000,2.04700,2.07730,2.10560,2.13900,2.18300,2.24090,2.30480,2.37490,2.45840,2.52870,2.55330,2.59720,2.68450,2.74230,2.75260,2.73960,2.71590,2.68810,2.65500,2.61910,2.58110,2.53600,2.48980,2.45310,2.43160,2.42460,2.43170,2.45370,2.49170,2.56230,2.70510,2.94410,3.21010,47.10000,41.50000,55.41500,0.00000,20/01/2012,18:51:47,N,0.00,0.00,65280,N,N,
32R1,1.89350,1.91330,1.93960,1.97210,2.01000,2.04700,2.07730,2.10560,2.13900,2.18300,2.24090,2.30480,2.37490,2.45840,2.52870,2.55330,2.59720,2.68450,2.74230,2.75260,2.73960,2.71590,2.68810,2.65500,2.61910,2.58110,2.53600,2.48980,2.45310,2.43160,2.42460,2.43170,2.45370,2.49170,2.56230,2.70510,2.94410,3.21010,47.10000,41.50000,55.41500,0.00000,20/01/2012,18:51:47,N,0.00,0.00,65280,N,N,
6R2,1.89710,1.92670,1.96430,2.00740,2.05440,2.10230,2.14570,2.18600,2.22590,2.26730,2.31100,2.35280,2.38950,2.42770,2.48060,2.55650,2.66400,2.78060,2.84740,2.86010,2.84320,2.80860,2.76430,2.71560,2.66730,2.62310,2.58480,2.55310,2.52920,2.51390,2.50710,2.50830,2.51600,2.53090,2.56830,2.66300,2.83730,3.03280,3.40000,71.10000,91.23100,0.00000,15/12/2011,20:41:13,N,0.00,0.00,65280,Y,Y,
9R2,1.91240,1.91500,1.93320,1.96250,1.99900,2.03780,2.07230,2.10440,2.13750,2.17340,2.21260,2.25140,2.28630,2.32400,2.37900,2.46110,2.57970,2.70960,2.78120,2.78900,2.76270,2.71630,2.65950,2.59840,2.53830,2.48420,2.43830,2.40180,2.37610,2.36240,2.36050,2.36960,2.38680,2.41230,2.46240,2.57600,2.77800,2.99990,3.00000,73.70000,94.37700,0.00000,15/12/2011,20:27:54,N,0.00,0.00,65280,Y,Y,
23R2,1.91590,1.93090,1.95760,1.99190,2.03170,2.07180,2.10650,2.13980,2.17620,2.21940,2.27170,2.32680,2.38310,2.44800,2.51530,2.57070,2.65030,2.76050,2.82860,2.83970,2.82110,2.78650,2.74430,2.69700,2.64830,2.60170,2.55510,2.51220,2.47990,2.46190,2.45730,2.46560,2.48580,2.51840,2.57980,2.71020,2.93570,3.18700,30.60000,53.50000,69.93500,0.00000,15/12/2011,21:28:19,N,0.00,0.00,65280,Y,Y,
24R2,1.91660,1.91460,1.92990,1.95680,1.99130,2.02770,2.05890,2.08890,2.12200,2.16160,2.20950,2.26020,2.31150,2.37050,2.43510,2.49600,2.58340,2.69710,2.76410,2.77150,2.74790,2.70750,2.65900,2.60590,2.55240,2.50240,2.45480,2.41280,2.38210,2.36610,2.36430,2.37530,2.39790,2.43180,2.49350,2.62380,2.84800,3.09630,30.60000,53.50000,69.93500,0.00000,15/12/2011,21:30:10,N,0.00,0.00,65280,Y,Y,
1R2,1.92450,1.91930,1.93290,1.95950,1.99510,2.03340,2.06720,2.09870,2.13160,2.16770,2.20780,2.24740,2.28250,2.32020,2.37510,2.45700,2.57480,2.70310,2.77300,2.77970,2.75240,2.70490,2.64690,2.58440,2.52300,2.46780,2.42110,2.38400,2.35800,2.34470,2.34380,2.35420,2.37330,2.40140,2.45510,2.57270,2.77730,2.99930,3.00000,73.40000,94.01400,0.00000,15/12/2011,20:30:17,N,0.00,0.00,65280,Y,Y,
22R2,1.93020,1.92990,1.94600,1.97380,2.01000,2.04780,2.08000,2.11010,2.14350,2.18350,2.23200,2.28260,2.33300,2.39040,2.45370,2.51450,2.60300,2.71660,2.78200,2.78820,2.76380,2.72320,2.67520,2.62300,2.57100,2.52250,2.47640,2.43570,2.40600,2.39050,2.38840,2.39930,2.42170,2.45600,2.51910,2.65030,2.87380,3.12000,25.20000,57.00000,74.17000,0.00000,15/12/2011,21:24:17,N,0.00,0.00,65280,Y,Y,
24R1,1.93790,1.93350,1.94710,1.97270,2.00680,2.04310,2.07410,2.10390,2.13710,2.17750,2.22660,2.27840,2.33040,2.39010,2.45580,2.51790,2.60780,2.72490,2.79360,2.80100,2.77640,2.73450,2.68430,2.62900,2.57360,2.52150,2.47200,2.42840,2.39690,2.38080,2.37940,2.39220,2.41700,2.45440,2.52130,2.65860,2.89170,3.14630,8.90000,56.60000,73.68600,0.00000,15/12/2011,21:32:05,N,0.00,0.00,65280,Y,Y,
23R1,1.94170,1.95360,1.97890,2.01280,2.05240,2.09250,2.12740,2.16120,2.19850,2.24270,2.29600,2.35240,2.40950,2.47530,2.54410,2.60060,2.68100,2.79270,2.86220,2.87400,2.85540,2.82050,2.77760,2.72930,2.67970,2.63220,2.58490,2.54140,2.50890,2.49100,2.48700,2.49580,2.51690,2.55080,2.61350,2.74610,2.97430,3.22810,30.60000,53.50000,69.93500,0.00000,15/12/2011,21:26:15,N,0.00,0.00,65280,Y,Y,
15R1,1.94530,1.95310,1.97540,2.00770,2.04680,2.08780,2.12420,2.15810,2.19300,2.23100,2.27310,2.31490,2.35310,2.39450,2.44960,2.52420,2.63170,2.75240,2.82080,2.83110,2.80920,2.76750,2.71470,2.65630,2.59760,2.54350,2.49610,2.45670,2.42810,2.41160,2.40720,2.41370,2.42880,2.45250,2.50090,2.61280,2.81080,3.02970,9.00000,69.80000,89.65800,0.00000,15/12/2011,19:45:26,N,0.00,0.00,65280,Y,Y,
14R1,1.95130,1.94250,1.95460,1.98130,2.01730,2.05580,2.08960,2.12130,2.15470,2.19220,2.23450,2.27690,2.31560,2.35710,2.41190,2.48580,2.59140,2.70950,2.77320,2.77670,2.74830,2.70180,2.64650,2.58730,2.52940,2.47670,2.43090,2.39330,2.36630,2.35140,2.34880,2.35730,2.37510,2.40220,2.45460,2.56940,2.77030,2.98930,10.80000,69.10000,88.81100,0.00000,15/12/2011,19:05:14,N,0.00,0.00,65280,Y,Y,
21R1,1.95210,1.94870,1.96290,1.99000,2.02690,2.06600,2.09900,2.12950,2.16350,2.20490,2.25530,2.30820,2.36080,2.42110,2.48780,2.55220,2.64620,2.76610,2.83500,2.84170,2.81620,2.77360,2.72310,2.66800,2.61330,2.56230,2.51410,2.47190,2.44140,2.42590,2.42500,2.43800,2.46310,2.50080,2.56850,2.70730,2.94150,3.19380,23.50000,57.30000,74.53300,0.00000,15/12/2011,21:13:30,N,0.00,0.00,65280,Y,Y,
13R2,1.95310,1.96330,1.98620,2.01910,2.05930,2.10120,2.13790,2.17160,2.20580,2.24320,2.28450,2.32550,2.36300,2.40400,2.45970,2.53630,2.64690,2.77050,2.83940,2.84800,2.82390,2.78020,2.72570,2.66600,2.60620,2.55120,2.50290,2.46300,2.43360,2.41650,2.41200,2.41880,2.43450,2.45900,2.50930,2.62390,2.82790,3.05310,8.90000,70.00000,89.90000,0.00000,15/12/2011,20:54:05,N,0.00,0.00,65280,Y,Y,
13R1,1.95330,1.93950,1.94630,1.96880,2.00180,2.03750,2.06860,2.09760,2.12870,2.16410,2.20460,2.24500,2.28150,2.32090,2.37430,2.44780,2.55440,2.67350,2.73950,2.74760,2.72330,2.67860,2.62180,2.55860,2.49520,2.43670,2.38560,2.34390,2.31420,2.29860,2.29680,2.30740,2.32780,2.35760,2.41360,2.53350,2.73990,2.96310,8.90000,70.00000,89.90000,0.00000,15/12/2011,19:43:15,N,0.00,0.00,65280,Y,Y,
22R1,1.95690,1.95450,1.97020,1.99800,2.03430,2.07250,2.10540,2.13660,2.17110,2.21210,2.26150,2.31380,2.36660,2.42700,2.49280,2.55450,2.64320,2.75800,2.82530,2.83300,2.80940,2.76890,2.72040,2.66720,2.61380,2.56380,2.51620,2.47420,2.44350,2.42750,2.42550,2.43630,2.45870,2.49230,2.55430,2.68530,2.91130,3.16120,25.20000,57.00000,74.17000,0.00000,15/12/2011,21:17:22,N,0.00,0.00,65280,Y,Y,
15R2,1.96500,1.95280,1.96070,1.98330,2.01630,2.05230,2.08330,2.11190,2.14250,2.17760,2.21810,2.25870,2.29570,2.33680,2.39330,2.47140,2.58530,2.71290,2.78210,2.78720,2.75780,2.70770,2.64650,2.57990,2.51390,2.45370,2.40140,2.35900,2.32890,2.31350,2.31260,2.32490,2.34780,2.38080,2.44170,2.57000,2.78920,3.02430,9.00000,69.80000,89.65800,0.00000,15/12/2011,20:55:57,N,0.00,0.00,65280,Y,Y,
14R2,1.96560,1.96390,1.97950,2.00720,2.04360,2.08250,2.11650,2.14820,2.18140,2.21850,2.26030,2.30190,2.33960,2.38070,2.43650,2.51340,2.62480,2.75020,2.81930,2.82570,2.79850,2.75170,2.69450,2.63240,2.57110,2.51500,2.46600,2.42580,2.39670,2.38090,2.37800,2.38730,2.40650,2.43550,2.49140,2.61330,2.82490,3.05540,10.80000,69.10000,88.81100,0.00000,15/12/2011,20:24:34,N,0.00,0.00,65280,Y,Y,
21R2,1.97220,1.97140,1.98790,2.01650,2.05340,2.09220,2.12550,2.15710,2.19230,2.23440,2.28540,2.33890,2.39250,2.45400,2.52180,2.58690,2.68050,2.80210,2.87400,2.88230,2.85760,2.81490,2.76380,2.70780,2.65160,2.59910,2.54930,2.50560,2.47390,2.45760,2.45600,2.46800,2.49250,2.52930,2.59560,2.73320,2.96850,3.22460,23.50000,57.30000,74.53300,0.00000,15/12/2011,21:15:33,N,0.00,0.00,65280,Y,Y,
25R1,1.98450,1.99140,2.01280,2.04440,2.08340,2.12410,2.15910,2.19210,2.22820,2.27110,2.32250,2.37620,2.42940,2.49010,2.55790,2.62420,2.72020,2.84400,2.91800,2.92840,2.90550,2.86430,2.81410,2.75850,2.70250,2.64980,2.59980,2.55560,2.52320,2.50600,2.50350,2.51460,2.53840,2.57480,2.64160,2.78020,3.01710,3.27440,23.50000,57.70000,75.01700,0.00000,15/12/2011,21:34:24,N,0.00,0.00,65280,Y,Y,
25R2,2.00530,2.01970,2.04640,2.08140,2.12270,2.16530,2.20220,2.23720,2.27510,2.31930,2.37180,2.42670,2.48120,2.54350,2.61340,2.68230,2.78130,2.90980,2.98810,3.00040,2.97820,2.93670,2.88570,2.82900,2.77140,2.71710,2.66530,2.61940,2.58530,2.56680,2.56300,2.57330,2.59590,2.63130,2.69710,2.83620,3.07610,3.34020,23.50000,57.70000,75.01700,0.00000,15/12/2011,21:36:29,N,0.00,0.00,65280,Y,Y,
19R1,2.01520,1.98600,1.98190,1.99830,2.02920,2.06320,2.09070,2.11580,2.14450,2.18000,2.22320,2.26860,2.31240,2.36190,2.42430,2.50130,2.61280,2.74230,2.81310,2.81700,2.78540,2.73340,2.67080,2.60310,2.53620,2.47490,2.42090,2.37660,2.34590,2.33160,2.33360,2.35010,2.37860,2.41840,2.48750,2.62680,2.85810,3.10030,14.80000,65.60000,84.57600,0.00000,15/12/2011,18:59:07,N,0.00,0.00,65280,Y,Y,
12R2,2.01680,2.01850,2.03720,2.06740,2.10530,2.14540,2.18100,2.21460,2.24960,2.28820,2.33120,2.37390,2.41210,2.45370,2.51040,2.58900,2.70290,2.83210,2.90510,2.91430,2.88870,2.84170,2.78260,2.71750,2.65240,2.59250,2.53990,2.49660,2.46540,2.44790,2.44400,2.45260,2.47140,2.50040,2.55660,2.67950,2.89520,3.13220,8.90000,69.90000,89.77900,0.00000,15/12/2011,20:51:56,N,0.00,0.00,65280,Y,Y,
11R2,2.04170,2.04870,2.07110,2.10420,2.14500,2.18790,2.22570,2.26090,2.29740,2.33740,2.38180,2.42580,2.46550,2.50850,2.56720,2.64790,2.76500,2.89740,2.97210,2.98130,2.95510,2.90740,2.84780,2.78220,2.71680,2.65660,2.60370,2.56010,2.52810,2.50970,2.50490,2.51270,2.53040,2.55840,2.61430,2.73840,2.95720,3.19710,9.20000,70.50000,90.50500,0.00000,15/12/2011,20:49:55,N,0.00,0.00,65280,Y,Y,
19R2,2.05180,2.04910,2.06420,2.09290,2.13070,2.17060,2.20510,2.23750,2.27220,2.31200,2.35810,2.40490,2.44860,2.49710,2.55830,2.63430,2.74440,2.87390,2.94790,2.95720,2.93170,2.88600,2.82950,2.76760,2.70590,2.64900,2.59810,2.55570,2.52530,2.50900,2.50660,2.51730,2.53900,2.57150,2.63270,2.76300,2.98810,3.23360,14.80000,65.60000,84.57600,0.00000,15/12/2011,20:22:08,N,0.00,0.00,65280,Y,Y,
11R1,2.06430,2.07470,2.09980,2.13590,2.18000,2.22570,2.26630,2.30370,2.34200,2.38370,2.42990,2.47530,2.51600,2.55950,2.61750,2.69630,2.81030,2.93850,3.01240,3.02610,3.00550,2.96280,2.90680,2.84340,2.77900,2.71920,2.66590,2.62160,2.58850,2.56880,2.56250,2.56820,2.58310,2.60770,2.65960,2.77900,2.98990,3.22160,9.20000,70.50000,90.50500,0.00000,15/12/2011,19:38:49,N,0.00,0.00,65280,Y,Y,
18R1,2.07510,2.09410,2.12470,2.16390,2.20850,2.25430,2.29530,2.33440,2.37470,2.41860,2.46740,2.51650,2.56280,2.61340,2.67650,2.75510,2.86730,3.00010,3.08050,3.09720,3.07870,3.03880,2.98670,2.92770,2.86750,2.81110,2.76020,2.71690,2.68500,2.66640,2.66060,2.66670,2.68210,2.70730,2.75850,2.87800,3.09450,3.33860,12.30000,65.80000,84.81800,0.00000,15/12/2011,19:52:57,N,0.00,0.00,65280,Y,Y,
20R1,2.11170,2.13750,2.17450,2.21950,2.27070,2.32280,2.36960,2.41350,2.45820,2.50670,2.56030,2.61390,2.66420,2.71830,2.78340,2.86130,2.97140,3.10060,3.17900,3.19740,3.18230,3.14690,3.09970,3.04590,2.99080,2.93910,2.89180,2.85120,2.82020,2.80130,2.79410,2.79740,2.80940,2.83070,2.87880,2.99540,3.20600,3.44190,14.60000,65.50000,84.45500,0.00000,15/12/2011,19:55:19,N,0.00,0.00,65280,Y,Y,
20R2,2.11490,2.14220,2.18040,2.22600,2.27630,2.32730,2.37320,2.41690,2.46150,2.50970,2.56280,2.61600,2.66590,2.72020,2.78650,2.86730,2.98160,3.11630,3.19710,3.21310,3.19410,3.15450,3.10420,3.04790,2.99120,2.93850,2.89060,2.84980,2.81910,2.80060,2.79380,2.79820,2.81160,2.83490,2.88570,3.00590,3.22350,3.46920,14.60000,65.50000,84.45500,0.00000,15/12/2011,21:00:26,N,0.00,0.00,65280,Y,Y,
18R2,2.13440,2.13910,2.16040,2.19390,2.23570,2.27950,2.31810,2.35460,2.39320,2.43670,2.48630,2.53660,2.58400,2.63640,2.70260,2.78540,2.90460,3.04580,3.12880,3.14140,3.11630,3.06890,3.00950,2.94370,2.87760,2.81630,2.76150,2.71540,2.68210,2.66390,2.66050,2.67080,2.69220,2.72500,2.78760,2.92290,3.16010,3.42180,12.30000,65.80000,84.81800,0.00000,15/12/2011,21:10:51,N,0.00,0.00,65280,Y,Y,
16R1,2.16100,2.18780,2.22420,2.26820,2.31790,2.36890,2.41410,2.45630,2.49960,2.54720,2.60030,2.65350,2.70330,2.75780,2.82410,2.90330,3.01720,3.15230,3.23380,3.25090,3.23270,3.19330,3.14180,3.08350,3.02430,2.96860,2.91740,2.87340,2.83990,2.81950,2.81210,2.81680,2.83120,2.85630,2.91030,3.03630,3.26080,3.50890,13.70000,66.00000,85.06000,0.00000,15/12/2011,19:48:02,N,0.00,0.00,65280,Y,Y,
17R2,2.17210,2.18190,2.20700,2.24320,2.28740,2.33360,2.37430,2.41240,2.45240,2.49700,2.54810,2.60040,2.65090,2.70700,2.77530,2.85650,2.97300,3.11230,3.19430,3.20700,3.18220,3.13580,3.07790,3.01390,2.94930,2.88920,2.83460,2.78800,2.75340,2.73360,2.72800,2.73590,2.75430,2.78360,2.84220,2.97520,3.21110,3.47420,18.00000,64.20000,82.88200,0.00000,15/12/2011,21:02:38,N,0.00,0.00,65280,Y,Y,
16R2,2.20050,2.22060,2.25390,2.29700,2.34730,2.39910,2.44520,2.48820,2.53270,2.58170,2.63650,2.69180,2.74390,2.80090,2.87070,2.95560,3.07650,3.21950,3.30480,3.32060,3.29870,3.25470,3.19880,3.13650,3.07360,3.01500,2.96200,2.91680,2.88320,2.86340,2.85730,2.86380,2.88080,2.90870,2.96690,3.09920,3.33450,3.59470,13.70000,66.00000,85.06000,0.00000,15/12/2011,20:58:21,N,0.00,0.00,65280,Y,Y,
17R1,2.22120,2.25240,2.29460,2.34430,2.39870,2.45390,2.50370,2.55090,2.59900,2.65070,2.70790,2.76520,2.81930,2.87790,2.94710,3.02750,3.14070,3.27640,3.36030,3.38030,3.36480,3.32730,3.27740,3.22010,3.16110,3.10540,3.05380,3.00890,2.97440,2.95260,2.94320,2.94490,2.95570,2.97630,3.02490,3.14520,3.36500,3.61390,18.00000,64.20000,82.88200,0.00000,15/12/2011,19:50:33,N,0.00,0.00,65280,Y,Y,
12R1,1001.90002,1.86490,1.88730,1.91960,1.95910,2.00000,2.03640,2.06990,2.10430,2.14180,2.18320,2.22400,2.26050,2.29960,2.35180,2.42270,2.52520,2.64050,2.70690,2.71910,2.70040,2.66180,2.61130,2.55420,2.49620,2.44240,2.39460,2.35470,2.32500,2.30740,2.30180,2.30710,2.32060,2.34290,2.38970,2.49730,2.68710,2.89550,8.90000,69.90000,89.77900,0.00000,15/12/2011,19:39:48,N,0.00,0.00,65280,Y,Y,
50,2.30500,2.31850,2.33610,2.36810,2.41220,2.45830,2.49060,2.51540,2.54780,2.59750,2.66900,2.75100,2.84300,2.95210,3.04450,3.07730,3.14600,3.27540,3.36020,3.37440,3.35220,3.31260,3.26640,3.21070,3.14950,3.08530,3.01130,2.93620,2.87570,2.84080,2.83000,2.84310,2.88030,2.93990,3.04080,3.23280,3.54620,3.86800,47.50000,41.25000,52.50000,50.00000,4/11/2012,2:37:15,12:27:42 ,0.00,0.00,65280,N,N,
50YG,2.17190,2.18740,2.20440,2.23440,2.27660,2.32190,2.35500,2.37990,2.40860,2.44800,2.50010,2.55680,2.61770,2.69150,2.76900,2.83350,2.93870,3.08250,3.16880,3.18200,3.15610,3.10810,3.04850,2.97980,2.90830,2.83840,2.76830,2.70340,2.65290,2.62410,2.61680,2.63020,2.66210,2.71190,2.79840,2.96870,3.25560,3.56780,31.10000,54.30000,70.10000,50.00000,4/05/2012,12:15:47,12:27:42 ,0.00,0.00,65280,Y,Y,
75BELT,2.26850,2.26970,2.28070,2.31000,2.35370,2.40200,2.43800,2.46600,2.49910,2.54490,2.60580,2.67240,2.74330,2.82690,2.91160,2.97840,3.08680,3.23720,3.32900,3.34400,3.31800,3.26910,3.20840,3.13860,3.06600,2.99530,2.92440,2.85900,2.80910,2.78240,2.77830,2.79540,2.83160,2.88610,2.97760,3.15550,3.45140,3.76420,32.00000,52.75000,68.50000,0.00000,4/05/2012,2:46:58,12:27:42 ,0.00,0.00,65280,N,N,
65LAMBV,2.07990,2.07040,2.07020,2.08940,2.12240,2.15940,2.18510,2.20350,2.22700,2.26220,2.31090,2.36470,2.42280,2.49320,2.56550,2.62020,2.71080,2.83710,2.91100,2.92000,2.89450,2.85060,2.79780,2.73810,2.67700,2.61820,2.55920,2.50490,2.46410,2.44370,2.44300,2.46070,2.49560,2.54660,2.63080,2.79140,3.05910,3.35200,33.80000,52.30000,68.00000,50.00000,4/05/2012,12:40:18,12:27:42 i;„êºUêÚ9q,0.00,0.00,65280,Y,Y,
75BRISK,2.25040,2.26110,2.27520,2.30480,2.34770,2.39400,2.42650,2.45060,2.48020,2.52390,2.58460,2.65240,2.72790,2.82000,2.90870,2.96860,3.07140,3.22300,3.31480,3.32660,3.29710,3.24610,3.18460,3.11430,3.04100,2.96850,2.89350,2.82300,2.76840,2.73860,2.73300,2.75060,2.78990,2.84940,2.94920,3.13890,3.45120,3.77320,36.80000,50.30000,65.40000,0.00000,4/05/2012,10:14:27,12:27:42 ,0.00,0.00,65280,N,N,
50LAMBV,2.02680,2.03150,2.03850,2.06070,2.09460,2.13020,2.15300,2.16910,2.19170,2.22960,2.28600,2.35130,2.42710,2.52050,2.60110,2.62860,2.68740,2.79760,2.86800,2.87940,2.86030,2.82660,2.78670,2.73940,2.68840,2.63580,2.57530,2.51420,2.46620,2.44050,2.43560,2.45080,2.48620,2.54080,2.63130,2.80150,3.08090,3.38480,43.80000,43.75000,57.40000,50.00000,4/05/2012,12:43:34,12:27:42 ,0.00,0.00,65280,N,N,
50MIX,2.26730,2.28190,2.30130,2.33550,2.38070,2.42660,2.45880,2.48430,2.51760,2.56840,2.64140,2.72550,2.82260,2.93930,3.03010,3.04140,3.08350,3.18970,3.26130,3.27310,3.25450,3.22230,3.18490,3.13870,3.08670,3.02990,2.95960,2.88570,2.82480,2.78790,2.77380,2.78170,2.81280,2.86630,2.96060,3.14360,3.44840,3.77780,49.70000,38.50000,48.80000,50.00000,4/05/2012,10:50:13,12:27:42 ,0.00,0.00,65280,N,N,
