SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Cal3,Product,Exclude,
17R2,2.24970,2.25440,2.27180,2.30810,2.35740,2.41100,2.45390,2.48810,2.52390,2.56620,2.61610,2.66760,2.71810,2.77470,2.84360,2.92500,3.04480,3.18450,3.26430,3.27710,3.25260,3.20610,3.14790,3.08290,3.01730,2.95630,2.90100,2.85320,2.81670,2.79530,2.78870,2.79560,2.81360,2.84190,2.89830,3.02550,3.25850,3.53180,18.00000,64.20000,82.70000,82.2,N,
90,2.26640,2.30240,2.33960,2.38710,2.44270,2.50050,2.54760,2.58550,2.62370,2.66670,2.71550,2.76370,2.80960,2.86080,2.92210,2.99290,3.09880,3.22260,3.29480,3.30940,3.29140,3.25340,3.20400,3.14740,3.08930,3.03390,2.98150,2.93430,2.89560,2.86940,2.85570,2.85370,2.86170,2.88020,2.92640,3.04070,3.25450,3.51150,17.80000,63.50000,82.20000,CL,Y,
17R1,2.28710,2.31300,2.34760,2.39580,2.45400,2.51590,2.56770,2.61110,2.65500,2.70440,2.76040,2.81680,2.87050,2.92860,2.99710,3.07560,3.18930,3.32230,3.40370,3.42530,3.41210,3.37660,3.32780,3.27080,3.21160,3.15560,3.10360,3.05790,3.02160,2.99860,2.98820,2.98890,2.99910,3.01800,3.06260,3.17450,3.38590,3.63820,18.00000,64.20000,82.10000,81.9,N,
85B5A,2.13086,2.08851,2.06911,2.07863,2.10652,2.14062,2.16426,2.18093,2.20192,2.23243,2.27300,2.31679,2.36089,2.41310,2.47948,2.55937,2.68179,2.82448,2.89902,2.89973,2.86091,2.79919,2.72562,2.64538,2.56557,2.49225,2.42670,2.37215,2.33369,2.31662,2.32065,2.34410,2.38327,2.43610,2.52020,2.68008,2.94718,3.23819,18.00000,63.30000,82.00000,CL,N,
85B5B,2.14739,2.09331,2.06610,2.07188,2.09801,2.13108,2.15324,2.16817,2.18804,2.21819,2.25900,2.30350,2.34913,2.40366,2.47233,2.55394,2.67831,2.82195,2.89369,2.88918,2.84465,2.77777,2.70004,2.61652,2.53440,2.45960,2.39322,2.33862,2.30076,2.28521,2.29164,2.31822,2.36108,2.41801,2.50685,2.67264,2.94634,3.24003,18.00000,63.30000,82.00000,CL,N,
85B5A,2.13086,2.08851,2.06911,2.07863,2.10652,2.14062,2.16426,2.18093,2.20192,2.23243,2.27300,2.31679,2.36089,2.41310,2.47948,2.55937,2.68179,2.82448,2.89902,2.89973,2.86091,2.79919,2.72562,2.64538,2.56557,2.49225,2.42670,2.37215,2.33369,2.31662,2.32065,2.34410,2.38327,2.43610,2.52020,2.68008,2.94718,3.23819,18.00000,63.30000,82.00000,CL,N,
85B5B,2.14739,2.09331,2.06610,2.07188,2.09801,2.13108,2.15324,2.16817,2.18804,2.21819,2.25900,2.30350,2.34913,2.40366,2.47233,2.55394,2.67831,2.82195,2.89369,2.88918,2.84465,2.77777,2.70004,2.61652,2.53440,2.45960,2.39322,2.33862,2.30076,2.28521,2.29164,2.31822,2.36108,2.41801,2.50685,2.67264,2.94634,3.24003,18.00000,63.30000,82.00000,CL,N,
90,2.38930,2.42990,2.47150,2.52250,2.58160,2.64330,2.69440,2.73640,2.77840,2.82510,2.87770,2.93020,2.98070,3.03690,3.10340,3.17850,3.29070,3.42460,3.50590,3.52580,3.50980,3.47040,3.41700,3.35410,3.28800,3.22410,3.16320,3.10750,3.06170,3.03080,3.01420,3.01070,3.01830,3.03670,3.08440,3.20380,3.43010,3.69680,18.10000,63.20000,81.90000,CL,N,
85C18A,2.31950,2.25460,2.22210,2.22670,2.25280,2.28580,2.30830,2.32400,2.34500,2.37650,2.41890,2.46520,2.51260,2.56770,2.63300,2.70570,2.81810,2.94840,3.00790,2.99370,2.94170,2.86990,2.78950,2.70490,2.62240,2.54720,2.47950,2.42260,2.38160,2.36190,2.36360,2.38500,2.42300,2.47590,2.56190,2.72620,3.00110,3.30560,18.40000,71.50000,81.70000,CL,Y,
85C18A,2.31950,2.25460,2.22210,2.22670,2.25280,2.28580,2.30830,2.32400,2.34500,2.37650,2.41890,2.46520,2.51260,2.56770,2.63300,2.70570,2.81810,2.94840,3.00790,2.99370,2.94170,2.86990,2.78950,2.70490,2.62240,2.54720,2.47950,2.42260,2.38160,2.36190,2.36360,2.38500,2.42300,2.47590,2.56190,2.72620,3.00110,3.30560,18.40000,71.50000,81.70000,CL,Y,
85V4A,2.25650,2.28170,2.30850,2.34710,2.39720,2.45200,2.49500,2.52860,2.56390,2.60660,2.65790,2.71050,2.76210,2.82250,2.89910,2.99120,3.13050,3.29940,3.40010,3.41810,3.39070,3.33610,3.26620,3.18650,3.10460,3.02700,2.95500,2.89180,2.84340,2.81540,2.80790,2.81950,2.84770,2.89070,2.96810,3.12970,3.41650,3.75960,18.60000,62.80000,81.40000,CL,Y,
85V4A,2.25650,2.28170,2.30850,2.34710,2.39720,2.45200,2.49500,2.52860,2.56390,2.60660,2.65790,2.71050,2.76210,2.82250,2.89910,2.99120,3.13050,3.29940,3.40010,3.41810,3.39070,3.33610,3.26620,3.18650,3.10460,3.02700,2.95500,2.89180,2.84340,2.81540,2.80790,2.81950,2.84770,2.89070,2.96810,3.12970,3.41650,3.75960,18.60000,62.80000,81.40000,CL,Y,
72BS9A,2.26200,2.24060,2.23770,2.26060,2.30100,2.34750,2.38220,2.40880,2.43940,2.48000,2.53160,2.58640,2.64150,2.70530,2.78350,2.87460,3.01290,3.17780,3.27050,3.28120,3.24780,3.18850,3.11570,3.03470,2.95330,2.87770,2.80910,2.75110,2.70920,2.68960,2.69200,2.71440,2.75340,2.80720,2.89550,3.06840,3.36330,3.70100,19.10000,62.40000,81.00000,CL,N,
85B4A,2.27850,2.31540,2.35310,2.40100,2.45820,2.51900,2.56880,2.60950,2.65040,2.69650,2.74850,2.79990,2.84750,2.90050,2.96920,3.05740,3.18880,3.34150,3.43360,3.45630,3.43910,3.39560,3.33620,3.26670,3.19450,3.12590,3.06280,3.00750,2.96380,2.93660,2.92550,2.92930,2.94540,2.97280,3.03050,3.16170,3.40040,3.67070,19.80000,61.80000,80.20000,CL,Y,
85B4A,2.27850,2.31540,2.35310,2.40100,2.45820,2.51900,2.56880,2.60950,2.65040,2.69650,2.74850,2.79990,2.84750,2.90050,2.96920,3.05740,3.18880,3.34150,3.43360,3.45630,3.43910,3.39560,3.33620,3.26670,3.19450,3.12590,3.06280,3.00750,2.96380,2.93660,2.92550,2.92930,2.94540,2.97280,3.03050,3.16170,3.40040,3.67070,19.80000,61.80000,80.20000,CL,Y,
73BS17A,2.32280,2.27440,2.25270,2.26420,2.29670,2.33580,2.36340,2.38350,2.40900,2.44580,2.49500,2.54850,2.60250,2.66550,2.74190,2.82840,2.96070,3.11940,3.20510,3.20890,3.16840,3.10210,3.02210,2.93380,2.84530,2.76300,2.68830,2.62520,2.58000,2.55960,2.56360,2.58970,2.63390,2.69390,2.78900,2.96770,3.26230,3.57320,20.00000,61.80000,80.00000,CL,N,
72BS14A,2.37550,2.30840,2.27520,2.27940,2.30670,2.34200,2.36630,2.38400,2.40810,2.44490,2.49510,2.54960,2.60560,2.67150,2.74860,2.83350,2.96490,3.12300,3.20570,3.20420,3.15770,3.08490,2.99820,2.90290,2.80770,2.71950,2.63950,2.57260,2.52590,2.50620,2.51310,2.54400,2.59470,2.66210,2.76590,2.95630,3.27000,3.61560,20.10000,61.60000,79.90000,CL,Y,
75C12A,2.34350,2.31530,2.31240,2.33790,2.38120,2.43070,2.46950,2.50090,2.53660,2.58210,2.63830,2.69750,2.75660,2.82320,2.89940,2.98130,3.10410,3.25110,3.33210,3.33860,3.30520,3.24890,3.18100,3.10630,3.03170,2.96260,2.89930,2.84500,2.80520,2.78510,2.78440,2.80150,2.83340,2.87930,2.95780,3.11560,3.38680,3.68760,20.20000,61.50000,79.90000,CL,Y,
72BSAUS33B,1.80610,1.79680,1.79540,1.81190,1.84200,1.87690,1.90180,1.91940,1.94060,1.97060,2.01040,2.05300,2.09620,2.14760,2.21070,2.28320,2.39560,2.53070,2.60910,2.62320,2.60190,2.55960,2.50610,2.44540,2.38350,2.32570,2.27270,2.22760,2.19570,2.18230,2.18690,2.20820,2.24340,2.29090,2.36730,2.51210,2.75380,3.01950,20.20000,61.50000,79.90000,CL,Y,
72BSAUS33A,1.78200,1.77120,1.76880,1.78490,1.81440,1.84860,1.87310,1.89050,1.91160,1.94140,1.98080,2.02220,2.06280,2.11060,2.17050,2.24200,2.35340,2.48560,2.56180,2.57590,2.55580,2.51510,2.46310,2.40410,2.34400,2.28800,2.23690,2.19390,2.16370,2.15130,2.15670,2.17840,2.21400,2.26180,2.33830,2.48200,2.71940,2.97760,20.20000,61.50000,79.90000,CL,Y,
72BSAUS32B,1.98360,1.95320,1.94260,1.95730,1.98800,2.02390,2.05020,2.06980,2.09340,2.12620,2.16870,2.21380,2.25900,2.31110,2.37150,2.43560,2.53480,2.65340,2.71800,2.72350,2.69650,2.65050,2.59440,2.53210,2.46970,2.41170,2.35830,2.31280,2.27980,2.26430,2.26600,2.28330,2.31420,2.35750,2.42930,2.56920,2.80460,3.06940,20.20000,61.50000,79.80000,CL,Y,
72BSAUS32A,1.96410,1.94100,1.93470,1.95190,1.98400,2.02100,2.04810,2.06850,2.09260,2.12570,2.16830,2.21310,2.25760,2.30940,2.36990,2.43500,2.53580,2.65670,2.72350,2.73050,2.70470,2.65950,2.60390,2.54180,2.47920,2.42070,2.36670,2.32020,2.28620,2.26980,2.27060,2.28720,2.31790,2.36130,2.43370,2.57500,2.81330,3.07970,20.20000,61.50000,79.80000,CL,Y,
90ORG1B,2.24570,2.28220,2.31950,2.36610,2.42010,2.47630,2.52220,2.55980,2.59780,2.64070,2.68930,2.73790,2.78500,2.83730,2.89710,2.96050,3.05590,3.17170,3.24200,3.25930,3.24570,3.21200,3.16610,3.11180,3.05450,2.99860,2.94440,2.89410,2.85230,2.82360,2.80750,2.80330,2.80930,2.82560,2.86830,2.97670,3.18330,3.42880,20.50000,61.30000,79.50000,CL,N,
90ORG1B,2.19600,2.23070,2.26630,2.31140,2.36420,2.41880,2.46310,2.49900,2.53520,2.57630,2.62320,2.67030,2.71600,2.76700,2.82570,2.88880,2.98390,3.09830,3.16630,3.18090,3.16500,3.13000,3.08390,3.03050,2.97470,2.92060,2.86860,2.82050,2.78060,2.75330,2.73840,2.73510,2.74180,2.75880,2.80190,2.90970,3.11390,3.35710,20.50000,61.30000,79.50000,CL,N,
90ORG1A,2.25030,2.28660,2.32350,2.37010,2.42420,2.48040,2.52640,2.56390,2.60200,2.64510,2.69420,2.74300,2.78990,2.84180,2.90120,2.96430,3.05970,3.17530,3.24560,3.26340,3.25030,3.21720,3.17160,3.11750,3.06040,3.00450,2.95030,2.90000,2.85810,2.82940,2.81360,2.80960,2.81610,2.83330,2.87760,2.98770,3.19530,3.44120,20.50000,61.30000,79.50000,CL,N,
90ORG1A,2.20700,2.24180,2.27750,2.32280,2.37600,2.43100,2.47590,2.51200,2.54870,2.59060,2.63840,2.68600,2.73180,2.78290,2.84160,2.90480,3.00030,3.11520,3.18380,3.19920,3.18400,3.14950,3.10360,3.05010,2.99420,2.93990,2.88750,2.83900,2.79890,2.77150,2.75660,2.75350,2.76070,2.77890,2.82370,2.93400,3.14050,3.38530,20.50000,61.30000,79.50000,CL,N,
72BS28A,2.18230,2.15510,2.14540,2.16090,2.19420,2.23400,2.26180,2.28160,2.30620,2.34160,2.38910,2.44050,2.49300,2.55610,2.63430,2.72400,2.86160,3.02810,3.11860,3.12290,3.08250,3.01760,2.94070,2.85670,2.77340,2.69660,2.62690,2.56820,2.52690,2.50890,2.51420,2.54110,2.58660,2.64810,2.74520,2.92640,3.22430,3.54210,20.70000,61.20000,79.40000,CL,N,
72BS14A,2.24300,2.26550,2.29020,2.32890,2.37970,2.43440,2.47640,2.50880,2.54350,2.58640,2.63890,2.69320,2.74740,2.81100,2.88880,2.97810,3.11500,3.28080,3.37690,3.39190,3.36320,3.30910,3.24160,3.16560,3.08830,3.01540,2.94730,2.88760,2.84190,2.81590,2.81000,2.82310,2.85250,2.89750,2.97830,3.14560,3.43970,3.79030,20.80000,61.10000,79.30000,CL,N,
72B24B,2.06450,2.06830,2.08060,2.11050,2.15320,2.20010,2.23580,2.26310,2.29300,2.33100,2.37810,2.42740,2.47730,2.53610,2.60610,2.68260,2.79890,2.93890,3.01810,3.02850,3.00190,2.95410,2.89550,2.83030,2.76450,2.70310,2.64600,2.59630,2.55900,2.53920,2.53680,2.55040,2.57800,2.61850,2.68970,2.83490,3.08590,3.36760,20.70000,61.10000,79.30000,CL,N,
72B24A,2.10010,2.08740,2.08940,2.11380,2.15320,2.19750,2.23060,2.25560,2.28410,2.32160,2.36940,2.42050,2.47300,2.53480,2.60760,2.68590,2.80430,2.94780,3.02690,3.03330,3.00120,2.94790,2.88440,2.81480,2.74530,2.68090,2.62150,2.57030,2.53270,2.51410,2.51410,2.53150,2.56360,2.60920,2.68610,2.83930,3.10100,3.39200,20.70000,61.10000,79.30000,CL,Y,
72BS17A,2.29481,2.29943,2.31637,2.35259,2.40263,2.45719,2.49965,2.53326,2.56967,2.61467,2.66959,2.72738,2.78656,2.85543,2.93471,3.01923,3.14675,3.30235,3.39153,3.40365,3.37436,3.32132,3.25588,3.18279,3.10892,3.03972,2.97521,2.91905,2.87675,2.85363,2.84932,2.86249,2.89045,2.93207,3.00672,3.16262,3.43570,3.74515,21.10000,60.90000,78.90000,CL,N,
72BS17B,2.19772,2.19760,2.21014,2.24314,2.29020,2.34160,2.38073,2.41091,2.44394,2.48561,2.53699,2.59139,2.64767,2.71367,2.79031,2.87316,2.99822,3.14869,3.23122,3.23766,3.20449,3.14992,3.08533,3.01513,2.94539,2.88090,2.82135,2.76997,2.73175,2.71158,2.70932,2.72374,2.75248,2.79462,2.86872,3.02145,3.28827,3.58926,21.10000,60.90000,78.90000,CL,N,
8.00E+02,1.85620,1.88240,1.91120,1.94290,1.97820,2.01450,2.04740,2.07970,2.11360,2.15170,2.19490,2.23770,2.27790,2.32300,2.37560,2.43210,2.51730,2.62590,2.69650,2.71870,2.71190,2.68460,2.64320,2.59120,2.53430,2.47740,2.42190,2.37150,2.33180,2.30660,2.29580,2.29870,2.31350,2.34040,2.39640,2.52050,2.73680,2.97800,21.40000,60.50000,78.60000,CL,N,
8.00E+03,1.91990,1.94690,1.97660,2.00960,2.04700,2.08570,2.12040,2.15330,2.18800,2.22720,2.27220,2.31710,2.35990,2.40820,2.46400,2.52350,2.61340,2.72760,2.80000,2.81950,2.80840,2.77670,2.73170,2.67690,2.61800,2.55960,2.50260,2.45090,2.41020,2.38430,2.37340,2.37670,2.39280,2.42190,2.48190,2.61340,2.84120,3.09300,21.40000,60.50000,78.60000,CL,N,
80B1,1.87120,1.89760,1.92660,1.95830,1.99410,2.03060,2.06370,2.09580,2.12970,2.16780,2.21110,2.25430,2.29520,2.34120,2.39340,2.44640,2.52600,2.62900,2.69650,2.71840,2.71280,2.68750,2.64850,2.59900,2.54430,2.48940,2.43500,2.38510,2.34540,2.31980,2.30830,2.31000,2.32360,2.34900,2.40340,2.52520,2.73730,2.97470,21.70000,60.20000,78.30000,CL,N,
80B1,1.84460,1.87060,1.89950,1.93110,1.96570,2.00130,2.03350,2.06510,2.09830,2.13560,2.17780,2.21950,2.25850,2.30210,2.35280,2.40760,2.49040,2.59550,2.66270,2.68200,2.67300,2.64480,2.60370,2.55320,2.49850,2.44420,2.39130,2.34320,2.30530,2.28100,2.27030,2.27280,2.28710,2.31330,2.36830,2.48950,2.70070,2.93710,21.70000,60.20000,78.30000,CL,N,
72B6A,2.32620,2.28227,2.26370,2.27560,2.30755,2.34643,2.37386,2.39405,2.42019,2.45848,2.51010,2.56607,2.62338,2.69111,2.77038,2.85471,2.98515,3.14644,3.23441,3.23728,3.19533,3.12814,3.04796,2.95981,2.87180,2.79003,2.71482,2.65088,2.60566,2.58572,2.59075,2.61871,2.66601,2.73023,2.83085,3.01636,3.31871,3.63552,22.00000,60.20000,78.00000,CL,N,
72B6B,2.27403,2.22866,2.20745,2.21762,2.24769,2.28454,2.30978,2.32773,2.35145,2.38713,2.43577,2.48867,2.54270,2.60673,2.68317,2.76685,2.89675,3.05540,3.14121,3.14412,3.10313,3.03727,2.95862,2.87217,2.78567,2.70538,2.63190,2.56961,2.52565,2.50652,2.51195,2.54008,2.58696,2.65029,2.74919,2.93151,3.22919,3.54224,22.00000,60.20000,78.00000,CL,N,
80D2,1.84480,1.87000,1.89810,1.92950,1.96520,2.00200,2.03470,2.06560,2.09850,2.13610,2.18000,2.22390,2.26610,2.31430,2.36780,2.42090,2.50180,2.60650,2.67270,2.69040,2.68010,2.65140,2.61080,2.56130,2.50810,2.45510,2.40260,2.35470,2.31670,2.29270,2.28280,2.28620,2.30190,2.33030,2.38870,2.51530,2.73360,2.97500,22.10000,59.90000,77.90000,CL,Y,
80D1,1.88270,1.91030,1.94050,1.97360,2.01000,2.04750,2.08130,2.11410,2.14860,2.18750,2.23190,2.27600,2.31770,2.36450,2.41740,2.47200,2.55420,2.66010,2.72820,2.74800,2.73930,2.71120,2.67010,2.61930,2.56410,2.50910,2.45480,2.40510,2.36570,2.34020,2.32870,2.33070,2.34470,2.37130,2.42760,2.55200,2.76850,3.01090,22.10000,59.90000,77.90000,CL,N,
72BS,2.40936,2.39333,2.39469,2.42027,2.46269,2.51013,2.54453,2.57111,2.60383,2.65030,2.71298,2.78233,2.85769,2.94714,3.03653,3.10527,3.21705,3.37252,3.46253,3.46886,3.43163,3.37128,3.29989,3.21991,3.13809,3.05910,2.98059,2.90897,2.85473,2.82599,2.82211,2.84162,2.88207,2.94148,3.04022,3.22947,3.54336,3.87220,22.10000,60.00000,77.90000,CL,Y,
80A1,1.89180,1.91810,1.94720,1.97910,2.01460,2.05090,2.08390,2.11620,2.15030,2.18890,2.23320,2.27710,2.31880,2.36540,2.41800,2.47170,2.55350,2.65980,2.72860,2.74870,2.74020,2.71180,2.67010,2.61830,2.56170,2.50510,2.44910,2.39780,2.35700,2.33050,2.31850,2.32010,2.33420,2.36110,2.41760,2.54330,2.76170,3.00670,22.20000,59.80000,77.80000,CL,N,
80A2,1.97870,2.00600,2.03600,2.06960,2.10840,2.14830,2.18390,2.21760,2.25320,2.29340,2.33980,2.38600,2.42990,2.47940,2.53600,2.59560,2.68650,2.80260,2.87560,2.89480,2.88270,2.84970,2.80290,2.74610,2.68480,2.62410,2.56450,2.51010,2.46690,2.43880,2.42640,2.42870,2.44440,2.47370,2.53540,2.67090,2.90510,3.16260,22.20000,59.80000,77.80000,CL,N,
85V8B,1.91850,1.93460,1.95180,1.98050,2.01840,2.05920,2.09000,2.11370,2.13950,2.17260,2.21380,2.25640,2.29960,2.35150,2.41280,2.47570,2.57240,2.69320,2.76580,2.78150,2.76550,2.73020,2.68370,2.62980,2.57390,2.52050,2.46920,2.42340,2.38840,2.36920,2.36530,2.37570,2.39940,2.43520,2.49850,2.62750,2.85150,3.10540,22.30000,60.00000,77.70000,CL,N,
85V8A,1.94900,1.96600,1.98360,2.01300,2.05260,2.09530,2.12770,2.15230,2.17900,2.21330,2.25620,2.30040,2.34530,2.39930,2.46290,2.52870,2.63020,2.75640,2.83250,2.84940,2.83300,2.79630,2.74760,2.69100,2.63240,2.57630,2.52250,2.47440,2.43760,2.41740,2.41320,2.42410,2.44860,2.48600,2.55250,2.68750,2.92060,3.18330,22.30000,60.00000,77.70000,CL,N,
85V8B,1.91850,1.93460,1.95180,1.98050,2.01840,2.05920,2.09000,2.11370,2.13950,2.17260,2.21380,2.25640,2.29960,2.35150,2.41280,2.47570,2.57240,2.69320,2.76580,2.78150,2.76550,2.73020,2.68370,2.62980,2.57390,2.52050,2.46920,2.42340,2.38840,2.36920,2.36530,2.37570,2.39940,2.43520,2.49850,2.62750,2.85150,3.10540,22.30000,60.00000,77.70000,CL,N,
85V8A,1.94900,1.96600,1.98360,2.01300,2.05260,2.09530,2.12770,2.15230,2.17900,2.21330,2.25620,2.30040,2.34530,2.39930,2.46290,2.52870,2.63020,2.75640,2.83250,2.84940,2.83300,2.79630,2.74760,2.69100,2.63240,2.57630,2.52250,2.47440,2.43760,2.41740,2.41320,2.42410,2.44860,2.48600,2.55250,2.68750,2.92060,3.18330,22.30000,60.00000,77.70000,CL,N,
72P24A,1.91900,1.88950,1.87090,1.87600,1.89890,1.92810,1.94510,1.95430,1.96970,1.99850,2.04180,2.08880,2.13940,2.20420,2.28200,2.36760,2.50290,2.66940,2.76340,2.77480,2.74340,2.68760,2.61910,2.54270,2.46580,2.39460,2.32990,2.27640,2.24100,2.23030,2.24360,2.27850,2.33100,2.39840,2.49820,2.67580,2.95890,3.24650,22.40000,60.30000,77.70000,CL,Y,
72BS32A,2.30934,2.32566,2.34422,2.37730,2.42418,2.47605,2.51427,2.54294,2.57544,2.61845,2.67395,2.73321,2.79473,2.86907,2.95705,3.05178,3.19859,3.38455,3.49514,3.51142,3.47746,3.41472,3.33645,3.24765,3.15650,3.06931,2.98655,2.91336,2.85777,2.82770,2.82332,2.84301,2.88382,2.94320,3.04264,3.23379,3.54884,3.85913,22.50000,59.80000,77.50000,CL,N,
72BS32B,2.29574,2.31049,2.32811,2.36075,2.40700,2.45818,2.49585,2.52417,2.55612,2.59849,2.65312,2.71187,2.77332,2.84764,2.93523,3.02898,3.17430,3.35873,3.46795,3.48348,3.44921,3.38641,3.30843,3.22011,3.12955,3.04315,2.96127,2.88890,2.83408,2.80438,2.80000,2.81945,2.85938,2.91733,3.01448,3.20298,3.51647,3.83075,22.50000,59.80000,77.50000,CL,N,
80F1,1.88910,1.91510,1.94410,1.97610,2.01140,2.04760,2.08030,2.11220,2.14600,2.18480,2.22940,2.27420,2.31750,2.36650,2.42090,2.47470,2.55630,2.66360,2.73290,2.75220,2.74230,2.71290,2.67070,2.61880,2.56260,2.50640,2.45090,2.39990,2.35960,2.33390,2.32260,2.32520,2.34040,2.36840,2.42640,2.55330,2.77460,3.02240,22.60000,59.50000,77.40000,CL,N,
80F2,1.90230,1.92940,1.95940,1.99260,2.02950,2.06730,2.10120,2.13400,2.16870,2.20800,2.25320,2.29840,2.34170,2.39070,2.44620,2.50290,2.58850,2.69930,2.76970,2.78810,2.77660,2.74550,2.70160,2.64830,2.59110,2.53430,2.47850,2.42750,2.38730,2.36160,2.35050,2.35340,2.36910,2.39790,2.45760,2.58750,2.81300,3.06360,22.60000,59.50000,77.40000,CL,N,
72BS15A,2.40150,2.42210,2.44840,2.48850,2.54150,2.59950,2.64500,2.68130,2.72060,2.76940,2.82930,2.89210,2.95530,3.02870,3.11480,3.20710,3.34790,3.52640,3.63500,3.65470,3.62620,3.56930,3.49700,3.41420,3.32910,3.24800,3.17120,3.10330,3.05130,3.02230,3.01580,3.03050,3.06370,3.11400,3.20280,3.38480,3.70930,4.12230,22.70000,59.60000,77.30000,CL,Y,
80C1,1.87000,1.89530,1.92370,1.95490,1.98930,2.02480,2.05700,2.08860,2.12230,2.16050,2.20460,2.24880,2.29100,2.33900,2.39280,2.44720,2.52940,2.63710,2.70740,2.72850,2.72080,2.69290,2.65170,2.60020,2.54390,2.48760,2.43200,2.38120,2.34130,2.31600,2.30560,2.30890,2.32470,2.35330,2.41150,2.53810,2.75820,3.00330,22.80000,59.30000,77.20000,CL,N,
80C2,1.84480,1.87000,1.89810,1.92950,1.96520,2.00200,2.03470,2.06560,2.09850,2.13610,2.18000,2.22390,2.26610,2.31430,2.36780,2.42090,2.50180,2.60650,2.67270,2.69040,2.68010,2.65140,2.61080,2.56130,2.50810,2.45510,2.40260,2.35470,2.31670,2.29270,2.28280,2.28620,2.30190,2.33030,2.38870,2.51530,2.73360,2.97500,22.80000,59.30000,77.20000,CL,N,
80G1,1.90080,1.92730,1.95670,1.98920,2.02580,2.06300,2.09670,2.12910,2.16350,2.20270,2.24790,2.29320,2.33670,2.38590,2.44030,2.49460,2.57720,2.68520,2.75450,2.77370,2.76380,2.73440,2.69210,2.64010,2.58380,2.52750,2.47180,2.42070,2.38010,2.35390,2.34240,2.34460,2.35960,2.38730,2.44570,2.57370,2.79680,3.04490,23.20000,59.00000,76.80000,CL,N,
80G2,1.94680,1.97460,2.00560,2.03950,2.07680,2.11480,2.14930,2.18300,2.21870,2.25900,2.30530,2.35170,2.39610,2.44630,2.50310,2.56190,2.65030,2.76510,2.83850,2.85750,2.84520,2.81240,2.76630,2.71040,2.65040,2.59080,2.53230,2.47890,2.43670,2.40960,2.39780,2.40040,2.41630,2.44570,2.50640,2.63910,2.87010,3.12830,23.20000,59.00000,76.80000,CL,N,
80I1,1.84440,1.87060,1.89970,1.93140,1.96640,2.00220,2.03470,2.06640,2.10000,2.13780,2.18120,2.22450,2.26580,2.31240,2.36440,2.41660,2.49600,2.59920,2.66590,2.68540,2.67740,2.65040,2.61080,2.56170,2.50810,2.45440,2.40130,2.35260,2.31410,2.28940,2.27850,2.28070,2.29500,2.32120,2.37650,2.49850,2.71150,2.95050,23.20000,59.00000,76.80000,CL,N,
80I2,1.96540,1.99390,2.02560,2.06070,2.09970,2.13950,2.17530,2.20960,2.24600,2.28740,2.33530,2.38350,2.42980,2.48250,2.54200,2.60260,2.69340,2.81140,2.88610,2.90410,2.89020,2.85580,2.80850,2.75190,2.69130,2.63140,2.57260,2.51870,2.47620,2.44910,2.43770,2.44110,2.45840,2.48980,2.55370,2.69210,2.93100,3.19460,23.20000,59.00000,76.80000,CL,N,
75YG15A,2.14482,2.09809,2.07445,2.08182,2.10878,2.14209,2.16389,2.17840,2.19900,2.23187,2.27821,2.32939,2.38276,2.44633,2.51926,2.59534,2.71549,2.86375,2.94282,2.94389,2.90412,2.84192,2.76895,2.68936,2.61015,2.53682,2.46943,2.41231,2.37244,2.35605,2.36293,2.39111,2.43716,2.49876,2.59408,2.76949,3.05516,3.35673,23.20000,59.20000,76.80000,CL,N,
75YG15B,2.06974,2.02184,1.99695,2.00327,2.02904,2.06094,2.08126,2.09434,2.11332,2.14425,2.18816,2.23694,2.28814,2.34932,2.41972,2.49361,2.61012,2.75219,2.82542,2.82296,2.78167,2.71999,2.64933,2.57358,2.49907,2.43075,2.36845,2.31602,2.27979,2.26566,2.27343,2.30142,2.34630,2.40613,2.49851,2.66827,2.94474,3.23925,23.20000,59.20000,76.80000,CL,Y,
72BS18A,2.43600,2.42030,2.42320,2.44980,2.49410,2.54540,2.58480,2.61600,2.65200,2.69970,2.76090,2.82680,2.89380,2.97080,3.05950,3.15460,3.29940,3.48260,3.59280,3.61040,3.57800,3.51650,3.43920,3.35160,3.26200,3.17750,3.09880,3.03060,2.98080,2.95670,2.95750,2.98140,3.02430,3.08350,3.17990,3.36450,3.67220,3.99020,23.30000,59.20000,76.80000,CL,Y,
72BS17A,2.40310,2.34960,2.32630,2.33710,2.37030,2.41140,2.44040,2.46170,2.48910,2.52970,2.58500,2.64640,2.71170,2.78880,2.87620,2.96560,3.10230,3.27330,3.36680,3.36760,3.32010,3.24590,3.15860,3.06300,2.96730,2.87830,2.79600,2.72570,2.67570,2.65340,2.65810,2.68790,2.73850,2.80660,2.91230,3.10770,3.42730,3.75680,23.30000,59.30000,76.70000,CL,N,
