SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Cal3,Product,Exclude,
95HSB21B,1.87405,1.87974,1.88875,1.91339,1.95056,1.99244,2.02317,2.04468,2.06732,2.09488,2.12736,2.15924,2.18684,2.22000,2.27848,2.37370,2.51679,2.67046,2.75085,2.75715,2.72399,2.66780,2.59952,2.52556,2.45263,2.38666,2.33055,2.28538,2.25261,2.23590,2.23605,2.25175,2.27977,2.31938,2.38767,2.52656,2.76483,3.02732,4.40000,74.50000,95.60000,CL,Y,
95B16A,1.94460,1.95740,1.97220,1.99980,2.03830,2.08110,2.11370,2.13770,2.16210,2.19050,2.22290,2.25430,2.28120,2.31240,2.36610,2.45360,2.58600,2.72860,2.80570,2.81560,2.78830,2.73780,2.67440,2.60440,2.53430,2.47010,2.41460,2.36900,2.33460,2.31520,2.31100,2.32100,2.34220,2.37360,2.43220,2.55800,2.78110,3.03390,4.40000,74.50000,95.60000,CL,Y,
95C9A,1.83310,1.77000,1.73470,1.73210,1.74840,1.77120,1.78610,1.79480,1.80690,1.82610,1.85190,1.87860,1.90220,1.92940,1.97420,2.04460,2.14900,2.25550,2.30280,2.29470,2.25620,2.19930,2.13290,2.06270,1.99480,1.93470,1.88510,1.84720,1.82220,1.81320,1.82020,1.84180,1.87490,1.91820,1.98570,2.11150,2.31770,2.54330,4.40000,74.50000,95.60000,CL,Y,
95B10A,1.84550,1.82540,1.82040,1.83740,1.86910,1.90600,1.93360,1.95350,1.97530,2.00280,2.03560,2.06800,2.09580,2.12760,2.18020,2.26330,2.38680,2.51680,2.58310,2.58640,2.55580,2.50540,2.44480,2.37990,2.31700,2.26110,2.21460,2.17850,2.15370,2.14300,2.14680,2.16370,2.19120,2.22870,2.29180,2.41740,2.63250,2.87460,4.50000,74.40000,95.50000,CL,Y,
95B10A,1.79000,1.74910,1.72780,1.73340,1.75590,1.78420,1.80360,1.81590,1.83110,1.85310,1.88170,1.91150,1.93900,1.97130,2.02230,2.10000,2.21660,2.34050,2.40160,2.40090,2.36670,2.31290,2.24900,2.18070,2.11400,2.05460,2.00490,1.96630,1.94080,1.93170,1.93920,1.96160,1.99560,2.03970,2.10890,2.24050,2.46080,2.70460,4.50000,74.40000,95.50000,CL,Y,
95B10A,1.79000,1.74910,1.72780,1.73340,1.75590,1.78420,1.80360,1.81590,1.83110,1.85310,1.88170,1.91150,1.93900,1.97130,2.02230,2.10000,2.21660,2.34050,2.40160,2.40090,2.36670,2.31290,2.24900,2.18070,2.11400,2.05460,2.00490,1.96630,1.94080,1.93170,1.93920,1.96160,1.99560,2.03970,2.10890,2.24050,2.46080,2.70460,4.50000,74.40000,95.50000,CL,Y,
95B10A,1.94180,1.88140,1.84930,1.84970,1.86930,1.89580,1.91380,1.92530,1.94020,1.96210,1.99080,2.02100,2.04880,2.08130,2.13330,2.21360,2.33290,2.45730,2.51560,2.51000,2.46940,2.40770,2.33500,2.25740,2.18200,2.11490,2.05910,2.01630,1.98800,1.97760,1.98490,2.00820,2.04370,2.08950,2.16120,2.29690,2.52440,2.77680,4.50000,74.40000,95.50000,CL,Y,
95B8A,1.97960,1.90060,1.85590,1.84930,1.86440,1.88740,1.90190,1.90990,1.92170,1.94130,1.96830,1.99720,2.02440,2.05640,2.10630,2.18180,2.29340,2.40760,2.45500,2.43940,2.39030,2.32170,2.24380,2.16240,2.08420,2.01510,1.95800,1.91440,1.88590,1.87580,1.88410,1.90930,1.94750,1.99700,2.07260,2.21280,2.44400,2.70020,4.50000,74.50000,95.50000,CL,Y,
95B9A,1.95860,1.89240,1.85710,1.85660,1.87630,1.90320,1.92180,1.93400,1.95010,1.97390,2.00500,2.03720,2.06610,2.09880,2.14960,2.22710,2.34260,2.46340,2.51970,2.51330,2.47240,2.41060,2.33750,2.25940,2.18330,2.11540,2.05860,2.01480,1.98570,1.97510,1.98270,2.00680,2.04340,2.09120,2.16530,2.30390,2.53380,2.78680,4.50000,74.50000,95.50000,CL,Y,
95B25A,1.66260,1.61550,1.58950,1.59080,1.60880,1.63260,1.64820,1.65760,1.67020,1.68960,1.71540,1.74220,1.76660,1.79550,1.84060,1.90820,2.00940,2.11510,2.16530,2.16260,2.13120,2.08280,2.02540,1.96410,1.90480,1.85220,1.80840,1.77510,1.75370,1.74720,1.75550,1.77730,1.80970,1.85190,1.91690,2.03730,2.23550,2.45290,4.50000,74.40000,95.50000,CL,Y,
95B22A,1.99290,1.93530,1.90580,1.90840,1.92990,1.95810,1.97770,1.99060,2.00650,2.02940,2.05870,2.08940,2.11770,2.15030,2.20070,2.27700,2.39020,2.50810,2.56260,2.55560,2.51530,2.45510,2.38500,2.31070,2.23860,2.17440,2.12080,2.07900,2.05050,2.03850,2.04290,2.06220,2.09310,2.13390,2.19980,2.32880,2.54810,2.79280,4.50000,74.40000,95.50000,CL,Y,
95B11A,1.96299,1.89974,1.86552,1.86524,1.88506,1.91231,1.93056,1.94191,1.95696,1.97963,2.00949,2.04025,2.06759,2.09967,2.15302,2.23713,2.36257,2.49342,2.55393,2.54648,2.50246,2.43663,2.35935,2.27728,2.19766,2.12686,2.06816,2.02320,1.99364,1.98290,1.99112,2.01639,2.05505,2.10512,2.18286,2.32724,2.56591,2.82458,4.60000,74.40000,95.40000,CL,Y,
95B11B,1.97597,1.90700,1.86828,1.86488,1.88252,1.90786,1.92393,1.93316,1.94623,1.96736,1.99589,2.02573,2.05241,2.08415,2.13736,2.22146,2.34713,2.47729,2.53598,2.52637,2.48001,2.41191,2.33247,2.24838,2.16699,2.09483,2.03518,1.98970,1.96008,1.94991,1.95930,1.98633,2.02687,2.07878,2.15865,2.30580,2.54620,2.80519,4.60000,74.40000,95.40000,CL,Y,
95B28A,2.06900,1.98910,1.94500,1.93960,1.95630,1.98080,1.99700,2.00690,2.02090,2.04300,2.07280,2.10410,2.13270,2.16600,2.21800,2.29690,2.41400,2.53510,2.58760,2.57470,2.52600,2.45600,2.37450,2.28830,2.20450,2.12970,2.06710,2.01900,1.98700,1.97500,1.98290,2.00880,2.04880,2.10050,2.17980,2.32660,2.56800,2.83360,4.60000,74.40000,95.40000,CL,Y,
95C14A,1.88580,1.82100,1.78490,1.78210,1.79870,1.82200,1.83720,1.84630,1.85870,1.87830,1.90470,1.93230,1.95720,1.98590,2.03190,2.10290,2.20820,2.31610,2.36390,2.35480,2.31480,2.25640,2.18870,2.11750,2.04900,1.98830,1.93810,1.89970,1.87410,1.86430,1.87070,1.89160,1.92400,1.96660,2.03390,2.16090,2.37220,2.60760,4.60000,74.30000,95.40000,CL,Y,
95C15A,1.84360,1.78240,1.74870,1.74760,1.76530,1.78930,1.80540,1.81540,1.82890,1.84930,1.87610,1.90470,1.93090,1.96090,2.00760,2.07900,2.18480,2.29370,2.34380,2.33790,2.30100,2.24500,2.17900,2.10860,2.03990,1.97860,1.92760,1.88820,1.86200,1.85240,1.85920,1.88080,1.91360,1.95610,2.02280,2.14860,2.35840,2.58970,4.70000,74.30000,95.40000,CL,Y,
90C16A,1.92870,1.86190,1.82670,1.82600,1.84490,1.87060,1.88840,1.90030,1.91590,1.93870,1.96840,1.99960,2.02840,2.06060,2.10780,2.17590,2.27660,2.38080,2.42720,2.41830,2.37890,2.32090,2.25330,2.18140,2.11170,2.04940,1.99710,1.95610,1.92830,1.91710,1.92240,1.94240,1.97390,2.01560,2.08140,2.20760,2.41850,2.65440,4.70000,74.40000,95.40000,CL,Y,
90C15A,2.02470,1.94970,1.90900,1.90500,1.92180,1.94600,1.96240,1.97300,1.98720,2.00890,2.03740,2.06780,2.09610,2.12820,2.17700,2.24980,2.35710,2.46740,2.51440,2.50090,2.45470,2.38940,2.31470,2.23660,2.16140,2.09480,2.03950,1.99670,1.96770,1.95580,1.96070,1.98100,2.01340,2.05610,2.12400,2.25470,2.47520,2.72370,4.70000,74.40000,95.40000,CL,Y,
95B15A,1.96460,1.89350,1.85390,1.84970,1.86650,1.89110,1.90710,1.91670,1.93010,1.95160,1.98080,2.01150,2.03980,2.07320,2.12650,2.20820,2.32970,2.45660,2.51450,2.50530,2.46000,2.39300,2.31460,2.23130,2.15050,2.07860,2.01870,1.97290,1.94310,1.93290,1.94240,1.96940,2.01020,2.06250,2.14220,2.28830,2.52690,2.78550,4.60000,74.40000,95.40000,CL,Y,
952A,1.93910,1.95030,1.97060,2.00620,2.05220,2.10190,2.14220,2.17430,2.20670,2.24280,2.28280,2.32160,2.35580,2.39270,2.44530,2.52150,2.63230,2.75050,2.81640,2.82930,2.81190,2.77520,2.72740,2.67380,2.62030,2.57150,2.52930,2.49460,2.46830,2.45300,2.44850,2.45360,2.46660,2.48690,2.52930,2.62840,2.81170,3.02800,4.70000,74.30000,95.30000,CL,Y,
95B14A,1.98950,1.91550,1.87460,1.87020,1.88630,1.90970,1.92520,1.93430,1.94720,1.96780,1.99560,2.02520,2.05280,2.08470,2.13280,2.20410,2.31020,2.41970,2.46750,2.45640,2.41280,2.34970,2.27610,2.19800,2.12210,2.05420,1.99740,1.95330,1.92370,1.91250,1.91930,1.94220,1.97780,2.02400,2.09600,2.23000,2.45230,2.69810,4.70000,74.30000,95.30000,CL,Y,
95C20A,1.73060,1.68470,1.66110,1.66550,1.68610,1.71210,1.73030,1.74230,1.75700,1.77790,1.80450,1.83160,1.85510,1.88140,1.92350,1.98900,2.08630,2.18610,2.23340,2.23100,2.20090,2.15360,2.09690,2.03610,1.97670,1.92360,1.87910,1.84440,1.82070,1.81100,1.81560,1.83270,1.86000,1.89650,1.95530,2.06850,2.25750,2.46670,4.70000,74.30000,95.30000,CL,Y,
95B24B,1.59290,1.56170,1.54500,1.55190,1.57320,1.59950,1.61770,1.62940,1.64350,1.66340,1.68880,1.71420,1.73640,1.76200,1.80440,1.87110,1.97120,2.07570,2.12900,2.13360,2.11080,2.07060,2.02040,1.96560,1.91160,1.86330,1.82300,1.79200,1.77160,1.76450,1.77090,1.78920,1.81670,1.85290,1.91030,2.02010,2.20240,2.40320,4.70000,74.30000,95.30000,CL,Y,
95B24A,1.64740,1.61770,1.60250,1.61120,1.63450,1.66300,1.68290,1.69580,1.71130,1.73280,1.76000,1.78710,1.81060,1.83770,1.88270,1.95340,2.05980,2.17120,2.22850,2.23380,2.21000,2.16760,2.11470,2.05650,1.99910,1.94750,1.90440,1.87090,1.84850,1.84020,1.84610,1.86480,1.89330,1.93090,1.99150,2.10750,2.30070,2.51270,4.70000,74.30000,95.30000,CL,Y,
95B12A,1.91940,1.91680,1.92530,1.95220,1.99090,2.03360,2.06730,2.09310,2.11950,2.15020,2.18510,2.21930,2.24960,2.28270,2.33210,2.40640,2.51620,2.63270,2.69660,2.70790,2.68870,2.64960,2.59890,2.54220,2.48530,2.43320,2.38850,2.35180,2.32430,2.30920,2.30620,2.31400,2.32990,2.35360,2.39940,2.50230,2.68850,2.90090,4.70000,74.30000,95.30000,CL,Y,
95B18A,2.06436,2.00208,1.96893,1.96979,1.99137,2.02035,2.03982,2.05207,2.06804,2.09189,2.12325,2.15561,2.18469,2.21919,2.27540,2.36242,2.49247,2.62875,2.69113,2.68192,2.63446,2.56467,2.48337,2.39732,2.31413,2.24013,2.17842,2.13072,2.09874,2.08618,2.09331,2.11829,2.15733,2.20893,2.29003,2.44212,2.69334,2.96665,4.80000,75.00000,95.20000,CL,Y,
95B23A,1.81870,1.76840,1.74150,1.74430,1.76480,1.79170,1.81000,1.82150,1.83610,1.85730,1.88500,1.91360,1.93890,1.96830,2.01730,2.09470,2.20950,2.32870,2.38560,2.38210,2.34600,2.29060,2.22530,2.15600,2.08910,2.02980,1.98090,1.94370,1.91920,1.91070,1.91820,1.94000,1.97310,2.01630,2.08400,2.21210,2.42500,2.66110,4.80000,74.20000,95.20000,CL,Y,
85B25A,2.26630,2.28030,2.30450,2.34490,2.39730,2.45420,2.49970,2.53600,2.57360,2.61740,2.66830,2.71960,2.76800,2.82250,2.89360,2.98460,3.11970,3.27530,3.36280,3.37390,3.34400,3.29050,3.22470,3.15250,3.08060,3.01450,2.95540,2.90520,2.86740,2.84560,2.84000,2.84940,2.87190,2.90640,2.97180,3.11440,3.37460,3.69560,4.80000,74.20000,95.20000,CL,Y,
95B2A,1.87540,1.89090,1.90810,1.93760,1.97690,2.02000,2.05380,2.07920,2.10490,2.13440,2.16770,2.19970,2.22750,2.25900,2.30950,2.38800,2.50610,2.63350,2.70400,2.71650,2.69610,2.65480,2.60120,2.54110,2.48050,2.42480,2.37630,2.33620,2.30580,2.28840,2.28410,2.29180,2.30920,2.33580,2.38700,2.49970,2.70130,2.93190,4.80000,74.20000,95.20000,CL,Y,
95B13A,1.96420,1.89660,1.85990,1.85730,1.87460,1.89920,1.91580,1.92630,1.94040,1.96200,1.99070,2.02040,2.04730,2.07840,2.12790,2.20380,2.31690,2.43440,2.48850,2.48130,2.44020,2.37820,2.30480,2.22620,2.14950,2.08090,2.02360,1.97930,1.94990,1.93890,1.94620,1.96970,2.00600,2.05300,2.12580,2.26130,2.48480,2.72910,4.80000,74.30000,95.20000,CL,Y,
10R1,1.80890,1.82270,1.84600,1.87650,1.91260,1.95010,1.98340,2.01440,2.04600,2.07960,2.11590,2.15130,2.18260,2.21620,2.26630,2.34210,2.45230,2.57300,2.64110,2.65220,2.63200,2.59280,2.54300,2.48810,2.43340,2.38360,2.34090,2.30660,2.28210,2.26860,2.26610,2.27360,2.28860,2.31150,2.35750,2.46290,2.65090,2.85650,3.00000,74.30000,95.10000,CL,Y,
10R2,1.81300,1.82630,1.85070,1.88230,1.91920,1.95760,1.99180,2.02420,2.05730,2.09250,2.13050,2.16740,2.19960,2.23390,2.28480,2.36160,2.47260,2.59440,2.66250,2.67190,2.64970,2.60900,2.55840,2.50350,2.44930,2.40030,2.35840,2.32480,2.30110,2.28800,2.28550,2.29290,2.30810,2.33160,2.37870,2.48510,2.67430,2.88350,3.00000,74.30000,95.10000,CL,Y,
95COW11A,1.69750,1.66370,1.64780,1.65660,1.68000,1.70840,1.72870,1.74260,1.75860,1.78000,1.80650,1.83350,1.85750,1.88430,1.92720,1.99350,2.09190,2.19330,2.24250,2.24200,2.21390,2.16920,2.11550,2.05810,2.00200,1.95170,1.90960,1.87640,1.85330,1.84340,1.84670,1.86190,1.88650,1.91990,1.97500,2.08370,2.26800,2.47310,4.90000,74.20000,95.10000,CL,Y,
95B17A,2.06990,1.99890,1.96100,1.95910,1.97810,2.00460,2.02280,2.03480,2.05080,2.07480,2.10670,2.13990,2.17050,2.20610,2.26020,2.34010,2.45890,2.58390,2.64090,2.63180,2.58650,2.51940,2.44060,2.35690,2.27540,2.20250,2.14130,2.09370,2.06190,2.04960,2.05670,2.08130,2.11980,2.17020,2.24880,2.39490,2.63630,2.89990,4.90000,74.10000,95.10000,CL,Y,
95B2A,2.00140,2.01680,2.03360,2.06350,2.10390,2.14820,2.18270,2.20860,2.23480,2.26510,2.29950,2.33240,2.36070,2.39320,2.44530,2.52680,2.65050,2.78500,2.86060,2.87530,2.85490,2.81130,2.75340,2.68750,2.62030,2.55770,2.50250,2.45630,2.42080,2.39990,2.39380,2.40110,2.41920,2.44740,2.50240,2.62220,2.83680,3.07890,4.90000,74.20000,95.10000,CL,Y,
95B13A,1.95660,1.95340,1.96040,1.98560,2.02350,2.06640,2.09980,2.12520,2.15180,2.18340,2.22010,2.25580,2.28690,2.32160,2.37680,2.46270,2.59120,2.72980,2.80690,2.82060,2.79830,2.75290,2.69380,2.62760,2.56120,2.50050,2.44860,2.40650,2.37620,2.36080,2.36040,2.37360,2.39710,2.43040,2.48960,2.61280,2.82860,3.06930,4.90000,74.20000,95.10000,CL,Y,
95B12A,1.82130,1.81900,1.82440,1.84630,1.88020,1.91870,1.94810,1.96960,1.99220,2.01950,2.05130,2.08260,2.10960,2.14030,2.19080,2.27110,2.39150,2.52040,2.59060,2.60120,2.57840,2.53480,2.47940,2.41810,2.35720,2.30190,2.25510,2.21750,2.19080,2.17770,2.17830,2.19150,2.21420,2.24580,2.30130,2.41670,2.61830,2.84520,5.00000,74.10000,95.10000,CL,Y,
95B1A,1.95737,1.95305,1.96209,1.99053,2.03138,2.07656,2.11215,2.13969,2.16815,2.20106,2.23844,2.27541,2.30897,2.34610,2.40044,2.48008,2.59668,2.72070,2.78633,2.79352,2.76844,2.72366,2.66821,2.60770,2.54798,2.49409,2.44802,2.41077,2.38343,2.36850,2.36617,2.37518,2.39317,2.41944,2.46913,2.57937,2.77816,3.00580,5.00000,74.00000,95.00000,CL,Y,
95B1B,1.93795,1.94931,1.96793,2.00130,2.04497,2.09246,2.13032,2.15972,2.18946,2.22305,2.26045,2.29692,2.32946,2.36555,2.41911,2.49849,2.61531,2.74046,2.80874,2.81914,2.79725,2.75546,2.70250,2.64400,2.58581,2.53279,2.48695,2.44932,2.42101,2.40467,2.40028,2.40683,2.42227,2.44615,2.49346,2.60149,2.79793,3.02408,5.00000,74.00000,95.00000,CL,Y,
95B22A,2.07295,2.01130,1.97845,1.97960,2.00127,2.03047,2.05006,2.06220,2.07786,2.10161,2.13309,2.16576,2.19570,2.23128,2.28821,2.37508,2.50544,2.64351,2.70779,2.69977,2.65295,2.58329,2.50169,2.41494,2.33062,2.25526,2.19187,2.14257,2.10926,2.09597,2.10300,2.12832,2.16799,2.22037,2.30251,2.45636,2.71062,2.98665,5.00000,74.10000,95.00000,CL,Y,
95B22A,2.07060,1.99340,1.95130,1.94640,1.96330,1.98800,2.00460,2.01500,2.02940,2.05220,2.08290,2.11510,2.14480,2.17920,2.23210,2.31140,2.42960,2.55340,2.60930,2.59890,2.55210,2.48320,2.40230,2.31620,2.23210,2.15680,2.09350,2.04440,2.01170,1.99930,2.00710,2.03300,2.07320,2.12520,2.20520,2.35240,2.59520,2.86200,5.10000,74.10000,95.00000,CL,Y,
95B22B,2.07487,1.99784,1.95523,1.94998,1.96707,1.99242,2.00880,2.01857,2.03268,2.05543,2.08646,2.11942,2.15013,2.18648,2.24371,2.33002,2.45884,2.59502,2.65685,2.64560,2.59526,2.52195,2.43691,2.34692,2.25973,2.18212,2.11739,2.06764,2.03512,2.02364,2.03335,2.06213,2.10564,2.16154,2.24663,2.40273,2.65836,2.93582,5.00000,74.10000,95.00000,CL,Y,
95B26A,1.80110,1.77150,1.75730,1.76720,1.79280,1.82390,1.84560,1.85970,1.87600,1.89840,1.92670,1.95540,1.98090,2.01140,2.06320,2.14630,2.27080,2.40210,2.46840,2.47110,2.43910,2.38650,2.32300,2.25480,2.18820,2.12900,2.07980,2.04190,2.01660,2.00690,2.01330,2.03400,2.06580,2.10720,2.17410,2.30380,2.52340,2.76670,5.00000,74.10000,95.00000,CL,Y,
95B2A,1.96967,1.98444,2.00529,2.04113,2.08792,2.13853,2.17895,2.21029,2.24188,2.27746,2.31714,2.35591,2.39062,2.42904,2.48642,2.57180,2.69680,2.83017,2.90331,2.91533,2.89324,2.85024,2.79558,2.73529,2.67537,2.62094,2.57418,2.53582,2.50696,2.49051,2.48662,2.49408,2.51035,2.53514,2.58446,2.69642,2.89941,3.13149,5.00000,74.00000,95.00000,CL,Y,
95B2A,1.96967,1.98444,2.00529,2.04113,2.08792,2.13853,2.17895,2.21029,2.24188,2.27746,2.31714,2.35591,2.39062,2.42904,2.48642,2.57180,2.69680,2.83017,2.90331,2.91533,2.89324,2.85024,2.79558,2.73529,2.67537,2.62094,2.57418,2.53582,2.50696,2.49051,2.48662,2.49408,2.51035,2.53514,2.58446,2.69642,2.89941,3.13149,5.00000,74.00000,95.00000,CL,Y,
95B2B,2.00864,2.02730,2.05167,2.08969,2.13827,2.19085,2.23315,2.26648,2.29989,2.33721,2.37857,2.41890,2.45482,2.49447,2.55375,2.64220,2.77171,2.91123,2.98867,3.00185,2.97926,2.93468,2.87790,2.81514,2.75261,2.69567,2.64657,2.60623,2.57583,2.55822,2.55357,2.56061,2.57691,2.60199,2.65227,2.76685,2.97607,3.21651,5.00000,74.00000,95.00000,CL,Y,
95B8B,2.02985,2.05103,2.07434,2.10919,2.15431,2.20400,2.24332,2.27381,2.30467,2.33982,2.37929,2.41715,2.45017,2.48798,2.54747,2.63835,2.77468,2.92433,3.00697,3.01883,2.99167,2.94049,2.87562,2.80352,2.73122,2.66453,2.60606,2.55740,2.52041,2.49863,2.49256,2.50118,2.52215,2.55445,2.61625,2.74943,2.98571,3.25320,5.00000,74.00000,95.00000,CL,Y,
90B22A,1.93913,1.92318,1.92196,1.94263,1.97790,2.01874,2.04957,2.07232,2.09690,2.12717,2.16299,2.19836,2.22935,2.26465,2.32163,2.41052,2.54278,2.68408,2.75788,2.76373,2.73260,2.67932,2.61418,2.54357,2.47430,2.41217,2.35986,2.31853,2.28945,2.27580,2.27790,2.29426,2.32181,2.35964,2.42452,2.55566,2.78179,3.03406,5.00000,74.00000,95.00000,CL,Y,
90B22B,1.96434,1.94417,1.94071,1.96049,1.99576,2.03688,2.06775,2.09030,2.11480,2.14512,2.18110,2.21727,2.24977,2.28707,2.34665,2.43892,2.57534,2.72082,2.79503,2.79721,2.76128,2.70352,2.63496,2.56195,2.49104,2.42797,2.37543,2.33427,2.30563,2.29281,2.29590,2.31352,2.34240,2.38153,2.44781,2.58164,2.81298,3.07004,5.00000,74.00000,95.00000,CL,Y,
95B24A,1.96830,1.92160,1.89990,1.90730,1.93270,1.96480,1.98770,2.00370,2.02230,2.04750,2.07880,2.11100,2.14020,2.17360,2.22570,2.30530,2.42360,2.54790,2.60710,2.60220,2.56290,2.50360,2.43420,2.36080,2.28960,2.22610,2.17310,2.13160,2.10310,2.09100,2.09530,2.11450,2.14510,2.18600,2.25270,2.38310,2.60450,2.85020,5.00000,74.20000,95.00000,CL,Y,
95B19A,2.09340,2.01780,1.97690,1.97370,1.99270,2.01960,2.03760,2.04900,2.06420,2.08760,2.11870,2.15210,2.18370,2.22070,2.27700,2.36030,2.48370,2.61260,2.66990,2.65770,2.60810,2.53680,2.45450,2.36780,2.28390,2.20940,2.14730,2.09930,2.06750,2.05550,2.06330,2.08870,2.12800,2.17860,2.25700,2.40410,2.64910,2.91720,5.00000,74.00000,95.00000,CL,Y,
9530A,1.88850,1.89890,1.90800,1.92960,1.96190,1.99820,2.02480,2.04300,2.06210,2.08590,2.11410,2.14130,2.16390,2.19120,2.24060,2.32240,2.44850,2.58560,2.66060,2.67200,2.64750,2.60010,2.53930,2.47110,2.40210,2.33810,2.28210,2.23570,2.20050,2.18070,2.17680,2.18800,2.21130,2.24610,2.30910,2.43960,2.66510,2.91790,5.00000,74.00000,95.00000,CL,Y,
95B30B,1.84810,1.85750,1.86530,1.88640,1.91830,1.95390,1.97950,1.99670,2.01470,2.03720,2.06410,2.09020,2.11220,2.13900,2.18710,2.26650,2.38850,2.52010,2.59130,2.60180,2.57800,2.53250,2.47430,2.40930,2.34360,2.28280,2.22980,2.18580,2.15250,2.13380,2.13050,2.14160,2.16410,2.19740,2.25810,2.38410,2.60260,2.84650,5.00000,74.00000,95.00000,CL,Y,
95B30B,1.84810,1.85750,1.86530,1.88640,1.91830,1.95390,1.97950,1.99670,2.01470,2.03720,2.06410,2.09020,2.11220,2.13900,2.18710,2.26650,2.38850,2.52010,2.59130,2.60180,2.57800,2.53250,2.47430,2.40930,2.34360,2.28280,2.22980,2.18580,2.15250,2.13380,2.13050,2.14160,2.16410,2.19740,2.25810,2.38410,2.60260,2.84650,5.00000,74.00000,95.00000,CL,Y,
95B27B,1.85310,1.79430,1.76260,1.76250,1.78070,1.80550,1.82230,1.83320,1.84760,1.86940,1.89830,1.92850,1.95650,1.98900,2.03800,2.10960,2.21670,2.32980,2.38380,2.38040,2.34510,2.29000,2.22380,2.15240,2.08240,2.01950,1.96660,1.92540,1.89820,1.88840,1.89580,1.91860,1.95380,1.99920,2.06970,2.20140,2.41880,2.65750,5.00000,74.00000,95.00000,CL,Y,
95B27A,1.84600,1.78570,1.75300,1.75190,1.76940,1.79370,1.80990,1.82020,1.83400,1.85520,1.88340,1.91320,1.94120,1.97380,2.02300,2.09500,2.20260,2.31590,2.36990,2.36610,2.33020,2.27440,2.20750,2.13540,2.06470,2.00110,1.94770,1.90630,1.87890,1.86920,1.87690,1.90000,1.93540,1.98070,2.05090,2.18180,2.39880,2.63680,5.00000,74.00000,95.00000,CL,Y,
95B13A,2.01690,1.94470,1.90470,1.90070,1.91820,1.94340,1.95990,1.96950,1.98290,2.00430,2.03350,2.06470,2.09480,2.13090,2.18590,2.26680,2.38710,2.51340,2.56960,2.55770,2.50920,2.43940,2.35890,2.27370,2.19120,2.11760,2.05590,2.00820,1.97660,1.96490,1.97310,1.99930,2.03950,2.09110,2.17050,2.31720,2.56010,2.82440,5.00000,74.00000,95.00000,CL,Y,
95B10B,2.05290,1.99320,1.96410,1.96770,1.99090,2.02120,2.04310,2.05850,2.07720,2.10310,2.13600,2.16990,2.20100,2.23670,2.29160,2.37380,2.49580,2.62430,2.68500,2.67860,2.63570,2.57110,2.49510,2.41430,2.33580,2.26570,2.20690,2.16110,2.12990,2.11690,2.12170,2.14310,2.17750,2.22300,2.29580,2.43540,2.67020,2.93040,5.00000,74.00000,95.00000,CL,Y,
95B10B,2.04900,1.98120,1.94620,1.94670,1.96800,1.99710,2.01740,2.03110,2.04870,2.07390,2.10660,2.14080,2.17250,2.20900,2.26480,2.34810,2.47080,2.59940,2.65790,2.64800,2.60130,2.53330,2.45470,2.37210,2.29230,2.22170,2.16290,2.11750,2.08720,2.07550,2.08220,2.10560,2.14220,2.19010,2.26550,2.40800,2.64590,2.90710,5.00000,74.00000,95.00000,CL,Y,
95B10A,2.01480,1.96190,1.93690,1.94270,1.96690,1.99770,2.02000,2.03590,2.05480,2.08080,2.11330,2.14650,2.17630,2.21050,2.26330,2.34290,2.46130,2.58650,2.64670,2.64240,2.60290,2.54220,2.47000,2.39270,2.31740,2.24990,2.19300,2.14830,2.11760,2.10430,2.10820,2.12780,2.16010,2.20340,2.27360,2.40900,2.63790,2.89180,5.00000,74.00000,95.00000,CL,Y,
95B10A,2.01170,1.94860,1.91710,1.91920,1.94120,1.97040,1.99120,2.00580,2.02390,2.04940,2.08210,2.11580,2.14670,2.18210,2.23620,2.31670,2.43570,2.56080,2.61870,2.61060,2.56700,2.50250,2.42750,2.34820,2.27160,2.20350,2.14660,2.10250,2.07290,2.06110,2.06690,2.08880,2.12340,2.16940,2.24220,2.38040,2.61180,2.86730,5.00000,74.00000,95.00000,CL,Y,
9530A,1.88850,1.89890,1.90800,1.92960,1.96190,1.99820,2.02480,2.04300,2.06210,2.08590,2.11410,2.14130,2.16390,2.19120,2.24060,2.32240,2.44850,2.58560,2.66060,2.67200,2.64750,2.60010,2.53930,2.47110,2.40210,2.33810,2.28210,2.23570,2.20050,2.18070,2.17680,2.18800,2.21130,2.24610,2.30910,2.43960,2.66510,2.91790,5.00000,74.00000,95.00000,CL,Y,
95B2A,1.98690,2.00090,2.02080,2.05580,2.10160,2.15120,2.19050,2.22040,2.25060,2.28470,2.32290,2.36010,2.39330,2.43060,2.48690,2.57110,2.69550,2.82900,2.90130,2.91170,2.88760,2.84270,2.78630,2.72430,2.66290,2.60710,2.55910,2.51970,2.49000,2.47290,2.46860,2.47610,2.49300,2.51870,2.56940,2.68470,2.89480,3.14110,5.10000,73.90000,94.90000,CL,Y,
