SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6*,Sp7*,Sp8*,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Exclude,Exclude,Exclude
W11,3.36422,3.28243,3.22779,3.18217,3.16333,3.0956,3.00153,2.89346,2.7961,2.72787,2.68357,2.67144,2.67057,2.664,2.63311,2.60226,2.59164,2.63704,2.71752,2.81169,2.87684,2.87779,2.88175,2.85203,2.82236,2.77047,2.74432,2.68713,2.65354,2.61296,2.57675,2.5611,2.54925,2.5396,2.56871,2.65147,2.8035,2.99611,14.2,10,N,N,N
T1.10.9,2.68169,2.60266,2.53425,2.47687,2.42753,2.38207,2.33593,2.28986,2.25121,2.22758,2.22556,2.24624,2.27432,2.28399,2.26586,2.24206,2.24555,2.29882,2.39403,2.49537,2.5549,2.56505,2.5449,2.50628,2.45449,2.39705,2.33815,2.27995,2.22695,2.18137,2.14256,2.11394,2.09784,2.09446,2.1181,2.19947,2.35907,2.56631,10.9,11.7,N,N,N
GC2601004,2.73091,2.67071,2.61687,2.57349,2.53364,2.50003,2.47173,2.43941,2.40942,2.39502,2.40005,2.4252,2.46134,2.48519,2.47827,2.45555,2.45152,2.49506,2.59136,2.71559,2.8122,2.85082,2.84472,2.81512,2.77183,2.72283,2.67457,2.62868,2.58165,2.53713,2.5002,2.47251,2.45472,2.44909,2.46292,2.52278,2.6572,2.85721,10.1,9.1,Y,Y,Y
SW153.9.9,2.51899,2.46251,2.41462,2.37588,2.34357,2.31265,2.27874,2.24324,2.21438,2.20023,2.20774,2.23817,2.27502,2.28996,2.27218,2.24647,2.24803,2.30156,2.40385,2.5176,2.5864,2.60159,2.58507,2.54961,2.50155,2.44889,2.3953,2.34271,2.292,2.24674,2.20786,2.17962,2.16357,2.16132,2.1873,2.27214,2.43551,2.64371,10.1,10.2,N,N,N
213,2.7169,2.65434,2.61896,2.59243,2.59277,2.54516,2.47099,2.38196,2.30175,2.2481,2.21552,2.21132,2.21682,2.22142,2.21102,2.20747,2.22686,2.2964,2.37682,2.44921,2.49643,2.48896,2.48876,2.45877,2.43201,2.38468,2.36417,2.31436,2.29091,2.26251,2.23979,2.23817,2.23928,2.23987,2.27432,2.35588,2.50224,2.68539,13.7,18.1,N,N,N
GC2601085,2.32205,2.27915,2.24311,2.20934,2.17639,2.14761,2.12173,2.09839,2.0827,2.07809,2.08885,2.11736,2.15466,2.17643,2.16803,2.14855,2.15113,2.20233,2.30041,2.4158,2.50051,2.531,2.52415,2.49706,2.45655,2.41021,2.36462,2.32128,2.27804,2.23815,2.20554,2.18118,2.16632,2.16113,2.17305,2.22946,2.36274,2.5576,12.7,12.1,N,N,N
W251,2.92865,2.85942,2.81756,2.78452,2.77751,2.72204,2.64078,2.54528,2.45978,2.40192,2.36666,2.36169,2.36701,2.36708,2.34451,2.32261,2.31977,2.36942,2.44757,2.53511,2.59761,2.60003,2.60684,2.58111,2.55598,2.50874,2.48653,2.43348,2.40471,2.36935,2.33795,2.32671,2.31846,2.31127,2.34,2.41753,2.55961,2.73984,14.4,11.3,N,N,N
1071,2.75848,2.71297,2.67081,2.63282,2.60097,2.57322,2.54583,2.51771,2.49439,2.48079,2.4807,2.49628,2.51952,2.52939,2.51361,2.48756,2.47771,2.50593,2.57496,2.665,2.73522,2.76315,2.7613,2.74216,2.70958,2.67026,2.63043,2.59087,2.55103,2.51381,2.48333,2.46037,2.44611,2.44078,2.45103,2.50036,2.6148,2.77816,15,9.9,N,N,N
GC2601052,3.12489,3.06134,3.00335,2.94869,2.89474,2.84563,2.8004,2.75768,2.72289,2.70023,2.69391,2.70664,2.73034,2.7402,2.7179,2.68115,2.66526,2.6995,2.7915,2.91538,3.00683,3.03467,3.02034,2.98355,2.93354,2.88066,2.82871,2.77907,2.72875,2.68052,2.63842,2.60327,2.57758,2.56246,2.56598,2.61923,2.75306,2.96212,9.4,9.1,Y,Y,Y
11671.14.9,2.82478,2.73752,2.66128,2.59392,2.53417,2.47875,2.42403,2.37045,2.32391,2.29034,2.27566,2.2824,2.29589,2.29267,2.26505,2.23333,2.22579,2.26197,2.33964,2.42893,2.48503,2.49852,2.48664,2.45866,2.41796,2.37232,2.32524,2.2781,2.23155,2.19003,2.15509,2.13013,2.11585,2.11492,2.14035,2.22147,2.37438,2.56523,15.2,10.2,N,N,N
SW158.9.3,2.6849,2.62977,2.58324,2.54482,2.51153,2.47962,2.44454,2.40791,2.37809,2.36331,2.37044,2.40085,2.43728,2.451,2.43086,2.40201,2.40042,2.45172,2.55559,2.67356,2.74347,2.75737,2.73785,2.69921,2.64791,2.5919,2.53519,2.47938,2.42602,2.37792,2.33607,2.30445,2.28487,2.27966,2.30345,2.38727,2.55071,2.76083,9.6,9.4,N,N,N
2701035,2.59593,2.555,2.51818,2.48616,2.45694,2.42911,2.40171,2.3744,2.35271,2.342,2.34577,2.36592,2.39376,2.40606,2.38883,2.35885,2.34582,2.37492,2.45567,2.56522,2.64353,2.66791,2.65918,2.63185,2.59279,2.54963,2.50788,2.46763,2.42692,2.38828,2.35484,2.32739,2.30788,2.29796,2.30564,2.35493,2.47012,2.63509,10.767,7.26051,N,N,N
12054.13.0,2.80128,2.72067,2.64961,2.5873,2.53154,2.47898,2.4263,2.37453,2.32905,2.29578,2.28017,2.28485,2.29601,2.29203,2.2644,2.23176,2.22115,2.25286,2.32742,2.41504,2.46773,2.47623,2.45899,2.4255,2.3803,2.33043,2.27914,2.22821,2.18027,2.13756,2.10017,2.07136,2.05282,2.04668,2.06507,2.1364,2.27512,2.45224,13.4,9.5,N,N,N
GC214048,2.84745,2.79129,2.74393,2.70419,2.6675,2.63289,2.59879,2.56718,2.5422,2.5285,2.53367,2.55362,2.57501,2.5801,2.56158,2.53706,2.53212,2.56544,2.63995,2.73165,2.79829,2.82095,2.81441,2.79067,2.75379,2.71158,2.66808,2.62622,2.58476,2.54706,2.51589,2.49222,2.47811,2.47579,2.49638,2.56344,2.69287,2.86576,16.6,8.3,Y,Y,Y
W46,3.2421,3.15429,3.09409,3.04267,3.01868,2.94638,2.84832,2.73663,2.63571,2.56381,2.51544,2.4988,2.49368,2.48418,2.45176,2.41956,2.40694,2.44898,2.52545,2.61618,2.67943,2.67983,2.68387,2.65491,2.62679,2.57666,2.55247,2.49725,2.46558,2.42701,2.39223,2.37765,2.36633,2.35677,2.38455,2.46334,2.60905,2.79462,13.9,10,N,N,N
2701033,2.72391,2.67954,2.6392,2.6036,2.57078,2.53952,2.50872,2.4778,2.4523,2.43744,2.43663,2.45194,2.47509,2.48366,2.46389,2.43168,2.41594,2.44151,2.51853,2.62507,2.7009,2.72314,2.71277,2.68412,2.64398,2.59992,2.5574,2.51649,2.47512,2.43593,2.40184,2.37364,2.35324,2.34227,2.34861,2.39636,2.50997,2.67376,10.3035,7.15248,N,N,N
W3,2.81864,2.7764,2.73727,2.70197,2.67246,2.64688,2.6214,2.59471,2.57203,2.55813,2.5566,2.56913,2.58906,2.59838,2.5853,2.56285,2.55617,2.58687,2.65683,2.74377,2.80652,2.82553,2.81512,2.78855,2.75154,2.71025,2.66989,2.63103,2.59261,2.55672,2.52694,2.50411,2.48942,2.48314,2.49146,2.53671,2.64511,2.80586,11.6,10.6,N,N,N
W262,2.93843,2.86562,2.82024,2.78398,2.77479,2.7169,2.63286,2.53471,2.44687,2.38704,2.35029,2.34429,2.34922,2.34974,2.32715,2.3044,2.30098,2.35106,2.43081,2.52071,2.5844,2.58689,2.59273,2.56596,2.54075,2.49383,2.47252,2.42042,2.39241,2.35728,2.32624,2.3149,2.30638,2.29859,2.32684,2.40367,2.54524,2.72686,12.2,11.2,N,N,N
W206,3.07374,2.9942,2.94201,2.89893,2.88273,2.81789,2.72723,2.62216,2.52735,2.46067,2.41688,2.40405,2.4024,2.39682,2.36917,2.34212,2.33424,2.37904,2.45357,2.53914,2.6002,2.60141,2.60735,2.58086,2.55539,2.50752,2.48509,2.43165,2.40229,2.36601,2.33382,2.32166,2.3125,2.30436,2.33234,2.4092,2.55061,2.73137,13.8,10.9,N,N,N
SW131.8.3,2.67824,2.62265,2.57596,2.53887,2.50747,2.47726,2.4437,2.40854,2.38081,2.3691,2.38103,2.41771,2.46133,2.48123,2.4643,2.43635,2.43734,2.49455,2.60748,2.73557,2.81342,2.82978,2.80921,2.76721,2.71137,2.65054,2.58814,2.52718,2.47039,2.41991,2.37543,2.34138,2.3197,2.31329,2.33609,2.42058,2.58882,2.80838,10,9.7,Y,Y,Y
W6B,2.80979,2.74324,2.70494,2.67581,2.67297,2.62118,2.54338,2.45116,2.36919,2.31515,2.28392,2.28315,2.29247,2.29625,2.2771,2.25859,2.25976,2.31402,2.39586,2.48551,2.54896,2.5522,2.55965,2.53454,2.51053,2.46448,2.4442,2.39313,2.36598,2.33203,2.3024,2.29317,2.28687,2.28164,2.31252,2.39249,2.53743,2.72091,14,11.6,N,N,N
SW191.8.7,2.63734,2.58239,2.53653,2.49984,2.46867,2.43902,2.4059,2.37119,2.34389,2.33345,2.34713,2.38604,2.43178,2.45283,2.43651,2.41065,2.41553,2.47835,2.59552,2.72478,2.80139,2.81707,2.79659,2.75515,2.70023,2.64032,2.57928,2.51999,2.46329,2.41336,2.36985,2.33773,2.31829,2.3142,2.3404,2.43082,2.60617,2.83289,8.9,10.1,N,N,N
GC214086,2.31904,2.2826,2.25257,2.22857,2.20829,2.18941,2.16978,2.15112,2.13823,2.136,2.14811,2.17535,2.20695,2.22409,2.21918,2.20912,2.22034,2.26958,2.35419,2.44642,2.51048,2.53139,2.52181,2.49534,2.45782,2.41637,2.37486,2.33547,2.29835,2.2657,2.24007,2.22209,2.2131,2.21467,2.23668,2.30218,2.42919,2.59992,12.1,12.5,Y,Y,Y
1052,2.70283,2.65659,2.61426,2.57678,2.54601,2.51969,2.49355,2.46617,2.44426,2.43437,2.44138,2.46682,2.50204,2.52327,2.51287,2.48744,2.48114,2.52207,2.61417,2.73162,2.821,2.854,2.84728,2.81863,2.77703,2.73025,2.68443,2.64041,2.5969,2.55599,2.52203,2.496,2.47917,2.47237,2.48347,2.53763,2.66557,2.85389,8.8,10.2,N,N,N
11009.13.5,2.93012,2.837,2.75499,2.68337,2.61978,2.56003,2.50034,2.44182,2.39144,2.35581,2.3418,2.35093,2.36755,2.36527,2.33658,2.30285,2.29498,2.33471,2.42061,2.5189,2.5774,2.58762,2.5697,2.53347,2.48289,2.42651,2.36816,2.30967,2.25568,2.20775,2.16642,2.13543,2.11695,2.11233,2.13552,2.21637,2.37259,2.57064,13.8,10,N,N,N
122A,2.34968,2.30484,2.28583,2.27508,2.29063,2.25718,2.19607,2.11905,2.04908,2.00326,1.97484,1.97124,1.97638,1.98235,1.97927,1.98504,2.01015,2.07611,2.1421,2.19551,2.23002,2.21869,2.22027,2.19519,2.17467,2.13415,2.12014,2.07706,2.06082,2.03936,2.02267,2.02596,2.03045,2.03279,2.06534,2.1371,2.26193,2.41252,15.1,21.5,N,N,N
1068,3.01027,2.9561,2.90609,2.86161,2.82443,2.79204,2.76027,2.72767,2.70055,2.68481,2.68492,2.70314,2.73039,2.74299,2.72652,2.69853,2.68981,2.72539,2.80726,2.91188,2.99292,3.02431,3.02001,2.99523,2.9555,2.90833,2.86073,2.81366,2.76691,2.72444,2.68953,2.66309,2.64656,2.63995,2.6506,2.70508,2.83405,3.02291,14.1,10.6,N,N,N
11225.14.7,2.75318,2.6715,2.59947,2.53665,2.48102,2.42872,2.37627,2.32451,2.28003,2.24919,2.23812,2.24871,2.26534,2.26384,2.238,2.20801,2.20152,2.23799,2.31626,2.40518,2.45787,2.468,2.45333,2.42189,2.37651,2.32508,2.27127,2.21699,2.16658,2.12236,2.08368,2.05473,2.03741,2.03275,2.05424,2.12918,2.27217,2.45131,15.1,9.9,N,N,N
GC214044,2.73727,2.68668,2.64379,2.60785,2.57483,2.54382,2.51256,2.48368,2.46166,2.45114,2.45548,2.47592,2.50033,2.5081,2.49161,2.46816,2.46423,2.49887,2.57578,2.67045,2.73917,2.76331,2.75691,2.73286,2.69599,2.65397,2.61074,2.56931,2.52822,2.49086,2.45931,2.43567,2.42116,2.41874,2.43879,2.50588,2.63457,2.80609,15.7,8.5,N,N,N
SW164.9.5,2.79908,2.74193,2.69362,2.65471,2.62048,2.5871,2.55047,2.5122,2.4813,2.46575,2.47289,2.50424,2.54193,2.55609,2.53534,2.50607,2.50519,2.55925,2.66772,2.79095,2.86401,2.87792,2.85699,2.81541,2.76033,2.70006,2.63877,2.57908,2.5223,2.47183,2.42748,2.39373,2.37251,2.36609,2.38947,2.47521,2.64336,2.86175,9.8,9.5,N,N,N
GC2601099,2.26163,2.21996,2.18416,2.15002,2.11659,2.08686,2.05998,2.03623,2.01956,2.01222,2.01822,2.04015,2.06937,2.08382,2.07245,2.0532,2.05478,2.09991,2.18494,2.2828,2.35397,2.37936,2.37347,2.3504,2.31432,2.27194,2.22956,2.18853,2.14781,2.11104,2.08125,2.05953,2.04692,2.04331,2.05557,2.10994,2.23524,2.4148,15.5,12.5,N,N,N
GC214058,2.93322,2.87944,2.8345,2.79707,2.76282,2.73116,2.6993,2.66881,2.64589,2.63667,2.64522,2.67282,2.70627,2.72354,2.71379,2.69711,2.70618,2.7621,2.86255,2.97534,3.05326,3.077,3.06221,3.02647,2.97866,2.92706,2.87546,2.82763,2.7813,2.74029,2.70724,2.68346,2.67018,2.66973,2.69453,2.77282,2.92687,3.14231,10.2,11.6,N,N,N
15A,2.65521,2.60042,2.57259,2.55364,2.56099,2.51916,2.44961,2.36434,2.2874,2.23618,2.20511,2.20089,2.20584,2.21135,2.20427,2.20546,2.22904,2.29932,2.37558,2.4407,2.48158,2.46992,2.46719,2.43535,2.40759,2.35972,2.33898,2.28944,2.26712,2.24032,2.21929,2.2193,2.22174,2.22328,2.25804,2.3389,2.48304,2.6608,13.4,18.5,Y,Y,Y
W164,2.76355,2.70212,2.66901,2.6451,2.64722,2.60034,2.52714,2.43958,2.36222,2.31284,2.28595,2.28946,2.30279,2.30878,2.28937,2.26886,2.26635,2.31668,2.39956,2.49551,2.56351,2.5686,2.57739,2.55302,2.52903,2.48273,2.46207,2.4102,2.3821,2.34661,2.31461,2.30222,2.29252,2.28408,2.31183,2.38788,2.52734,2.70339,14,9.8,N,N,N
SW174.10.5,2.59971,2.54569,2.49909,2.46104,2.42844,2.39717,2.36295,2.3269,2.29746,2.28208,2.28751,2.31554,2.34964,2.36184,2.3416,2.31241,2.30787,2.35309,2.45028,2.56271,2.62909,2.64214,2.62474,2.5887,2.53962,2.48553,2.43002,2.37481,2.32221,2.27497,2.23278,2.20026,2.17947,2.17277,2.19388,2.27198,2.42389,2.6156,10.9,8.7,N,N,N
WR30COLD,2.89809,2.84419,2.79573,2.75048,2.70666,2.66651,2.62909,2.59458,2.56706,2.54925,2.54457,2.55597,2.57577,2.58219,2.56221,2.53174,2.51928,2.54871,2.62322,2.72098,2.7949,2.82055,2.81331,2.78783,2.74879,2.70332,2.65793,2.61395,2.56961,2.52816,2.49278,2.4645,2.44502,2.43483,2.44079,2.49048,2.61318,2.79693,14.4,9.4,N,N,N
251A,2.76825,2.70549,2.67029,2.64449,2.64596,2.59947,2.52626,2.43768,2.35847,2.30643,2.27642,2.27574,2.28447,2.2904,2.27903,2.27392,2.29271,2.36416,2.44956,2.52833,2.57992,2.57413,2.5745,2.54398,2.51593,2.46673,2.44399,2.39175,2.3655,2.33434,2.30944,2.30613,2.30623,2.3065,2.3422,2.42792,2.58183,2.77519,14.4,16.6,N,N,N
266,2.93272,2.86043,2.81604,2.78089,2.7729,2.71719,2.63548,2.53925,2.45289,2.39513,2.36067,2.35722,2.36477,2.36851,2.35067,2.33542,2.34298,2.40652,2.49379,2.58279,2.64297,2.64142,2.64303,2.61231,2.58368,2.53353,2.50975,2.456,2.42719,2.39272,2.36354,2.35537,2.35053,2.34663,2.37879,2.46193,2.61451,2.80944,12.4,13.8,N,N,N
11081.14.3,2.94909,2.86386,2.78963,2.72437,2.66527,2.61049,2.55612,2.50271,2.456,2.42202,2.40629,2.41183,2.42342,2.41874,2.39001,2.35685,2.34735,2.38165,2.45763,2.54603,2.60033,2.61154,2.59789,2.56873,2.52763,2.48234,2.43606,2.3904,2.34422,2.30228,2.26714,2.24172,2.22708,2.22585,2.25079,2.33315,2.48654,2.68186,14.7,9.8,N,N,N
NARC9.15.8,2.95428,2.8598,2.77709,2.70541,2.6416,2.58214,2.52287,2.4651,2.41609,2.38254,2.37111,2.38425,2.40392,2.40299,2.37399,2.34008,2.33222,2.37338,2.46179,2.56353,2.62589,2.63966,2.62566,2.59284,2.54433,2.48889,2.43123,2.37297,2.31713,2.26809,2.22597,2.19504,2.1777,2.17477,2.20127,2.28922,2.45486,2.66107,16.2,9.7,N,N,N
1,2.87151,2.80299,2.76232,2.73141,2.72779,2.6766,2.59917,2.50698,2.42456,2.37019,2.33895,2.33806,2.34707,2.35221,2.33786,2.32836,2.34306,2.41244,2.50053,2.58522,2.64166,2.63846,2.6398,2.60949,2.58088,2.5308,2.50715,2.45358,2.42548,2.39234,2.36551,2.36038,2.35892,2.3584,2.39417,2.48191,2.63972,2.83886,14.4,15,N,N,N
SW183.9.4,2.64709,2.5922,2.5452,2.50658,2.47286,2.44009,2.40382,2.36622,2.33586,2.32038,2.32672,2.35658,2.39293,2.40612,2.38453,2.35227,2.34574,2.39253,2.49737,2.62048,2.69251,2.70541,2.68512,2.64502,2.59205,2.53466,2.47615,2.41843,2.36346,2.31372,2.26876,2.23357,2.21022,2.2016,2.22223,2.30206,2.45915,2.66103,9.8,8.1,N,N,N
4413.12.0,2.7703,2.69174,2.62281,2.56235,2.50838,2.45793,2.40744,2.35753,2.31382,2.2825,2.26865,2.27502,2.28771,2.28571,2.26006,2.22928,2.22112,2.25549,2.33186,2.4199,2.4728,2.48122,2.46327,2.42937,2.38436,2.33494,2.28441,2.23455,2.1875,2.14557,2.10905,2.08131,2.06374,2.0584,2.07743,2.14919,2.28902,2.46922,12.3,9.9,N,N,N
11519.14.7,2.70688,2.61959,2.54291,2.47567,2.41666,2.36268,2.30969,2.2576,2.21263,2.18074,2.16811,2.17648,2.19139,2.19135,2.17014,2.14836,2.15431,2.20439,2.2864,2.36931,2.41925,2.42961,2.41539,2.38564,2.34438,2.2986,2.25226,2.20647,2.16187,2.12327,2.09336,2.07433,2.06668,2.0717,2.10256,2.19167,2.3553,2.56151,14.4,13.7,N,N,N
W4B,2.89199,2.82107,2.77813,2.74452,2.73776,2.68287,2.60207,2.50709,2.42215,2.36536,2.33133,2.32821,2.3354,2.33712,2.31614,2.29576,2.29517,2.34796,2.42927,2.51897,2.58223,2.58481,2.59151,2.56562,2.54051,2.49328,2.47158,2.419,2.39063,2.35552,2.32473,2.31433,2.30707,2.30119,2.33182,2.41203,2.55788,2.74204,14.5,11.4,N,N,N
11623.15.7,2.74616,2.66181,2.58871,2.5289,2.47415,2.42214,2.36887,2.31637,2.27111,2.23997,2.22948,2.24112,2.2591,2.25844,2.23322,2.2042,2.20105,2.24393,2.32601,2.41633,2.47286,2.48713,2.47687,2.44981,2.40933,2.36356,2.31657,2.26905,2.2221,2.18029,2.14636,2.12338,2.11248,2.1151,2.145,2.23406,2.39581,2.59862,15.9,11.1,N,N,N
5016.15.2,2.96926,2.87012,2.78339,2.70707,2.63852,2.57493,2.51294,2.45313,2.40173,2.36496,2.34876,2.35586,2.36987,2.36544,2.33413,2.2977,2.2865,2.32277,2.40633,2.50501,2.56582,2.57853,2.56329,2.52945,2.48098,2.42625,2.36907,2.31161,2.25736,2.20945,2.16776,2.13655,2.11704,2.11186,2.13504,2.21824,2.37591,2.57397,15.7,9.3,N,N,N
GC2601080,2.12427,2.0856,2.05309,2.02272,1.99349,1.96817,1.94536,1.92473,1.91075,1.90684,1.91694,1.94283,1.97681,1.99837,1.99397,1.97952,1.98559,2.0373,2.13205,2.23976,2.31519,2.33817,2.32598,2.29551,2.25441,2.20964,2.16681,2.12682,2.08803,2.0527,2.02353,2.0017,1.98836,1.98379,1.99414,2.04412,2.16419,2.34308,10,11.8,N,N,N
2701021,2.67227,2.62507,2.58261,2.54493,2.51058,2.47891,2.44817,2.41766,2.39298,2.37952,2.381,2.39917,2.42505,2.43606,2.4191,2.39144,2.38314,2.41825,2.49945,2.60202,2.67616,2.70079,2.69287,2.6664,2.62782,2.58448,2.54218,2.50129,2.46018,2.42179,2.39013,2.36579,2.35,2.34365,2.35449,2.40807,2.53088,2.70623,11.1235,9.8755,N,N,N
W1C,2.92835,2.85603,2.81161,2.77645,2.76794,2.71096,2.62806,2.53096,2.44449,2.3861,2.35066,2.34604,2.35183,2.35182,2.32828,2.30424,2.29867,2.34646,2.42698,2.5197,2.58404,2.5861,2.59238,2.56604,2.54057,2.49327,2.47192,2.41942,2.39063,2.3546,2.32203,2.30953,2.30012,2.29237,2.32154,2.39998,2.54266,2.7223,14.4,9.9,N,N,N
SW201.9.4,2.58364,2.52868,2.48257,2.44549,2.4142,2.38464,2.35215,2.31803,2.29102,2.27935,2.29037,2.32497,2.36596,2.384,2.36824,2.34405,2.34862,2.40744,2.51586,2.63493,2.70614,2.72062,2.70115,2.66158,2.60874,2.551,2.49207,2.43447,2.38017,2.33247,2.29137,2.26113,2.24286,2.23928,2.26425,2.35041,2.51864,2.73498,9.6,10.5,N,N,N
11051.14.7,2.82042,2.73031,2.65177,2.5828,2.52169,2.46556,2.41074,2.35771,2.31214,2.28043,2.26829,2.2782,2.2952,2.29502,2.26945,2.23963,2.23477,2.27534,2.3572,2.45058,2.50959,2.52493,2.51433,2.48731,2.44753,2.40246,2.35625,2.31018,2.2645,2.22351,2.18981,2.16603,2.15285,2.15248,2.17853,2.26214,2.41836,2.617,15,10.5,N,N,N
GC2601005,2.57111,2.51998,2.47406,2.43082,2.38937,2.35125,2.31532,2.28168,2.25469,2.23729,2.23264,2.24304,2.26201,2.26964,2.25242,2.22497,2.2153,2.24693,2.32549,2.4281,2.50175,2.52242,2.50924,2.4784,2.43713,2.39265,2.35022,2.31036,2.2708,2.23328,2.20069,2.17407,2.15516,2.1449,2.15001,2.19442,2.30645,2.47621,10.1,9.1,N,N,N
11078.12.2,2.96579,2.87583,2.79819,2.73102,2.67076,2.61475,2.55911,2.50477,2.45799,2.42591,2.41447,2.42636,2.44563,2.44617,2.41776,2.38284,2.37432,2.41626,2.50865,2.61676,2.68336,2.69715,2.67991,2.64408,2.5957,2.54311,2.48963,2.43737,2.38563,2.3391,2.29951,2.26965,2.25176,2.24812,2.27348,2.36052,2.52609,2.74167,12.5,9.6,N,N,N
GC2601023,2.50505,2.47991,2.44081,2.40063,2.36408,2.32943,2.29556,2.26585,2.24343,2.22951,2.22611,2.237,2.25499,2.26042,2.24219,2.21418,2.20148,2.22595,2.2936,2.38592,2.45543,2.47916,2.47373,2.45289,2.41972,2.3812,2.34287,2.30594,2.26846,2.23365,2.20345,2.17925,2.16322,2.15625,2.16449,2.21204,2.3241,2.48422,16.4,8.2,N,N,N
1031,3.09472,3.03673,2.98173,2.93117,2.88793,2.84963,2.81177,2.773,2.73891,2.71458,2.70382,2.70866,2.72222,2.72499,2.70358,2.67187,2.65633,2.67939,2.74503,2.83393,2.90278,2.92741,2.92058,2.89581,2.85861,2.81566,2.77293,2.73124,2.68963,2.65027,2.61755,2.59215,2.57515,2.56698,2.57442,2.62113,2.73498,2.90411,12.4,9.9,N,N,N
GC214078,3.04247,2.98458,2.936,2.89509,2.85599,2.81874,2.78169,2.74652,2.718,2.70138,2.70031,2.71609,2.73746,2.74517,2.7292,2.70623,2.70453,2.74442,2.8272,2.92504,2.99315,3.01191,2.99639,2.96235,2.91766,2.86992,2.8222,2.77779,2.73464,2.69552,2.6624,2.63657,2.62043,2.61581,2.63359,2.69944,2.83305,3.01911,9.4,9.9,N,N,N
4402.11.3,3.04808,2.95265,2.86954,2.79573,2.72863,2.66611,2.60419,2.54388,2.49108,2.45288,2.43498,2.43968,2.45209,2.44751,2.41603,2.37844,2.36723,2.4055,2.49323,2.59656,2.65968,2.67165,2.6537,2.61817,2.57132,2.52112,2.47053,2.42141,2.37233,2.32755,2.28985,2.26172,2.2453,2.24251,2.26805,2.35425,2.51795,2.73216,11.6,9.7,N,N,N
W45,3.3172,3.22638,3.163,3.1086,3.08089,3.00517,2.90439,2.79009,2.6867,2.6122,2.56118,2.54212,2.53503,2.52333,2.48896,2.4547,2.43969,2.47945,2.55494,2.64563,2.70827,2.70745,2.71039,2.68037,2.65094,2.59962,2.57427,2.51779,2.48518,2.44547,2.40949,2.3938,2.38158,2.37127,2.39856,2.4773,2.623,2.80863,14.4,9.8,N,N,N
GC2601041,2.33851,2.28761,2.24275,2.20128,2.16119,2.12544,2.09252,2.06171,2.03771,2.02388,2.02432,2.04095,2.06601,2.07784,2.06385,2.04083,2.03798,2.07928,2.16326,2.26315,2.33624,2.36143,2.35364,2.32782,2.28935,2.24651,2.20356,2.16152,2.11975,2.08139,2.04984,2.02591,2.01108,2.00534,2.01553,2.06723,2.19023,2.37033,13.5,11.6,N,N,N
7009.17.4,3.20028,3.08969,2.99295,2.90949,2.83089,2.75627,2.68212,2.6103,2.54744,2.49977,2.47302,2.47022,2.47445,2.46055,2.42227,2.3801,2.36223,2.38985,2.46372,2.55341,2.6091,2.62235,2.61239,2.58601,2.54544,2.49918,2.45155,2.40327,2.35395,2.30886,2.27104,2.24374,2.22882,2.22823,2.25634,2.34441,2.50335,2.70044,18,9,N,N,N
GC2601094,2.36918,2.31665,2.26975,2.22473,2.18097,2.14179,2.10609,2.07342,2.04795,2.03198,2.02894,2.04124,2.06128,2.06837,2.05092,2.02422,2.0153,2.04676,2.12086,2.21478,2.28331,2.30574,2.29874,2.27579,2.2405,2.20122,2.16211,2.12339,2.08405,2.04685,2.0155,1.99091,1.97474,1.96768,1.97676,2.02602,2.14192,2.30818,14.8,8.9,Y,Y,Y
GC2601086,2.57793,2.524,2.47647,2.43191,2.38884,2.34996,2.31418,2.2817,2.25659,2.24172,2.241,2.25684,2.28146,2.29287,2.27732,2.25147,2.24483,2.282,2.3647,2.4676,2.54362,2.56948,2.56183,2.53616,2.49772,2.45381,2.41042,2.36904,2.32733,2.28799,2.25507,2.22948,2.21289,2.20557,2.21453,2.26616,2.39024,2.57392,14,10.8,N,N,N
GC214010,2.57439,2.53324,2.49915,2.47153,2.44729,2.42434,2.40037,2.37762,2.36174,2.35846,2.37201,2.40289,2.43896,2.45855,2.45098,2.43477,2.44122,2.49145,2.58656,2.69602,2.77348,2.7989,2.78818,2.75782,2.71587,2.67052,2.62502,2.58253,2.541,2.50346,2.47289,2.45011,2.43732,2.43613,2.45825,2.52904,2.66846,2.85778,10.1,10.3,N,N,N
11652.13.4,2.82518,2.74266,2.67116,2.60976,2.5556,2.50487,2.45366,2.40306,2.35998,2.331,2.32201,2.33549,2.35502,2.3558,2.32977,2.29775,2.28952,2.32717,2.41091,2.50791,2.56568,2.57625,2.55944,2.52507,2.47676,2.42282,2.36685,2.31091,2.25854,2.21236,2.17162,2.14083,2.12194,2.11625,2.1375,2.21402,2.36238,2.55125,13.8,9.4,N,N,N
