SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6*,Sp7*,Sp8*,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Exclude,Exclude,Exclude
11625.12.9,2.72581,2.64109,2.56793,2.50835,2.4541,2.403,2.35082,2.2991,2.25455,2.22427,2.21465,2.22631,2.24507,2.24726,2.22635,2.20252,2.20615,2.25674,2.34253,2.43101,2.48458,2.49535,2.47993,2.44793,2.40427,2.35625,2.30792,2.26016,2.21381,2.17322,2.14114,2.12003,2.1112,2.11515,2.1452,2.23412,2.39915,2.61014,12.7,13.2,N,N,N
706.15.2,3.09057,3.00419,2.92871,2.86295,2.80321,2.74721,2.69123,2.63627,2.58862,2.55471,2.54043,2.54933,2.56474,2.56075,2.52947,2.49349,2.48261,2.51939,2.60327,2.70275,2.76519,2.78034,2.76805,2.73779,2.69364,2.64417,2.59315,2.54281,2.49178,2.44559,2.40668,2.37807,2.36135,2.35877,2.38448,2.47321,2.63874,2.85025,15.6,9.5,N,N,N
1043,2.6327,2.58933,2.54889,2.51251,2.48231,2.45614,2.4301,2.40324,2.38108,2.36834,2.36863,2.38402,2.40683,2.41636,2.40033,2.37377,2.3623,2.38744,2.45397,2.54361,2.61374,2.64132,2.63961,2.62088,2.58874,2.55002,2.51086,2.47189,2.43252,2.39571,2.36508,2.34146,2.32625,2.31996,2.3294,2.37683,2.48741,2.64468,15.1,8.8,N,N,N
GC213052,2.42935,2.38506,2.34834,2.31853,2.29324,2.27008,2.24682,2.22495,2.20932,2.20483,2.21507,2.24073,2.27078,2.2874,2.28269,2.27479,2.28985,2.34396,2.43169,2.52341,2.58503,2.60398,2.5927,2.56458,2.52545,2.48264,2.43966,2.39916,2.36103,2.32831,2.30306,2.28667,2.28006,2.28446,2.30971,2.38085,2.51749,2.70017,12.9,13.2,N,N,N
11072.14.7,2.71853,2.63647,2.56386,2.49917,2.44157,2.38784,2.33454,2.28238,2.23689,2.20382,2.18882,2.19444,2.20647,2.20271,2.17599,2.14513,2.13735,2.17157,2.24597,2.33141,2.3839,2.39577,2.38395,2.35739,2.31945,2.27715,2.23403,2.19119,2.1478,2.10829,2.07538,2.05174,2.03886,2.0379,2.06261,2.14096,2.2874,2.47069,15,10,N,N,N
W147,3.20002,3.11956,3.06697,3.02407,3.00792,2.94374,2.85393,2.75021,2.65753,2.59441,2.5556,2.54974,2.55558,2.55444,2.52683,2.49822,2.49032,2.54034,2.62786,2.73047,2.80264,2.80698,2.81155,2.78141,2.75132,2.69894,2.6727,2.61569,2.58252,2.54243,2.50646,2.49084,2.47858,2.46818,2.49613,2.57714,2.72851,2.92372,12.8,10.1,N,N,N
110,2.51587,2.46719,2.446,2.43345,2.4481,2.41393,2.35173,2.27345,2.20309,2.15891,2.12608,2.12711,2.13704,2.14779,2.14695,2.15548,2.18817,2.26857,2.35055,2.41718,2.45758,2.44476,2.44085,2.40791,2.37976,2.33209,2.31219,2.26433,2.24363,2.21869,2.20046,2.20348,2.20893,2.21318,2.25032,2.33416,2.48381,2.66928,12.8,22,Y,Y,Y
11091.13.9,2.81622,2.73055,2.65511,2.58961,2.53145,2.47747,2.42387,2.37139,2.32599,2.2942,2.2822,2.29209,2.30878,2.30818,2.28247,2.25265,2.24903,2.292,2.37611,2.46936,2.52703,2.53991,2.52584,2.49509,2.45166,2.4032,2.35342,2.30423,2.25586,2.21305,2.17756,2.1526,2.1392,2.13892,2.16641,2.25276,2.41484,2.62073,14.1,10.9,N,N,N
GC214014,2.5067,2.46747,2.43532,2.40934,2.38663,2.36544,2.34317,2.32204,2.30735,2.30444,2.31729,2.34674,2.38063,2.3987,2.39163,2.37737,2.3854,2.43467,2.52451,2.62621,2.69844,2.72313,2.71378,2.68571,2.64569,2.60156,2.55702,2.51491,2.47438,2.43839,2.40921,2.38832,2.3769,2.37702,2.3988,2.46852,2.60315,2.78719,12,11.2,N,N,N
GC213011,2.46187,2.42078,2.38729,2.35915,2.33479,2.31171,2.28843,2.2664,2.25031,2.24473,2.25291,2.2759,2.30249,2.31508,2.30535,2.29009,2.29402,2.33507,2.41386,2.50432,2.56767,2.58755,2.57823,2.55262,2.51653,2.47686,2.43702,2.39929,2.3626,2.32969,2.30246,2.28281,2.27168,2.2717,2.29171,2.35474,2.47683,2.64156,13.6,10.2,N,N,N
2701025,2.72058,2.67683,2.63692,2.60149,2.5694,2.53974,2.5107,2.48139,2.45736,2.44368,2.4439,2.46016,2.48343,2.49174,2.47376,2.44666,2.43797,2.46975,2.54439,2.63874,2.70661,2.72911,2.72197,2.69772,2.66124,2.61964,2.57875,2.53881,2.4984,2.46064,2.42929,2.40501,2.38915,2.38237,2.39229,2.44418,2.56247,2.72907,12.7545,9.71838,N,N,N
154,2.73111,2.67223,2.64098,2.61861,2.62334,2.5795,2.50842,2.42166,2.3442,2.294,2.26606,2.26761,2.27894,2.28719,2.2759,2.26808,2.28251,2.3495,2.43498,2.51817,2.57387,2.57068,2.57219,2.5424,2.51512,2.46682,2.44484,2.39324,2.36696,2.33512,2.30845,2.30275,2.30008,2.29783,2.3305,2.41197,2.56002,2.7474,12.1,14.9,N,N,N
11101.13.7,2.86028,2.77441,2.70041,2.63615,2.57935,2.52701,2.47508,2.42392,2.38014,2.35012,2.33976,2.35186,2.37053,2.37158,2.34609,2.31546,2.31008,2.35185,2.438,2.53657,2.59779,2.61218,2.59911,2.56925,2.52704,2.48056,2.43302,2.38649,2.33937,2.29684,2.26138,2.23615,2.2221,2.2217,2.24859,2.33491,2.49624,2.70242,14,10.1,N,N,N
GC2601065,2.42624,2.37287,2.32662,2.28405,2.2439,2.20825,2.17589,2.14694,2.12558,2.11462,2.11763,2.13657,2.16347,2.17713,2.16548,2.14537,2.14566,2.19034,2.27725,2.37829,2.45043,2.47374,2.46419,2.43724,2.39798,2.35313,2.30924,2.26718,2.22582,2.18838,2.15748,2.13428,2.12032,2.11554,2.12674,2.1797,2.30441,2.48678,14,11.7,N,N,N
W209,3.15693,3.07495,3.02065,2.97554,2.95723,2.8903,2.79707,2.69002,2.59308,2.5247,2.47937,2.46527,2.46247,2.45535,2.42558,2.39586,2.38509,2.42776,2.50226,2.58989,2.6523,2.65355,2.65891,2.63136,2.60467,2.55561,2.53228,2.47783,2.44741,2.4099,2.37631,2.36275,2.35216,2.34292,2.3701,2.44695,2.58872,2.77065,13.6,10.5,N,N,N
W160,2.84059,2.77521,2.73718,2.70765,2.70417,2.65188,2.57327,2.4804,2.39713,2.34176,2.30882,2.30635,2.31407,2.31642,2.29561,2.2749,2.27342,2.32487,2.40629,2.49735,2.56074,2.56227,2.5677,2.54047,2.51449,2.46698,2.44527,2.39291,2.36468,2.32937,2.29797,2.28661,2.27802,2.27046,2.2991,2.37632,2.5185,2.69947,13.3,10.9,N,N,N
GC213082,2.97084,2.91587,2.86956,2.83206,2.79715,2.76406,2.7305,2.69894,2.67622,2.66851,2.68046,2.71361,2.7531,2.77401,2.76216,2.7384,2.73999,2.79318,2.90272,3.03602,3.1313,3.16024,3.1446,3.10597,3.05491,3.00098,2.9474,2.89824,2.84928,2.80421,2.76598,2.73658,2.71778,2.71338,2.73599,2.81537,2.9739,3.19905,8.4,9.1,Y,Y,Y
GC2601100,2.35876,2.31512,2.27784,2.24228,2.2075,2.17674,2.14932,2.12518,2.10833,2.10085,2.10655,2.12831,2.1576,2.17167,2.15913,2.13783,2.13589,2.17621,2.25755,2.35533,2.42866,2.45656,2.45351,2.43315,2.39874,2.35722,2.31539,2.27453,2.23341,2.1959,2.16505,2.14188,2.12796,2.12302,2.13393,2.18646,2.3099,2.48637,16.7,11.7,N,N,N
GC2601063,3.00114,2.93289,2.87119,2.82203,2.77671,2.73606,2.70168,2.66511,2.63065,2.60955,2.60469,2.6169,2.638,2.64918,2.63735,2.61555,2.61135,2.64771,2.7249,2.82009,2.89234,2.92111,2.91493,2.88968,2.85147,2.80723,2.76275,2.72019,2.67633,2.63539,2.60297,2.57959,2.56549,2.56278,2.57675,2.63297,2.75793,2.94501,10.5,12.1,Y,Y,Y
CAL3,3.0289,2.93924,2.86031,2.79046,2.72697,2.66888,2.61077,2.55351,2.50368,2.46768,2.45192,2.45783,2.47169,2.46855,2.44193,2.41215,2.4083,2.45063,2.53367,2.62456,2.67811,2.68698,2.67108,2.63991,2.59693,2.54965,2.50266,2.45577,2.40829,2.3651,2.33027,2.3065,2.29497,2.29719,2.32696,2.41582,2.58286,2.79482,14.7,11,N,N,N
203A,2.80677,2.74384,2.7088,2.68331,2.68473,2.63814,2.56502,2.47682,2.3978,2.34632,2.31739,2.31792,2.32851,2.33651,2.32652,2.32234,2.34303,2.41819,2.50792,2.58991,2.64236,2.63532,2.63286,2.59897,2.56784,2.51614,2.49143,2.43775,2.41041,2.37853,2.35302,2.34927,2.34879,2.34888,2.38422,2.4705,2.62807,2.82806,12.6,17,N,N,N
GC214061,2.55919,2.51102,2.47012,2.43645,2.40659,2.37887,2.35111,2.32507,2.30576,2.29823,2.30637,2.3308,2.36009,2.37443,2.36478,2.34843,2.35364,2.39936,2.48661,2.58709,2.65839,2.68141,2.67122,2.64226,2.60242,2.55916,2.51606,2.47554,2.43626,2.40084,2.37193,2.35059,2.33863,2.33824,2.35972,2.42735,2.55918,2.73855,11.5,9.9,N,N,N
GC214074,2.93556,2.88056,2.83472,2.79651,2.76176,2.7293,2.69751,2.66819,2.64609,2.63588,2.64118,2.6635,2.68954,2.69812,2.68244,2.66149,2.66264,2.70384,2.78444,2.8791,2.94771,2.97261,2.96708,2.94307,2.90509,2.86081,2.81442,2.76997,2.72587,2.6863,2.65432,2.63113,2.61868,2.61843,2.64201,2.71656,2.85822,3.04965,18.3,9.9,N,N,N
5B,2.40806,2.3617,2.34203,2.33106,2.34621,2.31282,2.25226,2.17578,2.10648,2.06219,2.03676,2.0373,2.04635,2.05626,2.05418,2.06052,2.08839,2.16188,2.23789,2.3006,2.34025,2.32997,2.33047,2.30282,2.27954,2.23642,2.22032,2.17526,2.15676,2.13314,2.11539,2.11851,2.12361,2.12742,2.16327,2.24296,2.38171,2.55103,13.9,21.1,N,N,N
12613.13.0,2.99188,2.8958,2.81375,2.74622,2.68454,2.62657,2.56809,2.51113,2.46286,2.43119,2.42203,2.43776,2.46061,2.46246,2.43456,2.40002,2.39315,2.4387,2.5337,2.64329,2.71165,2.72842,2.71495,2.68272,2.63686,2.58597,2.53435,2.48329,2.43182,2.38532,2.34683,2.31885,2.30386,2.30366,2.33236,2.42565,2.5994,2.81977,13.3,9.9,N,N,N
256B,2.52132,2.47486,2.45415,2.44116,2.45428,2.41878,2.35556,2.27613,2.20363,2.15585,2.12684,2.12338,2.12903,2.13848,2.13794,2.14591,2.17596,2.25022,2.32268,2.37929,2.41339,2.39888,2.39578,2.36528,2.34035,2.29604,2.27896,2.23333,2.21478,2.19128,2.17349,2.17695,2.18234,2.18614,2.22152,2.29971,2.43599,2.59864,11.3,23,Y,Y,Y
1075,2.82496,2.78164,2.74053,2.70338,2.67307,2.64689,2.62045,2.59255,2.56832,2.5518,2.54609,2.55354,2.56716,2.56888,2.54957,2.52269,2.50919,2.52666,2.57781,2.64696,2.70079,2.72122,2.71874,2.70265,2.67447,2.63983,2.60443,2.56883,2.53257,2.49822,2.46985,2.44813,2.43431,2.42839,2.43643,2.47923,2.57845,2.71693,18.5,9.3,Y,Y,Y
8003.11.0,2.70258,2.62005,2.54935,2.49231,2.44081,2.39242,2.34279,2.29407,2.25341,2.22871,2.22642,2.24765,2.27627,2.28419,2.26189,2.23218,2.22932,2.27813,2.37599,2.48729,2.5567,2.57381,2.56025,2.52818,2.48399,2.43553,2.38711,2.33895,2.29088,2.24702,2.21057,2.18426,2.16983,2.16944,2.19727,2.28585,2.45126,2.66547,11.2,10.2,N,N,N
GC213012,2.80842,2.75016,2.70053,2.65883,2.62052,2.58422,2.54854,2.5153,2.48934,2.47526,2.47746,2.49681,2.52141,2.53071,2.51558,2.49391,2.49399,2.53577,2.61983,2.7186,2.78857,2.81079,2.80012,2.77112,2.72997,2.68454,2.63808,2.59394,2.55095,2.51254,2.48077,2.45742,2.4443,2.44393,2.46653,2.53812,2.67789,2.86592,13.7,9.7,N,N,N
GC2601052,3.26127,3.19103,3.12563,3.07186,3.0219,2.9782,2.9386,2.89538,2.85507,2.83001,2.82361,2.83696,2.86127,2.87405,2.85716,2.8247,2.80981,2.84117,2.92699,3.0458,3.13938,3.17458,3.16542,3.13319,3.08736,3.03627,2.98605,2.93896,2.88953,2.84179,2.80154,2.7696,2.74695,2.7372,2.74696,2.80445,2.93717,3.14303,9.4,9.1,N,N,N
GC213061,2.9913,2.93621,2.8907,2.85305,2.81749,2.78329,2.74852,2.71593,2.69111,2.68144,2.6914,2.72177,2.75901,2.77801,2.76465,2.73925,2.73809,2.78737,2.89139,3.01813,3.10794,3.13491,3.11948,3.08279,3.03424,2.98256,2.93112,2.88375,2.8365,2.79288,2.75533,2.72578,2.70699,2.70182,2.72278,2.79851,2.94943,3.15892,8.1,8.2,N,N,N
143,2.80893,2.74524,2.70961,2.68358,2.68447,2.6379,2.56465,2.47671,2.39816,2.34754,2.3197,2.3221,2.33438,2.34177,2.32832,2.3193,2.33382,2.40279,2.49164,2.57833,2.63658,2.63431,2.63623,2.60603,2.57725,2.52688,2.50265,2.44837,2.41988,2.38616,2.35825,2.35175,2.34876,2.34636,2.37994,2.4646,2.61858,2.81356,14.4,14.7,N,N,N
GC213060,2.65485,2.6078,2.56854,2.5357,2.50626,2.47815,2.45024,2.42421,2.40501,2.39625,2.40168,2.42274,2.4471,2.45519,2.4402,2.41991,2.4193,2.45544,2.53074,2.6208,2.68535,2.70787,2.70234,2.68009,2.64483,2.60423,2.56217,2.52141,2.48132,2.44488,2.41507,2.39289,2.38068,2.3801,2.40177,2.46908,2.59748,2.76557,18.4,8.7,Y,Y,Y
SW145.10.2,2.56059,2.50477,2.45763,2.41918,2.38671,2.35574,2.32205,2.28692,2.25837,2.24484,2.25345,2.28518,2.32312,2.33866,2.32115,2.29607,2.29908,2.35478,2.45871,2.57291,2.64162,2.65569,2.63698,2.59817,2.54554,2.48731,2.42713,2.36802,2.31333,2.26538,2.2239,2.1931,2.17442,2.17027,2.19413,2.27781,2.4418,2.65146,10.4,10.5,N,N,N
51A,2.75322,2.69532,2.66438,2.6421,2.64642,2.60251,2.53127,2.44456,2.36653,2.31375,2.28001,2.27243,2.27337,2.275,2.2656,2.26523,2.28598,2.35201,2.42238,2.4818,2.51958,2.50778,2.50755,2.47906,2.45419,2.40885,2.39029,2.34256,2.32156,2.29599,2.27575,2.27629,2.27905,2.28058,2.31457,2.39353,2.53383,2.70752,17,19.6,Y,Y,Y
12013.15.2,2.72219,2.64785,2.5826,2.52719,2.47865,2.43251,2.3851,2.33771,2.29754,2.27151,2.26591,2.28261,2.30627,2.31084,2.28652,2.25447,2.24636,2.28619,2.37572,2.48031,2.54269,2.5539,2.53476,2.49708,2.44636,2.39087,2.33402,2.27755,2.22507,2.17857,2.13695,2.10486,2.08403,2.07645,2.09583,2.17038,2.31776,2.50934,15.6,9.9,Y,Y,Y
GC214059,2.68565,2.63888,2.5991,2.56545,2.53524,2.50595,2.47643,2.44859,2.42747,2.41783,2.42342,2.44532,2.47191,2.48324,2.46909,2.44624,2.44309,2.48084,2.56485,2.66754,2.74081,2.76305,2.75157,2.722,2.68155,2.6381,2.59489,2.55435,2.51437,2.47714,2.44541,2.42056,2.4047,2.40088,2.41928,2.48409,2.61196,2.7867,11.3,7.8,N,N,N
GC2601002,2.52806,2.48478,2.44701,2.41797,2.3894,2.36479,2.3461,2.32357,2.30225,2.29468,2.30436,2.33156,2.36778,2.39178,2.38695,2.36652,2.36147,2.39896,2.48542,2.59923,2.68735,2.72204,2.71679,2.69124,2.65398,2.61225,2.57179,2.53318,2.49297,2.45401,2.42113,2.39587,2.37846,2.37217,2.3833,2.43497,2.55105,2.72153,8.8,9.1,N,N,N
11067.14.4,2.68623,2.60488,2.53358,2.47178,2.41776,2.36805,2.31901,2.27092,2.22918,2.20015,2.18958,2.19992,2.21655,2.21746,2.19536,2.17018,2.16998,2.2135,2.29357,2.37997,2.43316,2.44532,2.43245,2.40445,2.36474,2.3206,2.27564,2.23118,2.18714,2.14796,2.11632,2.09486,2.08443,2.08612,2.11362,2.19681,2.3527,2.5505,14.5,11.6,N,N,N
GC213049,2.57185,2.52938,2.49408,2.46518,2.43953,2.41511,2.39027,2.36701,2.35008,2.34412,2.35271,2.37684,2.40537,2.41901,2.40925,2.3929,2.3966,2.43927,2.52281,2.62087,2.69054,2.71269,2.70226,2.67418,2.63521,2.59307,2.55099,2.51162,2.4733,2.43883,2.41006,2.38879,2.3763,2.37527,2.39502,2.45949,2.58596,2.75871,11.9,9.5,N,N,N
GC214055,2.59083,2.54444,2.50569,2.47363,2.44483,2.41723,2.38878,2.36199,2.34223,2.33461,2.34321,2.3688,2.39996,2.41551,2.40458,2.38465,2.38549,2.42876,2.51843,2.62696,2.70532,2.73064,2.71902,2.68789,2.64543,2.60035,2.55602,2.51421,2.47389,2.43684,2.40552,2.38105,2.36605,2.36235,2.38166,2.44722,2.57758,2.75673,9.1,8.7,N,N,N
GC2601019,2.90497,2.84251,2.78607,2.73876,2.69518,2.65833,2.62667,2.59155,2.55832,2.53794,2.5329,2.54424,2.56412,2.57262,2.55621,2.52868,2.51667,2.54303,2.61338,2.70971,2.78656,2.81858,2.81527,2.79316,2.75798,2.71618,2.67412,2.63317,2.59063,2.54996,2.51577,2.49009,2.47348,2.46777,2.47926,2.53204,2.65032,2.82393,14.5,9.2,N,N,N
2701044,2.72481,2.67491,2.63035,2.59208,2.55847,2.52827,2.49912,2.47009,2.44728,2.43683,2.44314,2.4678,2.50051,2.51677,2.50322,2.48008,2.48009,2.52856,2.62224,2.73097,2.80815,2.83433,2.82626,2.79877,2.75803,2.71163,2.66588,2.62159,2.57742,2.53708,2.50495,2.48161,2.46827,2.46508,2.48007,2.54191,2.68052,2.87732,11.953,11.83687,N,N,N
1044,2.72437,2.67547,2.63046,2.59036,2.55636,2.52658,2.49758,2.46805,2.44328,2.42826,2.42691,2.44155,2.46418,2.47415,2.4593,2.43524,2.42871,2.46155,2.53353,2.62247,2.69054,2.71714,2.71405,2.69386,2.66049,2.62032,2.57964,2.53942,2.49929,2.4624,2.43267,2.41088,2.39803,2.39392,2.4051,2.45526,2.57183,2.73833,14.8,11.4,N,N,N
11172.12.0,2.65542,2.577,2.50889,2.44955,2.39743,2.34918,2.30133,2.25436,2.21444,2.18763,2.18003,2.19372,2.2143,2.21801,2.19583,2.16809,2.16449,2.20613,2.29111,2.38706,2.44521,2.45699,2.44134,2.40883,2.36435,2.31481,2.26377,2.21303,2.16536,2.12329,2.08651,2.05875,2.04134,2.03653,2.05681,2.13159,2.27513,2.45785,12.3,10,N,N,N
GC2601041,2.43665,2.38137,2.33139,2.29168,2.25641,2.22556,2.19931,2.1696,2.14138,2.12592,2.12632,2.14322,2.16839,2.18292,2.17406,2.15511,2.15285,2.18962,2.26624,2.36098,2.43385,2.46457,2.46169,2.44057,2.40717,2.36754,2.32777,2.2891,2.24963,2.21296,2.18349,2.16282,2.15116,2.14996,2.1648,2.21845,2.33497,2.50214,13.5,11.6,N,N,N
11247.12.3,2.6582,2.57913,2.51019,2.45002,2.39721,2.34819,2.29967,2.25218,2.21174,2.18481,2.17722,2.19101,2.21152,2.21507,2.19265,2.16481,2.16125,2.20334,2.28882,2.38557,2.44448,2.45671,2.44121,2.4084,2.36346,2.31362,2.26226,2.21104,2.16318,2.12092,2.08438,2.05669,2.03932,2.03465,2.05514,2.13019,2.27481,2.45882,12.6,10.1,N,N,N
GC213057,2.52074,2.4738,2.43503,2.40253,2.37428,2.3479,2.3217,2.29744,2.28007,2.27369,2.2825,2.30736,2.33609,2.34904,2.33883,2.32344,2.32967,2.37451,2.45728,2.55112,2.61755,2.64048,2.63348,2.60903,2.57229,2.53057,2.48802,2.44719,2.40744,2.37213,2.3437,2.32378,2.31349,2.31471,2.33742,2.40672,2.53994,2.7159,15.7,10.5,N,N,N
218,2.31024,2.26884,2.25289,2.24979,2.26774,2.23585,2.177,2.1022,2.03416,1.98918,1.96111,1.95687,1.96061,1.96828,1.9686,1.98001,2.01148,2.08341,2.14974,2.19966,2.2309,2.21755,2.21891,2.20238,2.17931,2.13735,2.12296,2.08023,2.06516,2.04545,2.03145,2.0377,2.04517,2.05034,2.08586,2.16192,2.29347,2.45094,0,25.4,Y,Y,Y
1022,2.61199,2.56896,2.52893,2.49307,2.46419,2.4396,2.4147,2.38827,2.36632,2.35398,2.35514,2.37179,2.39653,2.40868,2.39473,2.36903,2.35844,2.38562,2.45602,2.55064,2.62415,2.65237,2.64944,2.62875,2.5955,2.55656,2.51772,2.47966,2.44148,2.40539,2.37528,2.35186,2.33635,2.32944,2.33787,2.38369,2.49245,2.64999,12.8,9,N,N,N
W253,2.91487,2.847,2.80706,2.77589,2.77088,2.71677,2.63662,2.54228,2.45805,2.40158,2.36759,2.36408,2.37056,2.37135,2.34853,2.32518,2.32004,2.36663,2.44403,2.53356,2.59789,2.60149,2.60936,2.58444,2.56019,2.51369,2.49271,2.44059,2.41231,2.37687,2.34513,2.33304,2.32364,2.31528,2.34289,2.41847,2.55658,2.73173,13.9,10.4,N,N,N
GC214052,2.97492,2.92162,2.87649,2.83962,2.80554,2.77299,2.74024,2.7093,2.68658,2.67828,2.68921,2.72034,2.75806,2.77775,2.76581,2.74234,2.74307,2.7934,2.89668,3.02164,3.10978,3.13661,3.12216,3.08595,3.03779,2.98654,2.93537,2.88847,2.84172,2.79882,2.76236,2.734,2.71559,2.71095,2.73265,2.80792,2.95896,3.1737,8.1,8.4,N,N,N
GC2601058,3.19814,3.13494,3.081,3.03555,2.98926,2.94643,2.90473,2.8672,2.84055,2.82563,2.82469,2.84009,2.86372,2.87629,2.86487,2.84317,2.84025,2.88043,2.96366,3.06486,3.13855,3.16361,3.15143,3.11927,3.07436,3.02378,2.9731,2.92517,2.87792,2.83531,2.79962,2.77267,2.75603,2.75036,2.76273,2.82078,2.95249,3.15435,11.7,11.9,Y,Y,Y
2701007,2.77185,2.72444,2.68148,2.64413,2.61097,2.58073,2.55117,2.52132,2.49713,2.48465,2.48796,2.50853,2.53732,2.5517,2.5374,2.51166,2.50596,2.54552,2.63164,2.73764,2.81324,2.83768,2.8279,2.79893,2.7586,2.71409,2.67093,2.62962,2.58828,2.54967,2.51778,2.49307,2.47686,2.46995,2.48029,2.53404,2.65819,2.83865,8.91355,10.50475,N,N,N
11120.14.8,2.73008,2.64715,2.57519,2.51219,2.45641,2.40461,2.35349,2.3037,2.26142,2.23304,2.22444,2.23782,2.25762,2.25841,2.23249,2.20227,2.19669,2.23747,2.3227,2.42052,2.48086,2.49438,2.48044,2.44848,2.40227,2.34978,2.29514,2.24025,2.18863,2.14349,2.10452,2.07556,2.05776,2.05342,2.07592,2.15626,2.30854,2.49928,15.2,9.7,N,N,N
12602.9.8,2.77355,2.68816,2.61608,2.55754,2.50499,2.45546,2.40469,2.35461,2.31338,2.28924,2.28891,2.31369,2.34642,2.35764,2.33548,2.30488,2.3033,2.35732,2.46479,2.58704,2.66273,2.68043,2.664,2.62737,2.57827,2.52499,2.47159,2.41925,2.36735,2.32062,2.28119,2.25208,2.2354,2.23371,2.26091,2.35226,2.52641,2.75263,10,10.1,N,N,N
1041,2.76773,2.71823,2.67192,2.62995,2.59481,2.56431,2.5341,2.50297,2.47648,2.45945,2.45569,2.46757,2.48741,2.49452,2.47694,2.44982,2.43891,2.46544,2.53201,2.61911,2.68687,2.7133,2.71071,2.69124,2.65851,2.61908,2.57915,2.53951,2.49964,2.46249,2.43205,2.409,2.39448,2.38863,2.39789,2.44557,2.558,2.71896,14.2,10.1,Y,Y,Y
GC2601010,2.34882,2.3026,2.26198,2.22287,2.1838,2.14852,2.11629,2.08652,2.06338,2.04967,2.0491,2.06396,2.08731,2.09786,2.08167,2.05401,2.04363,2.07493,2.15331,2.25637,2.33274,2.35756,2.34857,2.32149,2.28231,2.23967,2.19765,2.15655,2.11556,2.07716,2.04379,2.01649,1.99714,1.98647,1.99154,2.0363,2.14847,2.31513,11.8,9,N,N,N
2701004,2.68646,2.63867,2.59582,2.55816,2.52386,2.4922,2.46132,2.43034,2.40552,2.3931,2.3973,2.41968,2.45095,2.46677,2.45125,2.4224,2.41392,2.45294,2.54412,2.66049,2.74426,2.77131,2.76117,2.73049,2.6878,2.64097,2.59578,2.5526,2.5094,2.46888,2.43487,2.40808,2.38994,2.38187,2.39216,2.44716,2.57516,2.76114,8.79,9.57602,N,N,N
GC2601098,2.47769,2.43392,2.39549,2.36429,2.33505,2.31147,2.29403,2.27291,2.25281,2.24456,2.25093,2.2728,2.30179,2.3189,2.31277,2.29829,2.30108,2.34143,2.41858,2.51044,2.57966,2.60885,2.60665,2.58727,2.55619,2.51881,2.48117,2.44444,2.40675,2.37187,2.34405,2.32517,2.31537,2.31538,2.33092,2.38506,2.50138,2.66603,15,12.7,Y,Y,Y
GC214053,2.76169,2.7084,2.66333,2.62557,2.59131,2.55858,2.52576,2.49496,2.47172,2.46215,2.47041,2.49719,2.53028,2.54684,2.53527,2.51478,2.51757,2.56693,2.66567,2.78301,2.86641,2.89169,2.87694,2.84095,2.79392,2.74431,2.69558,2.65051,2.60677,2.56633,2.53267,2.5066,2.49042,2.48676,2.50816,2.57954,2.72244,2.92265,8.2,9.2,N,N,N
GC213071,2.50705,2.46662,2.43302,2.40568,2.38177,2.35904,2.33578,2.31405,2.29889,2.29521,2.30723,2.33531,2.36812,2.3851,2.37683,2.36105,2.36636,2.41237,2.50034,2.60251,2.67526,2.69954,2.6902,2.66249,2.62315,2.58016,2.53706,2.49619,2.45663,2.42101,2.39147,2.36964,2.35725,2.35608,2.37661,2.44356,2.57491,2.75323,12.1,9.2,N,N,N
GC2601045,2.82123,2.76919,2.72323,2.68047,2.63931,2.60199,2.5675,2.53627,2.51286,2.4999,2.50054,2.51794,2.54323,2.55285,2.53535,2.50897,2.50231,2.53922,2.62111,2.72306,2.7971,2.8213,2.81379,2.78911,2.75007,2.7041,2.65833,2.61395,2.5689,2.52698,2.49166,2.46425,2.44665,2.43902,2.44831,2.50343,2.63273,2.82204,16.7,10.3,N,N,N
11020.12.8,2.78335,2.69252,2.61327,2.54447,2.48456,2.42907,2.37367,2.3194,2.27307,2.24208,2.23263,2.24616,2.26705,2.27032,2.24894,2.22486,2.22891,2.28122,2.37184,2.46653,2.52213,2.53143,2.51263,2.47619,2.42648,2.37138,2.31507,2.25933,2.2079,2.1633,2.12668,2.10097,2.08792,2.08811,2.1154,2.20108,2.36579,2.57393,12.8,12.3,N,N,N
W238,2.98644,2.91277,2.86616,2.82819,2.8164,2.7557,2.66889,2.56757,2.47635,2.41292,2.37209,2.36217,2.36272,2.35841,2.33231,2.30806,2.30344,2.35159,2.42825,2.51463,2.57605,2.57817,2.58527,2.56009,2.53542,2.48856,2.46681,2.4141,2.38545,2.34996,2.31867,2.30783,2.30008,2.29323,2.32268,2.40157,2.5457,2.72739,15,11.4,N,N,N
